Sport,NOC,First Year,p_max,a_max,alpha,beta
Shooting,AHO,1988,1.0,1.0,0.218008577,0.05
Shooting,AHO,1992,1.0,1.0,0.218008577,0.05
Shooting,AHO,1996,1.191226141,1.0,0.162005718,0.05000000000000001
Shooting,AHO,2008,1.0,1.0,0.218008577,0.05
Swimming,AHO,1984,1.0764904564,1.0,0.1900071475,0.05000000000000001
Swimming,AHO,1988,1.0,1.0,0.218008577,0.05
Swimming,AHO,1996,1.382452282,1.0,0.1340042885,0.05
Swimming,AHO,2000,1.0,1.0,0.218008577,0.05
Swimming,AHO,2008,1.0,1.0,0.218008577,0.05
Synchronized Swimming,AHO,1984,1.0,1.0,0.5,0.05
Triathlon,AHO,2000,1.0,1.0,0.5,0.05
Weightlifting,AHO,1960,1.1529809128,1.0,0.17000612642857144,0.05
Weightlifting,AHO,1964,1.382452282,1.0,0.1340042885,0.05
Weightlifting,AHO,1968,1.0,1.0,0.218008577,0.05
Weightlifting,AHO,1972,1.0,1.0,0.218008577,0.05
Canoeing,AIN,2020,1.382452282,1.0,0.05,0.05
Canoeing,AIN,2024,1.0,1.0,0.21800857700000004,0.05
Cycling Road,AIN,2020,1.382452282,1.0,0.05,0.05
Cycling Road,AIN,2024,1.0,1.0,0.218008577,0.05000000000000001
Gymnastics,AIN,2020,8.141308683,9.99520968,0.61476957,0.06507281
Gymnastics,AIN,2024,3.5,6.887077424,0.490150648,0.05
Rowing,AIN,2020,1.382452282,1.0,0.05,0.05
Rowing,AIN,2024,6.0,1.0,0.218008577,0.05
Shooting,AIN,2024,1.0,1.0,0.5,0.05
Swimming,AIN,2020,1.382452282,1.0,0.05,0.05
Swimming,AIN,2024,1.0,1.0,0.218008577,0.05000000000000001
Taekwondo,AIN,2024,1.0,1.0,0.5,0.05
Tennis,AIN,2020,1.382452282,1.0,0.05,0.05
Tennis,AIN,2024,1.7692307692307692,1.0,0.218008577,0.05
Weightlifting,AIN,2024,2.5,1.0,0.5,0.05
Wrestling,AIN,2020,124.4701279,1.0,0.05,0.448117486
Wrestling,AIN,2024,1.0,10.98309508,0.05,0.457007293
Athletics,ALB,1992,1.0,1.0,0.268177262,0.05
Athletics,ALB,1996,1.0,1.0,0.268177262,0.05
Athletics,ALB,2000,0.922834668,1.0,0.2753587413333334,0.05000000000000001
Athletics,ALB,2004,1.191226141,1.0,0.19545150800000002,0.05000000000000001
Athletics,ALB,2012,1.0,1.0,0.268177262,0.05
Athletics,ALB,2016,1.0,1.0,0.268177262,0.05
Athletics,ALB,2020,1.191226141,1.0,0.19545150800000002,0.05000000000000001
Athletics,ALB,2024,1.0,1.0,0.268177262,0.05
Cycling,ALB,1996,1.0,1.0,0.5,0.05
Gymnastics,ALB,2020,1.0,1.0,0.5,0.05
Judo,ALB,2008,1.0,1.0,0.5,0.05
Judo,ALB,2020,1.0,1.0,0.5,0.05
Shooting,ALB,1972,1.0,1.0,0.218008577,0.05
Shooting,ALB,1992,1.0,1.0,0.218008577,0.05
Shooting,ALB,1996,1.382452282,1.0,0.15080514620000002,0.05
Shooting,ALB,2008,1.0,1.0,0.218008577,0.05
Shooting,ALB,2012,1.0,1.0,0.218008577,0.05
Shooting,ALB,2020,1.0,1.0,0.218008577,0.05
Shooting,ALB,2024,1.0,1.0,0.218008577,0.05
Swimming,ALB,1992,1.0,1.0,0.293261605,0.05000000000000001
Swimming,ALB,2004,1.191226141,1.0,0.21217440333333334,0.05000000000000001
Swimming,ALB,2008,0.845669336,1.0,0.2914916525,0.05
Swimming,ALB,2012,1.0,1.0,0.293261605,0.05
Swimming,ALB,2016,1.0,1.0,0.293261605,0.05
Swimming,ALB,2020,1.0,1.0,0.293261605,0.05
Swimming,ALB,2024,1.0,1.0,0.293261605,0.05
Weightlifting,ALB,1972,1.0,1.0,0.218008577,0.05
Weightlifting,ALB,1992,1.0,1.0,0.218008577,0.05000000000000001
Weightlifting,ALB,1996,1.382452282,1.0,0.1340042885,0.05
Weightlifting,ALB,2004,1.0,1.0,0.218008577,0.05
Weightlifting,ALB,2008,1.127484094,1.0,0.17600643275,0.05
Weightlifting,ALB,2012,1.127484094,1.0,0.17600643275,0.05
Weightlifting,ALB,2016,1.0,1.0,0.218008577,0.05
Weightlifting,ALB,2020,1.0,1.0,0.218008577,0.05
Wrestling,ALB,1996,1.0,1.0,0.218008577,0.05
Wrestling,ALB,2004,1.382452282,1.0,0.1340042885,0.05
Wrestling,ALB,2008,,1.0,0.218008577,0.05
Wrestling,ALB,2024,3.0,1.0,0.218008577,0.05000000000000001
Athletics,ALG,1972,1.0,2.881254959,0.477509698,0.099920236
Athletics,ALG,1980,1.0588388126153847,2.6304209644666665,0.4205084049333333,0.09326420453333334
Athletics,ALG,1984,1.163908120857143,2.3168784713,0.3492567886,0.0849441652
Athletics,ALG,1988,1.0191155575,2.41094121925,0.525111927,0.0979604165
Athletics,ALG,1992,0.8928964252,2.3437535421428572,0.7084604208571428,0.10970357314285714
Athletics,ALG,1996,1.1529809128,2.3437535421428572,0.35536407,0.08565731142857143
Athletics,ALG,2000,9.158012833499999,2.393522191851852,0.3767922077777777,0.12118251718518519
Athletics,ALG,2004,1.0819540604285716,2.549268789764706,0.40206681011764706,0.09111078258823528
Athletics,ALG,2008,1.0130858888333334,2.612504250571429,0.43595085899999997,0.09278877371428572
Athletics,ALG,2012,2.4836340378333333,2.70254397375,0.72922521175,0.090672804
Athletics,ALG,2016,1.0,2.881254959,0.47750969800000004,0.099920236
Athletics,ALG,2020,1.0,2.881254959,0.477509698,0.099920236
Athletics,ALG,2024,1.375,2.881254959,0.477509698,0.099920236
Badminton,ALG,2008,1.0,1.0,0.5,0.05
Badminton,ALG,2024,1.0,1.0,0.5,0.05
Boxing,ALG,1968,1.0,1.0,0.494980098,0.05
Boxing,ALG,1972,1.0,1.0,0.494980098,0.05
Boxing,ALG,1980,1.0,1.0,0.494980098,0.05
Boxing,ALG,1984,1.8571428571428572,1.0,0.494980098,0.05
Boxing,ALG,1988,1.191226141,1.0,0.34665339866666667,0.05
Boxing,ALG,1992,1.6,1.0,0.494980098,0.05
Boxing,ALG,1996,2.5669525508333333,1.0,0.668990843125,0.05
Boxing,ALG,2000,1.0,1.0,0.494980098,0.05
Boxing,ALG,2004,1.0546360402857142,1.0,0.43935758575,0.05
Boxing,ALG,2008,1.0130858888333334,1.0,0.45092548757142853,0.05
Boxing,ALG,2012,1.0546360402857142,1.0,0.43935758575,0.05
Boxing,ALG,2016,1.0,1.0,0.4949800979999999,0.05000000000000001
Boxing,ALG,2020,1.0,1.0,0.494980098,0.05
Boxing,ALG,2024,2.4,1.0,0.494980098,0.05
Canoeing,ALG,2020,1.0,1.0,0.5,0.05
Canoeing,ALG,2024,1.0,1.0,0.5,0.05
Cycling,ALG,1988,1.0,1.0,0.5,0.05
Cycling,ALG,2008,1.0,1.0,0.5,0.05
Cycling,ALG,2012,1.0,1.0,0.5,0.05
Cycling,ALG,2016,1.0,1.0,0.5,0.05
Cycling Road,ALG,2020,1.0,1.0,0.5,0.05000000000000001
Cycling Road,ALG,2024,1.0,1.0,0.5,0.05
Fencing,ALG,1980,1.0,1.0,0.260045929,0.05
Fencing,ALG,1996,0.922834668,1.0,0.2699378526666667,0.05000000000000001
Fencing,ALG,2000,1.382452282,1.0,0.1550229645,0.05
Fencing,ALG,2004,1.0,1.0,0.260045929,0.05
Fencing,ALG,2008,1.0392576665,1.0,0.23556322766666668,0.05000000000000001
Fencing,ALG,2012,1.191226141,1.0,0.1550229645,0.05
Fencing,ALG,2020,1.0956130705,1.0,0.21803674320000002,0.05
Fencing,ALG,2024,1.0,1.0,0.260045929,0.05
Football,ALG,1980,1.0,1.0,0.5,0.05
Football,ALG,2016,1.0,1.0,0.5,0.05
Gymnastics,ALG,1960,1.3824522820000003,1.0,0.05,0.05
Gymnastics,ALG,1968,1.0,1.0,0.218008577,0.05
Gymnastics,ALG,2000,1.0,1.0,0.218008577,0.05
Gymnastics,ALG,2016,1.0,1.0,0.21800857700000004,0.05
Gymnastics,ALG,2024,2.1666666666666665,1.0,0.218008577,0.05000000000000001
Handball,ALG,1980,1.076538679642857,1.0,0.06980629078947369,0.05
Handball,ALG,1984,1.2086103356363636,1.0,0.05,0.05
Handball,ALG,1988,0.9485564453333334,1.0,0.109930425,0.05
Handball,ALG,1996,1.0,1.0,0.05,0.05
Judo,ALG,1980,1.0,1.783338209,0.21248436699999998,0.075462447
Judo,ALG,1988,1.0,1.783338209,0.212484367,0.075462447
Judo,ALG,1992,1.127484094,1.58750365675,0.17186327525,0.06909683525
Judo,ALG,1996,1.0,1.783338209,0.212484367,0.075462447
Judo,ALG,2000,1.3390327178571428,1.3916691045,0.140999171,0.0627312235
Judo,ALG,2004,1.191226141,1.5222254726666666,0.15832291133333334,0.06697496466666668
Judo,ALG,2008,7.411235897142857,1.685420932875,0.192173821125,0.109411658375
Judo,ALG,2012,1.382452282,1.3916691045,0.1312421835,0.0627312235
Judo,ALG,2016,1.0,1.783338209,0.212484367,0.075462447
Judo,ALG,2020,1.0,1.783338209,0.212484367,0.075462447
Judo,ALG,2024,1.0,1.783338209,0.21248436699999998,0.075462447
Karate,ALG,2020,1.0,1.0,0.5,0.05
Marathon Swimming,ALG,2020,1.0,1.0,0.5,0.05
Rowing,ALG,1996,1.382452282,1.0,0.1340042885,0.05
Rowing,ALG,2000,1.0,1.0,0.218008577,0.05
Rowing,ALG,2004,1.0,1.0,0.218008577,0.05
Rowing,ALG,2008,1.0,1.0,0.218008577,0.05000000000000001
Rowing,ALG,2012,1.382452282,1.0,0.1340042885,0.05
Rowing,ALG,2016,1.0,1.0,0.218008577,0.05
Rowing,ALG,2020,1.0,1.0,0.218008577,0.05
Rowing,ALG,2024,1.0,1.0,0.218008577,0.05
Sailing,ALG,2016,1.0,1.0,0.5,0.05000000000000001
Sailing,ALG,2020,1.0,1.0,0.5,0.05
Sailing,ALG,2024,1.0,1.0,0.5,0.05
Shooting,ALG,2012,1.0,1.0,0.218008577,0.05
Shooting,ALG,2016,1.0,1.0,0.218008577,0.05
Shooting,ALG,2020,1.382452282,1.0,0.1340042885,0.05
Shooting,ALG,2024,1.0,1.0,0.218008577,0.05
Swimming,ALG,1980,1.0,1.0,0.266496217,0.05
Swimming,ALG,1992,1.0,1.0,0.266496217,0.05
Swimming,ALG,1996,0.9575642553333333,1.0,0.2639945722,0.05
Swimming,ALG,2000,1.0,1.0,0.266496217,0.05
Swimming,ALG,2004,1.1434196057500001,1.0,0.20745179418181817,0.05
Swimming,ALG,2008,1.191226141,1.0,0.19433081133333333,0.05000000000000001
Swimming,ALG,2016,1.0,1.0,0.266496217,0.05
Swimming,ALG,2020,1.0,1.0,0.266496217,0.05
Swimming,ALG,2024,1.0,1.0,0.266496217,0.05
Table Tennis,ALG,2000,1.0,1.0,0.5,0.05
Table Tennis,ALG,2004,1.0,1.0,0.5,0.05
Table Tennis,ALG,2008,1.0,1.0,0.5,0.05
Table Tennis,ALG,2020,1.0,1.0,0.5,0.05
Table Tennis,ALG,2024,1.0,1.0,0.5,0.05
Taekwondo,ALG,2012,1.0,1.0,0.5,0.05
Tennis,ALG,1988,1.0,1.0,0.5,0.05
Tennis,ALG,2004,1.0,1.0,0.5,0.05
Volleyball,ALG,1992,1.0,1.0,0.05,0.05
Volleyball,ALG,2008,1.191226141,1.0,0.05,0.05
Volleyball,ALG,2012,1.0,1.0,0.05000000000000001,0.05000000000000001
Weightlifting,ALG,1980,1.127484094,1.0,0.17600643275,0.05
Weightlifting,ALG,1984,1.0,1.0,0.218008577,0.05
Weightlifting,ALG,1988,1.0,1.0,0.218008577,0.05
Weightlifting,ALG,1992,1.382452282,1.0,0.1340042885,0.05
Weightlifting,ALG,1996,1.0,1.0,0.218008577,0.05
Weightlifting,ALG,2000,1.0,1.0,0.218008577,0.05
Weightlifting,ALG,2004,1.191226141,1.0,0.162005718,0.05000000000000001
Weightlifting,ALG,2012,1.0,1.0,0.218008577,0.05
Weightlifting,ALG,2016,1.0,1.0,0.218008577,0.05
Weightlifting,ALG,2020,1.0,1.0,0.218008577,0.05
Weightlifting,ALG,2024,1.0,1.0,0.218008577,0.05
Wrestling,ALG,1980,1.0,1.0,0.218008577,0.05000000000000001
Wrestling,ALG,1992,1.191226141,1.0,0.162005718,0.05000000000000001
Wrestling,ALG,1996,1.0,1.0,0.218008577,0.05
Wrestling,ALG,2000,1.0,1.0,0.218008577,0.05
Wrestling,ALG,2004,1.0,1.0,0.218008577,0.05
Wrestling,ALG,2008,1.127484094,1.0,0.17600643275,0.05
Wrestling,ALG,2012,1.0,1.0,0.218008577,0.05
Wrestling,ALG,2016,1.0,1.0,0.218008577,0.05000000000000001
Wrestling,ALG,2020,1.1434196057500001,1.0,0.172188056,0.05
Wrestling,ALG,2024,1.0,1.0,0.21800857700000004,0.05
Athletics,AND,1988,1.0,1.014377453,0.335607005,0.05
Athletics,AND,1992,1.0,1.014377453,0.335607005,0.05
Athletics,AND,1996,0.632045033,1.0071887265,0.387843854,0.05
Athletics,AND,2000,1.382452282,1.0071887265,0.1928035025,0.05
Athletics,AND,2008,1.0,1.014377453,0.335607005,0.05
Athletics,AND,2012,1.0,1.014377453,0.335607005,0.05
Athletics,AND,2016,1.0,1.014377453,0.335607005,0.05
Athletics,AND,2020,1.0,1.014377453,0.335607005,0.05
Athletics,AND,2024,1.0,1.014377453,0.335607005,0.05
Boxing,AND,1976,1.0,1.0,0.5,0.05
Canoeing,AND,2008,1.0,1.0,0.5,0.05
Canoeing,AND,2020,1.0,1.0,0.5,0.05
Canoeing,AND,2024,1.0,1.0,0.5,0.05000000000000001
Cycling,AND,1988,1.382452282,1.0,0.1340042885,0.05
Cycling,AND,1992,1.0,1.0,0.218008577,0.05
Judo,AND,1992,1.0,1.0,0.218008577,0.05
Judo,AND,1996,1.0,1.0,0.218008577,0.05
Judo,AND,2004,1.0,1.0,0.218008577,0.05
Judo,AND,2008,1.382452282,1.0,0.1340042885,0.05
Judo,AND,2016,1.0,1.0,0.218008577,0.05
Sailing,AND,1992,1.382452282,1.0,0.1340042885,0.05
Sailing,AND,1996,1.0,1.0,0.218008577,0.05
Shooting,AND,1976,1.0392576665,1.0,0.29090973233333334,0.05000000000000001
Shooting,AND,1980,1.382452282,1.0,0.19653284299999998,0.05
Shooting,AND,1992,1.0,1.0,0.343065686,0.05
Shooting,AND,1996,1.0,1.0,0.343065686,0.05
Shooting,AND,2000,0.587734504,1.0,0.40201268749999997,0.05
Shooting,AND,2004,1.0,1.0,0.343065686,0.05
Shooting,AND,2016,1.0,1.0,0.343065686,0.05
Swimming,AND,1996,1.191226141,1.0,0.162005718,0.05000000000000001
Swimming,AND,2000,1.0,1.0,0.218008577,0.05
Swimming,AND,2004,1.0,1.0,0.218008577,0.05
Swimming,AND,2008,1.0,1.0,0.218008577,0.05
Swimming,AND,2012,1.0,1.0,0.218008577,0.05
Swimming,AND,2016,1.0,1.0,0.218008577,0.05
Athletics,ANG,1980,1.0,1.0,0.268453399,0.05000000000000001
Athletics,ANG,1988,1.0763217375,1.0,0.23066808109090908,0.05
Athletics,ANG,1992,1.0764904564,1.0,0.23204449916666667,0.05000000000000001
Athletics,ANG,1996,1.0,1.0,0.268453399,0.05
Athletics,ANG,2000,1.0392576665,1.0,0.24116820766666666,0.05000000000000001
Athletics,ANG,2012,1.0,1.0,0.268453399,0.05
Athletics,ANG,2016,1.0,1.0,0.268453399,0.05
Athletics,ANG,2020,1.0,1.0,0.268453399,0.05
Athletics,ANG,2024,1.0,1.0,0.268453399,0.05
Basketball,ANG,1992,1.0809381425833333,1.0,0.09887831225,0.05
Basketball,ANG,1996,1.0261717776666666,1.0,0.08414945625,0.05
Basketball,ANG,2000,1.1405699828333333,1.0,0.06517753611111111,0.05
Basketball,ANG,2004,1.254968188,1.0,0.05,0.05
Basketball,ANG,2008,1.0,1.0,0.05,0.05
Basketball,ANG,2012,1.0,1.0,0.05000000000000001,0.05000000000000001
Beach Volleyball,ANG,2008,1.0,1.0,0.5,0.05
Boxing,ANG,1980,1.0,1.0,0.5,0.05000000000000001
Boxing,ANG,1988,1.0,1.0,0.5,0.05000000000000001
Boxing,ANG,1992,1.0,1.0,0.5,0.05
Canoeing,ANG,2008,1.191226141,1.0,0.162005718,0.05000000000000001
Canoeing,ANG,2012,1.0,1.0,0.218008577,0.05000000000000001
Canoeing,ANG,2024,1.0,1.0,0.218008577,0.05000000000000001
Handball,ANG,1996,1.0527922653076922,1.0,0.0984020862,0.05
Handball,ANG,2000,1.0181739217142858,1.0,0.11219593990909091,0.05
Handball,ANG,2004,1.0031520331111112,1.0,0.11443802428571428,0.05
Handball,ANG,2008,1.0004500003333334,1.0,0.10699081666666667,0.05
Handball,ANG,2012,1.163908120857143,1.0,0.05,0.05
Handball,ANG,2016,1.0,1.0,0.05,0.05
Handball,ANG,2020,1.0,1.0,0.05,0.05
Handball,ANG,2024,1.0,1.0,0.05,0.05
Judo,ANG,1988,1.0546360402857142,1.0,0.29562937,0.05
Judo,ANG,1992,1.0,1.0,0.33071928,0.05000000000000001
Judo,ANG,2004,0.694707917,1.0,0.3628847925,0.05
Judo,ANG,2020,1.0,1.0,0.33071928,0.05
Judo,ANG,2024,1.0,1.0,0.33071928,0.05
Rowing,ANG,2016,1.0,1.0,0.5,0.05
Rowing,ANG,2024,1.0,1.0,0.5,0.05
Sailing,ANG,1992,1.0,1.0,0.5,0.05000000000000001
Sailing,ANG,2016,1.0,1.0,0.5,0.05000000000000001
Sailing,ANG,2020,1.0,1.0,0.5,0.05
Sailing,ANG,2024,1.0,1.0,0.5,0.05000000000000001
Shooting,ANG,1996,1.0,1.0,0.592123625,0.05
Shooting,ANG,2000,0.459498094,1.0,0.5846712955,0.05
Swimming,ANG,1980,1.0,1.0,0.24165955000000003,0.05
Swimming,ANG,1988,1.1137625895333334,1.0,0.20041807785714286,0.05
Swimming,ANG,1996,1.0,1.0,0.24165955,0.05
Swimming,ANG,2000,1.0,1.0,0.24165955,0.05
Swimming,ANG,2004,1.382452282,1.0,0.145829775,0.05
Swimming,ANG,2008,1.0,1.0,0.24165955,0.05
Swimming,ANG,2012,1.191226141,1.0,0.17777303333333336,0.05000000000000001
Swimming,ANG,2016,1.0,1.0,0.24165955,0.05
Swimming,ANG,2020,1.0,1.0,0.24165955,0.05
Swimming,ANG,2024,1.0,1.0,0.24165955,0.05
Athletics,ANT,1976,1.0,1.0,0.208229005,0.05
Athletics,ANT,1984,1.1297691327272728,1.0,0.173040695125,0.05
Athletics,ANT,1988,1.0,1.0,0.208229005,0.05
Athletics,ANT,1992,0.9787821276666667,1.0,0.22123228,0.05
Athletics,ANT,1996,1.0,1.0,0.208229005,0.05
Athletics,ANT,2000,1.0,1.0,0.208229005,0.05
Athletics,ANT,2004,0.936346383,1.0,0.23423555499999998,0.05
Athletics,ANT,2008,1.0,1.0,0.208229005,0.05
Athletics,ANT,2012,1.0,1.0,0.208229005,0.05
Athletics,ANT,2016,1.0,1.0,0.208229005,0.05000000000000001
Athletics,ANT,2020,1.382452282,1.0,0.1291145025,0.05
Boxing,ANT,1988,1.0,1.0,0.5,0.05
Boxing,ANT,2020,1.0,1.0,0.5,0.05
Canoeing,ANT,1996,1.0,1.0,0.5,0.05000000000000001
Cycling,ANT,1976,1.0,1.0,0.218008577,0.05000000000000001
Cycling,ANT,1984,1.0,1.0,0.218008577,0.05
Cycling,ANT,1988,1.254968188,1.0,0.15080514620000002,0.05
Cycling,ANT,1992,1.0,1.0,0.218008577,0.05
Cycling,ANT,1996,1.0,1.0,0.218008577,0.05
Sailing,ANT,1984,1.0,1.0,0.218008577,0.05
Sailing,ANT,1988,1.0,1.0,0.218008577,0.05
Sailing,ANT,1992,1.0,1.0,0.21800857700000004,0.05
Sailing,ANT,1996,1.382452282,1.0,0.1340042885,0.05
Sailing,ANT,2020,1.0,1.0,0.218008577,0.05
Sailing,ANT,2024,1.0,1.0,0.218008577,0.05
Swimming,ANT,2004,1.0,1.0,0.5,0.05
Swimming,ANT,2008,1.0,1.0,0.5,0.05
Swimming,ANT,2012,1.0,1.0,0.5,0.05
Swimming,ANT,2016,1.0,1.0,0.5,0.05
Swimming,ANT,2020,1.0,1.0,0.5,0.05
Swimming,ANT,2024,1.0,1.0,0.5,0.05
Archery,ARG,1988,1.0,1.0,0.5,0.05
Archery,ARG,2024,1.0,1.0,0.5,0.05
Athletics,ARG,1952,1.1615223112,1.0,0.27975674322580646,0.05
Athletics,ARG,1956,1.0,1.0,0.279424578,0.05
Athletics,ARG,1960,1.127484094,1.0,0.2220684335,0.05
Athletics,ARG,1964,1.0695367785454546,1.0,0.24412848907692306,0.05
Athletics,ARG,1968,1.1092720805714287,1.0,0.22844133844444445,0.05
Athletics,ARG,1972,1.0,1.0,0.279424578,0.05
Athletics,ARG,1976,1.0,1.0,0.279424578,0.05
Athletics,ARG,1984,1.0,1.0,0.279424578,0.05
Athletics,ARG,1988,1.0392576665,1.0,0.24848232699999998,0.05000000000000001
Athletics,ARG,1992,1.0,1.0,0.279424578,0.05000000000000001
Athletics,ARG,1996,1.1204885567142857,1.0,0.2292722226363636,0.05
Athletics,ARG,2000,1.031893131,1.0,0.2550800758181818,0.05
Athletics,ARG,2004,0.9485443582499999,1.0,0.2903169394,0.05
Athletics,ARG,2008,1.010151916875,1.0,0.25707598325,0.05000000000000001
Athletics,ARG,2012,1.1529809128,1.0,0.21387469857142857,0.05
Athletics,ARG,2016,1.0,1.0,0.279424578,0.05000000000000001
Athletics,ARG,2020,1.0764904564,1.0,0.24118714833333332,0.05000000000000001
Athletics,ARG,2024,1.0,1.0,0.279424578,0.05
Basketball,ARG,1952,1.0,1.0,0.106242316,0.083383062
Basketball,ARG,1996,0.8361797487499999,1.0003908932142858,0.48371081514285713,0.08542670078571428
Basketball,ARG,2004,18.908989412,1.0218593965333334,0.09338979446666666,0.1249739282
Basketball,ARG,2008,22.439325640000003,1.0,0.08749487733333333,0.17127408733333332
Basketball,ARG,2012,1.0956130705,1.0,0.0949938528,0.07670644959999999
Basketball,ARG,2016,1.0,1.0,0.106242316,0.083383062
Basketball,ARG,2020,1.0,1.0,0.106242316,0.083383062
Beach Volleyball,ARG,1996,1.0883148575,1.0,0.12559572025,0.05
Beach Volleyball,ARG,2000,1.0392576665,1.0,0.101698107,0.05000000000000001
Beach Volleyball,ARG,2012,1.191226141,1.0,0.05616549866666667,0.05000000000000001
Beach Volleyball,ARG,2016,1.0,1.0,0.059248248,0.05
Beach Volleyball,ARG,2020,1.0,1.0,0.059248248,0.05
Boxing,ARG,1952,1.8,1.0,0.21800857700000004,0.05
Boxing,ARG,1956,1.3,1.0,0.21800857700000004,0.05
Boxing,ARG,1960,1.3382452282,1.0,0.20273507000000002,0.05
Boxing,ARG,1964,1.0,1.0,0.218008577,0.05
Boxing,ARG,1968,1.4285714285714286,1.0,0.218008577,0.05
Boxing,ARG,1972,1.0,1.0,0.21800857700000004,0.05
Boxing,ARG,1976,1.0,1.0,0.218008577,0.05000000000000001
Boxing,ARG,1984,1.0,1.0,0.218008577,0.05000000000000001
Boxing,ARG,1988,1.0,1.0,0.218008577,0.05
Boxing,ARG,1992,1.0,1.0,0.218008577,0.05000000000000001
Boxing,ARG,1996,1.7529809128,1.0,0.17000612642857144,0.05
Boxing,ARG,2000,1.0,1.0,0.21800857700000004,0.05
Boxing,ARG,2004,1.0,1.0,0.218008577,0.05
Boxing,ARG,2008,1.0,1.0,0.218008577,0.05
Boxing,ARG,2012,1.382452282,1.0,0.1340042885,0.05
Boxing,ARG,2016,1.0,1.0,0.218008577,0.05
Boxing,ARG,2020,1.0,1.0,0.21800857700000004,0.05
Canoeing,ARG,1984,1.191226141,1.0,0.16954038866666668,0.05000000000000001
Canoeing,ARG,1988,1.084989396,1.0,0.1967086588181818,0.05
Canoeing,ARG,1992,1.0,1.0,0.229310583,0.05
Canoeing,ARG,1996,1.0768279358333332,1.0,0.201557665375,0.05
Canoeing,ARG,2000,1.191226141,1.0,0.16954038866666668,0.05000000000000001
Canoeing,ARG,2004,1.0,1.0,0.229310583,0.05
Canoeing,ARG,2008,1.0,1.0,0.22931058300000004,0.05000000000000001
Canoeing,ARG,2012,1.127484094,1.0,0.18448293725,0.05
Canoeing,ARG,2016,1.0,1.0,0.229310583,0.05
Canoeing,ARG,2020,1.1529809128,1.0,0.17807898785714288,0.05
Cycling,ARG,1952,1.0,1.000987759,0.52154152,0.05000000000000001
Cycling,ARG,1960,1.0512186238888888,1.0008081664545456,0.44822468227272727,0.05
Cycling,ARG,1964,1.0702849914166668,1.0007902072000001,0.43633973766666667,0.05
Cycling,ARG,1968,1.0318710235,1.0009117775384615,0.4852690953846154,0.05
Cycling,ARG,1972,1.0,1.000987759,0.52154152,0.05
Cycling,ARG,1976,0.909128270625,1.0230909842222222,0.5634944515555556,0.05
Cycling,ARG,1984,0.9910467841666667,1.00074081925,0.46004586025,0.05
Cycling,ARG,1988,1.0,1.000987759,0.52154152,0.05
