NOC,Sport,Event,Division,1992,1996,2000,2004,2008,2012,2016,2020,2024,Predicted
ALB,Judo,Men -66 kg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,Shooting,10m Air Pistol Women,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31261514885931535
ALB,Shooting,25m Pistol Women,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31261514885931535
ALB,Shooting,"Shooting Men's Air Pistol, 10 metres",1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10722699605874514
ALB,Shooting,"Shooting Men's Free Pistol, 50 metres",1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10722699605874514
ALB,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,Shooting,"Shooting Women's Air Pistol, 10 metres",1,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.126549300748531
ALB,Shooting,"Shooting Women's Sporting Pistol, 25 metres",1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.10080409899482634
ALB,Swimming,Men's 100m Freestyle,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31261514885931535
ALB,Swimming,Swimming Men's 100 metres Breaststroke,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,Swimming,Swimming Men's 100 metres Freestyle,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10722699605874514
ALB,Swimming,Swimming Men's 50 metres Freestyle,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12760012530990672
ALB,Swimming,Swimming Women's 100 metres Butterfly,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10722699605874514
ALB,Swimming,Swimming Women's 100 metres Freestyle,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.81,0.6033472372984787
ALB,Swimming,Swimming Women's 50 metres Freestyle,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05254122806878513
ALB,Swimming,Women's 200m Freestyle,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31261514885931535
ALB,Swimming,Women's 50m Freestyle,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,Weightlifting,Men's 73kg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,Weightlifting,Men's 81kg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,Weightlifting,Weightlifting Men's Featherweight,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05254122806878513
ALB,Weightlifting,Weightlifting Men's Heavyweight II,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,Weightlifting,Weightlifting Men's Lightweight,1,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.28951288935861197
ALB,Weightlifting,Weightlifting Men's Middle-Heavyweight,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10722699605874514
ALB,Weightlifting,Weightlifting Men's Middleweight,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.15334532706361143
ALB,Weightlifting,Weightlifting Women's Featherweight,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.81,0.6033472372984787
ALB,Weightlifting,Weightlifting Women's Lightweight,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0750588972411216
ALB,Wrestling,Men's Freestyle 57kg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31261514885931535
ALB,Wrestling,Men's Freestyle 65kg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31261514885931535
ALB,Wrestling,Men's Freestyle 74kg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31261514885931535
ALB,Wrestling,"Wrestling Men's Heavyweight, Freestyle",1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025745201753704712
ALB,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0750588972411216
ALB,Wrestling,"Wrestling Men's Lightweight, Freestyle",1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05254122806878513
ALG,Athletics,"Athletics Men's 1,500 metres",1,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.9,0.81,0.9374772797171343
ALG,Athletics,"Athletics Men's 10,000 metres",1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03677885964814958
ALG,Athletics,Athletics Men's 20 kilometres Walk,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1118377568892712
ALG,Athletics,Athletics Men's 200 metres,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05254122806878513
ALG,Athletics,"Athletics Men's 3,000 metres Steeplechase",1,0.0,0.0,2.0,1.0,1.0,1.0,3.0,2.7,2.43,2.1184265525603867
ALG,Athletics,Athletics Men's 4 x 400 metres Relay,4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14711543859259832
ALG,Athletics,Athletics Men's 400 metres,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11506528947063938
ALG,Athletics,Athletics Men's 400 metres Hurdles,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.8,1.62,1.2066944745969574
ALG,Athletics,"Athletics Men's 5,000 metres",1,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.2748335135981697
ALG,Athletics,Athletics Men's 800 metres,1,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.8,1.62,1.5040456573674634
ALG,Athletics,Athletics Men's Decathlon,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.81,0.6033472372984787
ALG,Athletics,Athletics Men's High Jump,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03677885964814958
ALG,Athletics,Athletics Men's Long Jump,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Athletics,Athletics Men's Marathon,1,0.0,0.0,1.0,3.0,0.0,1.0,2.0,1.8,1.62,1.5083240145102075
ALG,Athletics,Athletics Men's Triple Jump,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10722699605874514
ALG,Athletics,"Athletics Women's 1,500 metres",1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08932008771693467
ALG,Athletics,"Athletics Women's 10,000 metres",1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08932008771693467
ALG,Athletics,Athletics Women's 20 kilometres Walk,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Athletics,"Athletics Women's 3,000 metres Steeplechase",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.81,0.6033472372984787
ALG,Athletics,"Athletics Women's 5,000 metres",1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05254122806878513
ALG,Athletics,Athletics Women's 800 metres,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025745201753704712
ALG,Athletics,Athletics Women's Heptathlon,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03677885964814958
ALG,Athletics,Athletics Women's Marathon,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9,0.81,0.7309473626083853
ALG,Athletics,Athletics Women's Triple Jump,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03677885964814958
ALG,Athletics,Men's 110m Hurdles,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31261514885931535
ALG,Athletics,Men's 3000m Steeplechase,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31261514885931535
ALG,Athletics,Men's 400m Hurdles,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Athletics,Men's 800m,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.937845446577946
ALG,Athletics,Men's Discus Throw,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31261514885931535
ALG,Athletics,Men's Triple Jump,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31261514885931535
ALG,Athletics,Women's 400m Hurdles,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Athletics,Women's Hammer Throw,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31261514885931535
ALG,Badminton,Badminton Men's Singles,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0750588972411216
ALG,Badminton,Mixed Doubles,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Bantamweight,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.81,0.9006984200689847
ALG,Boxing,Boxing Men's Featherweight,1,0.0,1.0,0.0,1.0,1.0,0.9,0.81,0.7290000000000001,0.6561000000000001,0.7385608857282498
ALG,Boxing,Boxing Men's Flyweight,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9,0.81,0.8256395228278631
ALG,Boxing,Boxing Men's Heavyweight,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2190647529480164
ALG,Boxing,Boxing Men's Light-Flyweight,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14400585570689473
ALG,Boxing,Boxing Men's Light-Heavyweight,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12760012530990672
ALG,Boxing,Boxing Men's Light-Middleweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Boxing,Boxing Men's Light-Welterweight,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.9,0.81,0.6816336671209684
ALG,Boxing,Boxing Men's Lightweight,1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9,0.81,0.8113783323520499
ALG,Boxing,Boxing Men's Middleweight,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9,0.81,0.8256395228278631
ALG,Boxing,Boxing Men's Super-Heavyweight,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0750588972411216
ALG,Boxing,Boxing Men's Welterweight,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9,0.81,0.7631154614260088
ALG,Boxing,Men's +92kg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Boxing,Men's 63.5kg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Boxing,Men's Fly (48-52kg),1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Boxing,Men's Heavy (81-91kg),1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Boxing,Men's Light Heavy (75-81kg),1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Boxing,Men's Middle (69-75kg),1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Boxing,Men's Super Heavy (+91kg),1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Boxing,Women's 50kg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Boxing,Women's 60kg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Boxing,Women's 66kg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Boxing,Women's Fly (48-51kg),1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Boxing,Women's Light (57-60kg),1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Boxing,Women's Middle (69-75kg),1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Canoeing,Women's Kayak Cross,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Canoeing,Women's Kayak Single,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Canoeing,Women's Kayak Single 200m,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Canoeing,Women's Kayak Single 500m,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Cycling,"Cycling Men's Road Race, Individual",1,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.8,1.62,1.3889803678968238
ALG,Cycling Road,Men's Individual Time Trial,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Cycling Road,Men's Road Race,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31261514885931535
ALG,Cycling Road,Women's Road Race,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31261514885931535
ALG,Fencing,"Fencing Men's Foil, Individual",1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9,0.81,0.6558884653672638
ALG,Fencing,"Fencing Men's Sabre, Individual",1,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.13082765789127493
ALG,Fencing,"Fencing Men's Sabre, Team",3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.15762368420635534
ALG,Fencing,"Fencing Men's epee, Individual",1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05254122806878513
ALG,Fencing,"Fencing Women's Foil, Individual",1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1375829586429759
ALG,Fencing,"Fencing Women's Sabre, Individual",1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10722699605874514
ALG,Fencing,"Fencing Women's epee, Individual",1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1118377568892712
ALG,Fencing,Men's Foil Individual,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Fencing,Men's Sabre Individual,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Fencing,Women's Foil Individual,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Fencing,Women's Sabre Individual,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.937845446577946
ALG,Fencing,Women's Sabre Team,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.2504605954372614
ALG,Football,Football Men's Football,18,0.0,0.0,0.0,0.0,0.0,0.0,18.0,16.2,14.58,10.860250271372614
ALG,Gymnastics,Gymnastics Men's Floor Exercise,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.81,0.6033472372984787
ALG,Gymnastics,Gymnastics Men's Horizontal Bar,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.81,0.6033472372984787
ALG,Gymnastics,Gymnastics Men's Individual,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG,Gymnastics,Gymnastics Men's Individual All-Around,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.81,0.6033472372984787
ALG,Gymnastics,Gymnastics Men's Parallel Bars,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.81,0.6033472372984787
ALG,Gymnastics,Gymnastics Men's Pommelled Horse,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.81,0.6033472372984787
