First Year,Sport,NOC,p_max,a_max,alpha,beta
498.0,Archery,CYP,2.5,4.000006449885999,0.8799570637074328,0.3037641415893777
499.0,Archery,CYP,2.25,4.000006449885999,0.8799570637074328,0.3037641415893777
500.0,Archery,CYP,2.025,4.000006449885999,0.8799570637074328,0.3037641415893777
498.0,Archery,DEN,2.5,6.000004299924,0.6840668175430672,0.248034762768567
499.0,Archery,DEN,2.25,6.000004299924,0.6840668175430672,0.248034762768567
500.0,Archery,DEN,2.025,6.000004299924,0.6840668175430672,0.248034762768567
498.0,Archery,ESP,6.206249053376695,9.301186823677403,0.05,0.05
499.0,Archery,ESP,5.585624148039026,9.301186823677403,0.05,0.05
500.0,Archery,ESP,5.027061733235123,9.301186823677403,0.05,0.05
498.0,Archery,EST,1.4437433736368646,9.301186823677403,0.05,0.05
499.0,Archery,EST,1.2993690362731782,9.301186823677403,0.05,0.05
500.0,Archery,EST,1.1694321326458605,9.301186823677403,0.05,0.05
498.0,Archery,EUN,4.3,4.000006449885999,0.7040594216389184,0.2971780126595372
499.0,Archery,EUN,3.87,4.000006449885999,0.7040594216389184,0.2971780126595372
500.0,Archery,EUN,3.483,4.000006449885999,0.7040594216389184,0.2971780126595372
498.0,Archery,FIN,2.483203694981962,14.65627916950718,0.05,0.2489352372648674
499.0,Archery,FIN,2.5,14.65627916950718,0.05,0.2489352372648674
500.0,Archery,FIN,2.25,14.65627916950718,0.05,0.2489352372648674
498.0,Archery,FRA,2.1989572289394776,12.876096129261724,0.05,0.2248910636201913
499.0,Archery,FRA,2.5,12.876096129261724,0.05,0.2248910636201913
500.0,Archery,FRA,2.25,12.876096129261724,0.05,0.2248910636201913
498.0,Archery,GBR,3.323957228939477,9.301186823677403,0.05,0.05
499.0,Archery,GBR,2.5,9.301186823677403,0.05,0.05
500.0,Archery,GBR,2.25,9.301186823677403,0.05,0.05
498.0,Archery,GEO,1.4437433736368646,9.301186823677403,0.05,0.05
499.0,Archery,GEO,1.2993690362731782,9.301186823677403,0.05,0.05
500.0,Archery,GEO,1.1694321326458605,9.301186823677403,0.05,0.05
498.0,Archery,GER,2.335770598066335,6.650593411838702,0.525,0.05
499.0,Archery,GER,5.0,6.650593411838702,0.525,0.05
500.0,Archery,GER,4.5,6.650593411838702,0.525,0.05
498.0,Archery,GUM,2.5,5.66659182149017,0.4961776161561483,0.087561921251437
499.0,Archery,GUM,2.25,5.66659182149017,0.4961776161561483,0.087561921251437
500.0,Archery,GUM,2.025,5.66659182149017,0.4961776161561483,0.087561921251437
498.0,Archery,HKG,2.5,4.000006449885999,0.3080203496455815,0.3740364769591242
499.0,Archery,HKG,2.25,4.000006449885999,0.3080203496455815,0.3740364769591242
500.0,Archery,HKG,2.025,4.000006449885999,0.3080203496455815,0.3740364769591242
498.0,Archery,HUN,2.147914457878955,9.301186823677403,0.05,0.05
499.0,Archery,HUN,1.9331230120910594,9.301186823677403,0.05,0.05
500.0,Archery,HUN,1.7398107108819536,9.301186823677403,0.05,0.05
498.0,Archery,INA,2.1982123924676755,9.301186823677403,0.05,0.05
499.0,Archery,INA,2.5,9.301186823677403,0.05,0.05
500.0,Archery,INA,2.25,9.301186823677403,0.05,0.05
498.0,Archery,IND,1.7958289157579097,9.301186823677403,0.05,0.05
499.0,Archery,IND,2.5,9.301186823677403,0.05,0.05
500.0,Archery,IND,2.25,9.301186823677403,0.05,0.05
498.0,Archery,IRL,2.5,4.000006449885999,0.0702511672974862,0.2312379031165773
499.0,Archery,IRL,2.5,4.000006449885999,0.3321780597304817,0.3162810622279985
500.0,Archery,IRL,2.25,4.000006449885999,0.3321780597304817,0.3162810622279985
498.0,Archery,ITA,2.17628201420426,7.030786704147827,0.525,0.05
499.0,Archery,ITA,3.1,7.030786704147827,0.525,0.05
500.0,Archery,ITA,2.79,7.030786704147827,0.525,0.05
498.0,Archery,JPN,2.4119786144697386,9.301186823677403,0.05,0.05
499.0,Archery,JPN,2.5,9.301186823677403,0.05,0.05
500.0,Archery,JPN,2.25,9.301186823677403,0.05,0.05
498.0,Archery,KAZ,1.4437433736368646,9.301186823677403,0.05,0.05
499.0,Archery,KAZ,2.5,9.301186823677403,0.05,0.05
500.0,Archery,KAZ,2.25,9.301186823677403,0.05,0.05
499.0,Archery,KEN,2.5,4.000006449885999,0.471563385784297,0.2475183582008985
500.0,Archery,KEN,2.25,4.000006449885999,0.471563385784297,0.2475183582008985
498.0,Archery,KOR,6.333333333333333,4.169787454125498,0.4480957607703051,0.2819549648246032
499.0,Archery,KOR,7.0,6.005962926310481,0.4658005835212748,0.2476189569126891
500.0,Archery,KOR,6.3,6.005962926310481,0.4658005835212748,0.2476189569126891
498.0,Archery,LUX,2.5,4.000006449885999,0.6128175255980216,0.1673198350743462
499.0,Archery,LUX,2.25,4.000006449885999,0.6128175255980216,0.1673198350743462
500.0,Archery,LUX,2.025,4.000006449885999,0.6128175255980216,0.1673198350743462
498.0,Archery,MDA,1.0,20.01735882602048,0.05,0.3475891297628983
499.0,Archery,MDA,2.5,20.01735882602048,0.05,0.3475891297628983
500.0,Archery,MDA,2.25,20.01735882602048,0.05,0.3475891297628983
498.0,Archery,MEX,2.349106196233837,9.301186823677403,0.05,0.05
499.0,Archery,MEX,2.5,9.301186823677403,0.05,0.05
500.0,Archery,MEX,2.25,9.301186823677403,0.05,0.05
498.0,Archery,MGL,1.4437433736368646,9.301186823677403,0.05,0.05
499.0,Archery,MGL,1.2993690362731782,9.301186823677403,0.05,0.05
500.0,Archery,MGL,1.1694321326458605,9.301186823677403,0.05,0.05
498.0,Archery,NED,2.3374989805595177,9.301186823677403,0.05,0.05
499.0,Archery,NED,2.103749082503566,9.301186823677403,0.05,0.05
500.0,Archery,NED,1.8933741742532093,9.301186823677403,0.05,0.05
498.0,Archery,NOR,1.4437433736368646,9.301186823677403,0.05,0.05
499.0,Archery,NOR,2.5,9.301186823677403,0.05,0.05
500.0,Archery,NOR,2.25,9.301186823677403,0.05,0.05
498.0,Archery,NZL,2.5,4.000006449885999,0.4061040255880997,0.4499445828186788
499.0,Archery,NZL,2.5,4.000006449885999,0.3034254318563342,0.376532897608317
500.0,Archery,NZL,2.25,4.000006449885999,0.3034254318563342,0.376532897608317
498.0,Archery,POL,2.311164508285818,7.030786704147826,0.525,0.05
499.0,Archery,POL,3.7,7.030786704147827,0.525,0.05
500.0,Archery,POL,3.33,7.030786704147827,0.525,0.05
498.0,Archery,POR,2.5,4.000006449885999,0.0589494335347455,0.2769437456467653
499.0,Archery,POR,2.5,4.000006449885999,0.8886328990264628,0.4365957571848858
500.0,Archery,POR,2.25,4.000006449885999,0.8886328990264628,0.4365957571848858
498.0,Archery,PRK,2.5,4.031468613052262,0.650251342526119,0.2187037154374485
499.0,Archery,PRK,2.25,4.031468613052262,0.650251342526119,0.2187037154374485
500.0,Archery,PRK,2.025,4.031468613052262,0.650251342526119,0.2187037154374485
499.0,Archery,PUR,2.5,4.000006449885999,0.2852778846058567,0.2022935940253314
500.0,Archery,PUR,2.25,4.000006449885999,0.2852778846058567,0.2022935940253314
498.0,Archery,RSA,2.5,4.000006449885999,0.3658795645922125,0.274635828535581
499.0,Archery,RSA,2.5,4.000006449885999,0.3322628284544128,0.3176786721786
500.0,Archery,RSA,2.25,4.000006449885999,0.3322628284544128,0.3176786721786
499.0,Archery,RUS,2.5,4.795821100371205,0.5039321097008752,0.2068025079429701
500.0,Archery,RUS,2.25,4.795821100371205,0.5039321097008752,0.2068025079429701
498.0,Archery,SLO,1.4437433736368646,9.301186823677403,0.05,0.05
499.0,Archery,SLO,2.5,9.301186823677403,0.05,0.05
500.0,Archery,SLO,2.25,9.301186823677403,0.05,0.05
498.0,Archery,SMR,1.4437433736368646,9.301186823677403,0.05,0.05
499.0,Archery,SMR,1.2993690362731782,9.301186823677403,0.05,0.05
500.0,Archery,SMR,1.1694321326458605,9.301186823677403,0.05,0.05
498.0,Archery,SWE,1.7958289157579097,9.301186823677403,0.05,0.05
499.0,Archery,SWE,3.125,9.301186823677403,0.05,0.05
500.0,Archery,SWE,2.8125,9.301186823677403,0.05,0.05
498.0,Archery,TCH,2.5,4.000006449885999,0.2114351428094559,0.3355585132726366
499.0,Archery,TCH,2.25,4.000006449885999,0.2114351428094559,0.3355585132726366
500.0,Archery,TCH,2.025,4.000006449885999,0.2114351428094559,0.3355585132726366
498.0,Archery,TPE,2.147914457878955,9.301186823677403,0.05,0.05
499.0,Archery,TPE,2.5,9.301186823677403,0.05,0.05
500.0,Archery,TPE,2.25,9.301186823677403,0.05,0.05
498.0,Archery,TUR,2.147914457878955,9.301186823677403,0.05,0.05
499.0,Archery,TUR,2.5,9.301186823677403,0.05,0.05
500.0,Archery,TUR,2.25,9.301186823677403,0.05,0.05
498.0,Archery,UKR,1.4437433736368646,9.301186823677403,0.05,0.05
499.0,Archery,UKR,2.8,9.301186823677403,0.05,0.05
500.0,Archery,UKR,2.52,9.301186823677403,0.05,0.05
498.0,Archery,USA,2.443450499350105,7.056720925982153,0.525,0.05
499.0,Archery,USA,5.2,7.0567209259821535,0.525,0.05
500.0,Archery,USA,4.680000000000001,7.0567209259821535,0.525,0.05
499.0,Athletics,AFG,2.5,9.775777013965984,0.5100122605250358,0.1832143241857162
500.0,Athletics,AFG,2.25,9.775777013965984,0.5100122605250358,0.1832143241857162
498.0,Athletics,AHO,2.5,15.999993550114002,0.750585122696473,0.1009920509595104
499.0,Athletics,AHO,2.5,4.000006449885999,0.7014400433869196,0.3909062649414952
500.0,Athletics,AHO,2.25,4.000006449885999,0.7014400433869196,0.3909062649414952
498.0,Athletics,ALB,2.5,4.000006449885999,0.3592384270198182,0.3657533851899509
499.0,Athletics,ALB,2.5,4.000006449885999,0.5538342714412399,0.1395426680523097
500.0,Athletics,ALB,2.25,4.000006449885999,0.5538342714412399,0.1395426680523097
498.0,Athletics,ALG,2.2579339991334737,11.379785530798223,0.3666666666666667,0.2248910636201914
499.0,Athletics,ALG,2.5,11.379785530798223,0.3666666666666667,0.2248910636201913
500.0,Athletics,ALG,2.25,11.379785530798223,0.3666666666666667,0.2248910636201913
498.0,Athletics,AND,2.5,4.000006449885999,0.4127151414324855,0.1843758860296958
499.0,Athletics,AND,2.5,5.943633744799418,0.915790345155558,0.1540791745453591
500.0,Athletics,AND,2.25,5.943633744799418,0.915790345155558,0.1540791745453591
498.0,Athletics,ANG,2.349106196233837,9.301186823677403,0.05,0.05
499.0,Athletics,ANG,2.5,9.301186823677403,0.05,0.05
500.0,Athletics,ANG,2.25,9.301186823677403,0.05,0.05
498.0,Athletics,ANT,2.1982123924676755,9.301186823677403,0.05,0.05
499.0,Athletics,ANT,2.5,9.301186823677403,0.05,0.05
500.0,Athletics,ANT,2.25,9.301186823677403,0.05,0.05
498.0,Athletics,ARG,2.2359358434092163,9.301186823677403,0.05,0.05
499.0,Athletics,ARG,2.5,9.301186823677403,0.05,0.05
500.0,Athletics,ARG,2.25,9.301186823677403,0.05,0.05
499.0,Athletics,ARM,2.5,4.000006449885999,0.4745133714826781,0.3259213991932815
500.0,Athletics,ARM,2.25,4.000006449885999,0.4745133714826781,0.3259213991932815
498.0,Athletics,ARU,2.5,4.519341207291593,0.6811243102174303,0.2953766984334143
499.0,Athletics,ARU,2.5,15.999993550114002,0.5172919908779942,0.0578151839515191
500.0,Athletics,ARU,2.25,15.999993550114002,0.5172919908779942,0.0578151839515191
499.0,Athletics,ASA,2.5,4.000006449885999,0.5541356303696061,0.4558866980685871
500.0,Athletics,ASA,2.25,4.000006449885999,0.5541356303696061,0.4558866980685871
498.0,Athletics,AUS,2.007789481211221,9.871185263536947,0.15,0.0813251715539892
499.0,Athletics,AUS,2.5,9.87118526353695,0.15,0.0813251715539892
500.0,Athletics,AUS,2.25,9.87118526353695,0.15,0.0813251715539892
498.0,Athletics,AUT,2.16977162954002,10.331841436626371,0.2083333333333333,0.1374455318100957
499.0,Athletics,AUT,2.5,10.331841436626371,0.2083333333333333,0.1374455318100957
500.0,Athletics,AUT,2.25,10.331841436626371,0.2083333333333333,0.1374455318100957
499.0,Athletics,AZE,2.5,4.000006449885999,0.6800763156596261,0.4547039502362298
500.0,Athletics,AZE,2.25,4.000006449885999,0.6800763156596261,0.4547039502362298
498.0,Athletics,BAH,1.981247791212288,11.980229824263173,0.05,0.1243972824407245
499.0,Athletics,BAH,3.5,11.980229824263173,0.05,0.1243972824407245
500.0,Athletics,BAH,3.15,11.980229824263173,0.05,0.1243972824407245
498.0,Athletics,BAN,2.5,4.243154505841613,0.4173952140678588,0.3129066533227433
499.0,Athletics,BAN,2.5,4.377398526118991,0.4517581275076962,0.1722577781810684
500.0,Athletics,BAN,2.25,4.377398526118991,0.4517581275076962,0.1722577781810684
498.0,Athletics,BAR,2.5,4.019124620603494,0.5692861346075702,0.324346477693352
499.0,Athletics,BAR,2.5,4.000006449885999,0.4311851341509877,0.2970289148110872
500.0,Athletics,BAR,2.25,4.000006449885999,0.4311851341509877,0.2970289148110872
499.0,Athletics,BDI,3.7857142857142856,4.284800576892319,0.4518779530644527,0.3166609907899889
500.0,Athletics,BDI,3.407142857142857,4.284800576892319,0.4518779530644527,0.3166609907899889
498.0,Athletics,BEL,2.2359358434092163,9.301186823677403,0.05,0.05
499.0,Athletics,BEL,2.5,9.301186823677403,0.05,0.05
500.0,Athletics,BEL,2.25,9.301186823677403,0.05,0.05
498.0,Athletics,BEN,2.5,4.000006449885999,0.3927379722870213,0.3279621090535061
499.0,Athletics,BEN,2.5,4.000006449885999,0.5296769061176775,0.2682216681999873
500.0,Athletics,BEN,2.25,4.000006449885999,0.5296769061176775,0.2682216681999873
498.0,Athletics,BER,2.077497349454746,9.301186823677403,0.05,0.05
499.0,Athletics,BER,2.5,9.301186823677403,0.05,0.05
500.0,Athletics,BER,2.25,9.301186823677403,0.05,0.05
498.0,Athletics,BIH,2.147914457878955,9.301186823677403,0.05,0.05
499.0,Athletics,BIH,2.5,9.301186823677403,0.05,0.05
500.0,Athletics,BIH,2.25,9.301186823677403,0.05,0.05
498.0,Athletics,BIZ,2.5,4.479925551970967,0.5899510925492245,0.2417218597571035
499.0,Athletics,BIZ,2.5,4.000006449885999,0.5623986127288602,0.3600453710423049
500.0,Athletics,BIZ,2.25,4.000006449885999,0.5623986127288602,0.3600453710423049
498.0,Athletics,BLR,1.3186360415431948,12.361239592722992,0.05,0.1636772784370671
499.0,Athletics,BLR,3.0161290322580645,12.36123959272299,0.05,0.1636772784370671
500.0,Athletics,BLR,2.714516129032258,12.36123959272299,0.05,0.1636772784370671
498.0,Athletics,BOL,2.5,4.134811357226105,0.4349143268112846,0.2088472831086605
499.0,Athletics,BOL,2.5,4.951962466005307,0.2836489119275537,0.2704769991244607
500.0,Athletics,BOL,2.25,4.951962466005307,0.2836489119275537,0.2704769991244607
498.0,Athletics,BOT,2.288748674727373,9.301186823677403,0.05,0.05
499.0,Athletics,BOT,2.5,9.301186823677403,0.05,0.05
500.0,Athletics,BOT,2.25,9.301186823677403,0.05,0.05
498.0,Athletics,BRA,2.09112646721427,9.301186823677403,0.05,0.05
499.0,Athletics,BRA,2.8157894736842106,9.301186823677403,0.05,0.05
500.0,Athletics,BRA,2.5342105263157895,9.301186823677403,0.05,0.05
498.0,Athletics,BRN,2.5,4.884896395486912,0.4578322649095306,0.1942952993547966
499.0,Athletics,BRN,2.5,4.000006449885999,0.8932566516243737,0.4462805944068875
500.0,Athletics,BRN,2.25,4.000006449885999,0.8932566516243737,0.4462805944068875
498.0,Athletics,BUL,2.7723977985147013,7.804876225213904,0.3666666666666667,0.05
499.0,Athletics,BUL,2.5,7.804876225213903,0.3666666666666667,0.05
500.0,Athletics,BUL,2.25,7.804876225213903,0.3666666666666667,0.05
498.0,Athletics,BUR,2.147914457878955,9.301186823677403,0.05,0.05
499.0,Athletics,BUR,2.5,9.301186823677403,0.05,0.05
500.0,Athletics,BUR,2.25,9.301186823677403,0.05,0.05
498.0,Athletics,CAF,2.307953340661248,9.301186823677403,0.05,0.05
499.0,Athletics,CAF,2.5,9.301186823677403,0.05,0.05
500.0,Athletics,CAF,2.25,9.301186823677403,0.05,0.05
499.0,Athletics,CAM,2.5,4.000006449885999,0.5050830916071358,0.2108923431471255
500.0,Athletics,CAM,2.25,4.000006449885999,0.5050830916071358,0.2108923431471255
498.0,Athletics,CAN,2.437781678107479,8.659910852907332,0.1857142857142857,0.05
499.0,Athletics,CAN,3.590909090909091,8.659910852907332,0.1857142857142857,0.05
500.0,Athletics,CAN,3.231818181818182,8.659910852907332,0.1857142857142857,0.05
498.0,Athletics,CAY,2.5,4.000006449885999,0.4365088312120627,0.1661232122858227
499.0,Athletics,CAY,2.5,15.999993550114002,0.9293439188367504,0.1105384019610283
500.0,Athletics,CAY,2.25,15.999993550114002,0.9293439188367504,0.1105384019610283
498.0,Athletics,CGO,2.5,4.000006449885999,0.5298678472298155,0.2947459118500071
499.0,Athletics,CGO,2.5,5.526775633011784,0.7230312817815366,0.2779891251406338
500.0,Athletics,CGO,2.25,5.526775633011784,0.7230312817815366,0.2779891251406338
498.0,Athletics,CHA,2.288748674727373,9.301186823677403,0.05,0.05
499.0,Athletics,CHA,2.5,9.301186823677403,0.05,0.05
500.0,Athletics,CHA,2.25,9.301186823677403,0.05,0.05
498.0,Athletics,CHI,2.147914457878955,9.301186823677403,0.05,0.05
499.0,Athletics,CHI,2.5,9.301186823677403,0.05,0.05
500.0,Athletics,CHI,2.25,9.301186823677403,0.05,0.05
498.0,Athletics,CHN,2.887334654425903,9.301186823677403,0.05,0.05
499.0,Athletics,CHN,3.2096774193548385,9.301186823677403,0.05,0.05
500.0,Athletics,CHN,2.888709677419355,9.301186823677403,0.05,0.05
498.0,Athletics,CIV,2.349106196233837,9.301186823677403,0.05,0.05
499.0,Athletics,CIV,2.5,9.301186823677403,0.05,0.05
500.0,Athletics,CIV,2.25,9.301186823677403,0.05,0.05
498.0,Athletics,CMR,2.211930010991872,9.301186823677403,0.05,0.05
499.0,Athletics,CMR,2.5,9.301186823677403,0.05,0.05
500.0,Athletics,CMR,2.25,9.301186823677403,0.05,0.05
498.0,Athletics,COD,2.3826381526263183,9.301186823677403,0.05,0.05
499.0,Athletics,COD,2.5,9.301186823677403,0.05,0.05
500.0,Athletics,COD,2.25,9.301186823677403,0.05,0.05
498.0,Athletics,COK,1.4437433736368646,9.301186823677403,0.05,0.05
499.0,Athletics,COK,1.2993690362731782,9.301186823677403,0.05,0.05
500.0,Athletics,COK,1.1694321326458605,9.301186823677403,0.05,0.05
498.0,Athletics,COL,1.7218716868184325,11.980229824263173,0.05,0.1243972824407245
499.0,Athletics,COL,2.5,11.980229824263173,0.05,0.1243972824407245
500.0,Athletics,COL,2.25,11.980229824263173,0.05,0.1243972824407245
499.0,Athletics,COM,2.5,4.000006449885999,0.540155093534882,0.4085738636959735
500.0,Athletics,COM,2.25,4.000006449885999,0.540155093534882,0.4085738636959735
499.0,Athletics,CPV,2.5,7.065379789771535,0.5886280154949876,0.3449505862387907
500.0,Athletics,CPV,2.25,7.065379789771535,0.5886280154949876,0.3449505862387907
498.0,Athletics,CRC,2.403976670330624,9.301186823677403,0.05,0.05
499.0,Athletics,CRC,2.5,9.301186823677403,0.05,0.05
500.0,Athletics,CRC,2.25,9.301186823677403,0.05,0.05
498.0,Athletics,CRO,1.7958289157579097,9.301186823677403,0.05,0.05
499.0,Athletics,CRO,2.5,9.301186823677403,0.05,0.05
500.0,Athletics,CRO,2.25,9.301186823677403,0.05,0.05
498.0,Athletics,CUB,2.668590491851045,10.682413304647769,0.1431636847399978,0.1813124328981338
499.0,Athletics,CUB,2.5,10.682413304647769,0.1431636847399978,0.1813124328981338
500.0,Athletics,CUB,2.25,10.682413304647769,0.1431636847399978,0.1813124328981338
498.0,Athletics,CYP,2.3239572289394776,9.301186823677403,0.05,0.05
499.0,Athletics,CYP,2.5,9.301186823677403,0.05,0.05
500.0,Athletics,CYP,2.25,9.301186823677403,0.05,0.05
498.0,Athletics,CZE,2.886627461240744,16.657072096946294,0.1723106212397548,0.1811682977151435
499.0,Athletics,CZE,2.74,16.657072096946294,0.1723106212397548,0.1811682977151435
500.0,Athletics,CZE,2.466,16.657072096946294,0.1723106212397548,0.1811682977151435
498.0,Athletics,DEN,2.147914457878955,9.301186823677403,0.05,0.05
499.0,Athletics,DEN,2.5,9.301186823677403,0.05,0.05
500.0,Athletics,DEN,2.25,9.301186823677403,0.05,0.05
498.0,Athletics,DJI,2.288748674727373,9.301186823677403,0.05,0.05
499.0,Athletics,DJI,2.5,9.301186823677403,0.05,0.05
500.0,Athletics,DJI,2.25,9.301186823677403,0.05,0.05
499.0,Athletics,DMA,2.5,4.000006449885999,0.303321049053233,0.3018598627250777
500.0,Athletics,DMA,2.25,4.000006449885999,0.303321049053233,0.3018598627250777
499.0,Athletics,DOM,2.5,4.000006449885999,0.251514264196832,0.3378917494709877
500.0,Athletics,DOM,2.25,4.000006449885999,0.251514264196832,0.3378917494709877
498.0,Athletics,ECU,2.403057998885895,7.0567209259821535,0.525,0.05
499.0,Athletics,ECU,2.5,7.0567209259821535,0.525,0.05
500.0,Athletics,ECU,2.25,7.0567209259821535,0.525,0.05
498.0,Athletics,ESA,2.5,4.000006449885999,0.7814523842139134,0.4053230561191638
499.0,Athletics,ESA,2.5,4.646465008463268,0.6133679279556111,0.3056045486095043
500.0,Athletics,ESA,2.25,4.646465008463268,0.6133679279556111,0.3056045486095043
498.0,Athletics,ESP,2.185135989723666,12.090320968521787,0.05,0.1224262673788524
499.0,Athletics,ESP,2.5681818181818183,12.090320968521787,0.05,0.1224262673788524
500.0,Athletics,ESP,2.3113636363636365,12.090320968521787,0.05,0.1224262673788524
498.0,Athletics,EST,1.7958289157579097,9.301186823677403,0.05,0.05
499.0,Athletics,EST,2.5,9.301186823677403,0.05,0.05
500.0,Athletics,EST,2.25,9.301186823677403,0.05,0.05
498.0,Athletics,ETH,2.4378672572727567,16.448153463376084,0.05,0.3240874402078241
499.0,Athletics,ETH,4.0,16.448153463376084,0.05,0.3240874402078241
500.0,Athletics,ETH,3.6,16.448153463376084,0.05,0.3240874402078241
498.0,Athletics,EUN,4.018072289156627,4.839597084943309,0.4924643288557044,0.2723938803362906
499.0,Athletics,EUN,3.616265060240964,4.839597084943309,0.4924643288557044,0.2723938803362906
500.0,Athletics,EUN,3.254638554216868,4.839597084943309,0.4924643288557044,0.2723938803362906
498.0,Athletics,FIJ,2.5,4.0736724442471415,0.5032200119055147,0.2453332313802334
499.0,Athletics,FIJ,2.5,4.333532183833336,0.5397373610251782,0.2735402623274417
500.0,Athletics,FIJ,2.25,4.333532183833336,0.5397373610251782,0.2735402623274417
498.0,Athletics,FIN,2.2766348377468746,11.038600597744257,0.16875,0.0571939902633989
499.0,Athletics,FIN,2.5,11.038600597744257,0.16875,0.0571939902633989
500.0,Athletics,FIN,2.25,11.038600597744257,0.16875,0.0571939902633989
498.0,Athletics,FRA,2.4292129500369337,9.188276174314597,0.1486574854841763,0.1036590513629484
499.0,Athletics,FRA,2.7857142857142856,9.188276174314597,0.1486574854841763,0.1036590513629484
500.0,Athletics,FRA,2.507142857142857,9.188276174314597,0.1486574854841763,0.1036590513629484
498.0,Athletics,GAB,2.5,4.000006449885999,0.4113411042206198,0.3028519095608338
499.0,Athletics,GAB,2.5,4.046290459608989,0.456944223074819,0.2931311021961729
500.0,Athletics,GAB,2.25,4.046290459608989,0.456944223074819,0.2931311021961729
498.0,Athletics,GAM,2.2359358434092163,9.301186823677403,0.05,0.05
499.0,Athletics,GAM,2.5,9.301186823677403,0.05,0.05
500.0,Athletics,GAM,2.25,9.301186823677403,0.05,0.05
498.0,Athletics,GBR,2.43596042171419,9.144855381725185,0.2654702754560354,0.0972238896150732
499.0,Athletics,GBR,2.790322580645161,9.144855381725185,0.2654702754560354,0.0972238896150732
500.0,Athletics,GBR,2.511290322580645,9.144855381725185,0.2654702754560354,0.0972238896150732
499.0,Athletics,GBS,2.5,4.000006449885999,0.6028730833289584,0.4451962381158248
500.0,Athletics,GBS,2.25,4.000006449885999,0.6028730833289584,0.4451962381158248
499.0,Athletics,GEO,2.5,4.000006449885999,0.3859773845914526,0.3479083397225522
500.0,Athletics,GEO,2.25,4.000006449885999,0.3859773845914526,0.3479083397225522
498.0,Athletics,GEQ,2.5,4.147275212203229,0.5556165311811768,0.342414782274778
499.0,Athletics,GEQ,2.5,5.500004837414499,0.5034658363881975,0.321078481109449
500.0,Athletics,GEQ,2.25,5.500004837414499,0.5034658363881975,0.321078481109449
498.0,Athletics,GER,2.240799292987837,11.17441981506991,0.204054054054054,0.1400819724214894
499.0,Athletics,GER,2.8508771929824563,11.17441981506991,0.204054054054054,0.1400819724214894
500.0,Athletics,GER,2.5657894736842106,11.17441981506991,0.204054054054054,0.1400819724214894
498.0,Athletics,GHA,2.2736592943507565,7.975891730229553,0.0606171115613951,0.0681049855622393
499.0,Athletics,GHA,2.5,7.975891730229552,0.060617111561395,0.0681049855622393
500.0,Athletics,GHA,2.25,7.975891730229552,0.060617111561395,0.0681049855622393
498.0,Athletics,GRE,2.946975811279068,7.975890117758052,0.2875,0.05
499.0,Athletics,GRE,2.5,7.975890117758052,0.2875,0.05
500.0,Athletics,GRE,2.25,7.975890117758052,0.2875,0.05
498.0,Athletics,GRN,2.5,4.000006449885999,0.4561944730441922,0.3004527378462645
499.0,Athletics,GRN,2.5,4.000006449885999,0.6832949540801309,0.3503618348516722
