Name,Sport,Event,NOC,Year,Medal,Division,Strength,First Year,Age,p_max,a_max,alpha,beta,fit_loss,p_max_c,a_max_c,alpha_c,beta_c,t,result,real_medal
Paulo Lima,Football,Football Men's Football,BRA,2012.0,Silver,18.0,0.3333333333333333,2012.0,16.0,0.4166666666666666,4.000004760630142,0.0639954325741184,0.2503056788437302,0.0,0.3408094344618403,4.000004902503062,0.064663585431317,0.2561628138314187,20.0,0.004257712648793637,
Rafael Silva,Football,Football Men's Football,BRA,2012.0,Silver,18.0,0.3333333333333333,2012.0,16.0,0.4166666666666666,4.000004760630142,0.0639954325741184,0.2503056788437302,0.0,0.3408094344618403,4.000004902503062,0.064663585431317,0.2561628138314187,20.0,0.004257712648793637,
Rmulo Monteiro,Football,Football Men's Football,BRA,2012.0,Silver,18.0,0.3333333333333333,2012.0,16.0,0.4166666666666666,4.000004760630142,0.0639954325741184,0.2503056788437302,0.0,0.3408094344618403,4.000004902503062,0.064663585431317,0.2561628138314187,20.0,0.004257712648793637,
Sandro Cordeiro,Football,Football Men's Football,BRA,2012.0,Silver,18.0,0.3333333333333333,2012.0,16.0,0.4166666666666666,4.000004760630142,0.0639954325741184,0.2503056788437302,0.0,0.3408094344618403,4.000004902503062,0.064663585431317,0.2561628138314187,20.0,0.004257712648793637,
Thiago Silva,Football,Football Men's Football,BRA,2008.0,Bronze,17.0,0.2352941176470588,2008.0,16.0,0.3235294117647059,4.000004760630142,0.0639954325741184,0.2503056788437302,0.0,0.336332901226496,4.000004963619096,0.0646093249898184,0.2576358526534743,24.0,0.0012226057222129547,
Thiago Silva,Football,Football Men's Football,BRA,2012.0,Silver,18.0,0.3333333333333333,2008.0,20.0,0.4166666666666666,4.000006449885999,0.0595529094377363,0.3115187737480395,0.0,0.336332901226496,4.000004963619096,0.0646093249898184,0.2576358526534743,24.0,0.00045921347046598223,
Brittany (-baxter),Football,Football Women's Football,CAN,2012.0,Bronze,18.0,0.2222222222222222,2008.0,20.0,1.0,4.0,0.05,0.1507977526081194,0.0150215102510284,0.2660493827160494,1.6,0.02,0.0603191010432477,24.0,0.03242550428020699,
Candace Chapman,Football,Football Women's Football,CAN,2012.0,Bronze,18.0,0.2222222222222222,2008.0,20.0,1.0,4.0,0.05,0.1507977526081194,0.0150215102510284,0.2660493827160494,1.6,0.02,0.0603191010432477,24.0,0.03242550428020699,
Carmelina Moscato,Football,Football Women's Football,CAN,2012.0,Bronze,18.0,0.2222222222222222,2012.0,16.0,0.3055555555555555,4.0,0.05,0.1507977526081194,0.0,0.6291666666666667,4.0,0.05,0.1507977526081194,20.0,0.016497733002006923,
Chelsea Stewart,Football,Football Women's Football,CAN,2012.0,Bronze,18.0,0.2222222222222222,2012.0,16.0,0.3055555555555555,4.0,0.05,0.1507977526081194,0.0,0.6291666666666667,4.0,0.05,0.1507977526081194,20.0,0.016497733002006923,
Christine Sinclair,Football,Football Women's Football,CAN,2012.0,Bronze,18.0,0.2222222222222222,2008.0,20.0,1.0,4.0,0.05,0.1507977526081194,0.0150215102510284,0.2660493827160494,1.6,0.02,0.0603191010432477,24.0,0.03242550428020699,1.0
Desiree Scott,Football,Football Women's Football,CAN,2012.0,Bronze,18.0,0.2222222222222222,2012.0,16.0,0.3055555555555555,4.0,0.05,0.1507977526081194,0.0,0.6291666666666667,4.0,0.05,0.1507977526081194,20.0,0.016497733002006923,1.0
Diana Matheson,Football,Football Women's Football,CAN,2012.0,Bronze,18.0,0.2222222222222222,2008.0,20.0,1.0,4.0,0.05,0.1507977526081194,0.0150215102510284,0.2660493827160494,1.6,0.02,0.0603191010432477,24.0,0.03242550428020699,1.0
Erin Mcleod,Football,Football Women's Football,CAN,2012.0,Bronze,18.0,0.2222222222222222,2008.0,20.0,1.0,4.0,0.05,0.1507977526081194,0.0150215102510284,0.2660493827160494,1.6,0.02,0.0603191010432477,24.0,0.03242550428020699,
Jonelle Filigno,Football,Football Women's Football,CAN,2012.0,Bronze,18.0,0.2222222222222222,2008.0,20.0,1.0,4.0,0.05,0.1507977526081194,0.0150215102510284,0.2660493827160494,1.6,0.02,0.0603191010432477,24.0,0.03242550428020699,
Karina Leblanc,Football,Football Women's Football,CAN,2012.0,Bronze,18.0,0.2222222222222222,2008.0,20.0,1.0,4.0,0.05,0.1507977526081194,0.0150215102510284,0.2660493827160494,1.6,0.02,0.0603191010432477,24.0,0.03242550428020699,
Kaylyn Kyle,Football,Football Women's Football,CAN,2012.0,Bronze,18.0,0.2222222222222222,2012.0,16.0,0.3055555555555555,4.0,0.05,0.1507977526081194,0.0,0.6291666666666667,4.0,0.05,0.1507977526081194,20.0,0.016497733002006923,
Kelly Parker,Football,Football Women's Football,CAN,2012.0,Bronze,18.0,0.2222222222222222,2012.0,16.0,0.3055555555555555,4.0,0.05,0.1507977526081194,0.0,0.6291666666666667,4.0,0.05,0.1507977526081194,20.0,0.016497733002006923,
Lauren Sesselmann,Football,Football Women's Football,CAN,2012.0,Bronze,18.0,0.2222222222222222,2012.0,16.0,0.3055555555555555,4.0,0.05,0.1507977526081194,0.0,0.6291666666666667,4.0,0.05,0.1507977526081194,20.0,0.016497733002006923,
Marie-ve Nault,Football,Football Women's Football,CAN,2012.0,Bronze,18.0,0.2222222222222222,2012.0,16.0,0.3055555555555555,4.0,0.05,0.1507977526081194,0.0,0.6291666666666667,4.0,0.05,0.1507977526081194,20.0,0.016497733002006923,
Melissa Tancredi,Football,Football Women's Football,CAN,2012.0,Bronze,18.0,0.2222222222222222,2008.0,20.0,1.0,4.0,0.05,0.1507977526081194,0.0150215102510284,0.2660493827160494,1.6,0.02,0.0603191010432477,24.0,0.03242550428020699,1.0
Rhian Wilkinson,Football,Football Women's Football,CAN,2012.0,Bronze,18.0,0.2222222222222222,2008.0,20.0,1.0,4.0,0.05,0.1507977526081194,0.0150215102510284,0.2660493827160494,1.6,0.02,0.0603191010432477,24.0,0.03242550428020699,1.0
Robyn Gayle,Football,Football Women's Football,CAN,2012.0,Bronze,18.0,0.2222222222222222,2008.0,20.0,1.0,4.0,0.05,0.1507977526081194,0.0150215102510284,0.2660493827160494,1.6,0.02,0.0603191010432477,24.0,0.03242550428020699,
Sophie Schmidt,Football,Football Women's Football,CAN,2012.0,Bronze,18.0,0.2222222222222222,2008.0,20.0,1.0,4.0,0.05,0.1507977526081194,0.0150215102510284,0.2660493827160494,1.6,0.02,0.0603191010432477,24.0,0.03242550428020699,1.0
Alexandre Carne,Hockey,Hockey Men's Hockey,ESP,2008.0,Silver,16.0,0.375,2004.0,20.0,1.0,4.0,0.05,0.1184495836452452,0.0417442723167112,0.6399356804220084,4.000001591744077,0.0545545399917707,0.1570430552337514,28.0,0.03450974323704647,
Alexandre Carne,Hockey,Hockey Men's Hockey,ESP,2012.0,No medal,18.0,0.0555555555555555,2004.0,24.0,0.1388888888888889,4.000006449885999,0.0659102374006635,0.0973771144212775,0.0,0.6399356804220084,4.000001591744077,0.0545545399917707,0.1570430552337514,28.0,0.0081977550829181,
Andrs Bel,Hockey,Hockey Men's Hockey,ESP,2012.0,No medal,18.0,0.0555555555555555,2012.0,16.0,0.1388888888888889,4.000001668073965,0.0549296717722095,0.1667574751979225,0.0,0.5010318391092414,4.000001810083501,0.0548390395670437,0.1713378057578527,20.0,0.005605453256252487,0.0
David Biosca,Hockey,Hockey Men's Hockey,ESP,2008.0,Silver,16.0,0.375,2004.0,20.0,1.0,4.0,0.05,0.1184495836452452,0.0417442723167112,0.6399356804220084,4.000001591744077,0.0545545399917707,0.1570430552337514,28.0,0.03450974323704647,0.0
David Biosca,Hockey,Hockey Men's Hockey,ESP,2012.0,No medal,18.0,0.0555555555555555,2004.0,24.0,0.1388888888888889,4.000006449885999,0.0683219273775401,0.2904714138308534,0.0,0.6399356804220084,4.000001591744077,0.0545545399917707,0.1570430552337514,28.0,8.00015982912191e-05,0.0
Eduard Cutal,Hockey,Hockey Men's Hockey,ESP,2008.0,Silver,16.0,0.375,2000.0,24.0,1.0,4.0,0.05,0.132868466120994,0.039166848939627,0.7141972155448718,4.00000093881377,0.0520293342318308,0.1820731536784868,32.0,0.013911173189196106,
Eduard Cutal,Hockey,Hockey Men's Hockey,ESP,2012.0,No medal,18.0,0.0555555555555555,2000.0,28.0,0.1388888888888889,4.000006449885999,0.0545625542609236,0.4713153439191141,0.0,0.7141972155448718,4.00000093881377,0.0520293342318308,0.1820731536784868,32.0,1.4947061438502645e-07,
Francisco Juncosa,Hockey,Hockey Men's Hockey,ESP,2008.0,Silver,16.0,0.375,2008.0,16.0,0.46875,4.000001668073965,0.0549296717722095,0.1667574751979225,0.0,0.4981167427142687,4.000001955124699,0.0549321975576072,0.1751219663449914,24.0,0.009649616411018089,0.0
Francisco Juncosa,Hockey,Hockey Men's Hockey,ESP,2012.0,No medal,18.0,0.0555555555555555,2008.0,20.0,0.1388888888888889,4.000006449885999,0.0607344520404501,0.3052879258676104,0.0,0.4981167427142687,4.000001955124699,0.0549321975576072,0.1751219663449914,24.0,0.0001809229937001614,0.0
Jos Sala,Hockey,Hockey Men's Hockey,ESP,2012.0,No medal,18.0,0.0555555555555555,2012.0,16.0,0.1388888888888889,4.000001668073965,0.0549296717722095,0.1667574751979225,0.0,0.5010318391092414,4.000001810083501,0.0548390395670437,0.1713378057578527,20.0,0.005605453256252487,
Juan Villa,Hockey,Hockey Men's Hockey,ESP,2008.0,Silver,16.0,0.375,2008.0,16.0,0.46875,4.000001668073965,0.0549296717722095,0.1667574751979225,0.0,0.4981167427142687,4.000001955124699,0.0549321975576072,0.1751219663449914,24.0,0.009649616411018089,
Juan Villa,Hockey,Hockey Men's Hockey,ESP,2012.0,No medal,18.0,0.0555555555555555,2008.0,20.0,0.1388888888888889,4.000006449885999,0.0519532501083945,0.4110882405901389,0.0,0.4981167427142687,4.000001955124699,0.0549321975576072,0.1751219663449914,24.0,2.1463033687548608e-05,
Manel Farre,Hockey,Hockey Men's Hockey,ESP,2012.0,No medal,18.0,0.0555555555555555,2012.0,16.0,0.1388888888888889,4.000001668073965,0.0549296717722095,0.1667574751979225,0.0,0.5010318391092414,4.000001810083501,0.0548390395670437,0.1713378057578527,20.0,0.005605453256252487,0.0
Marc Esteve,Hockey,Hockey Men's Hockey,ESP,2012.0,No medal,18.0,0.0555555555555555,2012.0,16.0,0.1388888888888889,4.000001668073965,0.0549296717722095,0.1667574751979225,0.0,0.5010318391092414,4.000001810083501,0.0548390395670437,0.1713378057578527,20.0,0.005605453256252487,0.0
Miguel Andrs,Hockey,Hockey Men's Hockey,ESP,2012.0,No medal,18.0,0.0555555555555555,2012.0,16.0,0.1388888888888889,4.000001668073965,0.0549296717722095,0.1667574751979225,0.0,0.5010318391092414,4.000001810083501,0.0548390395670437,0.1713378057578527,20.0,0.005605453256252487,0.0
Pablo Escud,Hockey,Hockey Men's Hockey,ESP,2008.0,Silver,16.0,0.375,1996.0,28.0,1.0,4.0,0.05,0.0958624809877271,0.0275697247737325,0.7606336805555556,4.000000924390989,0.0533129419384084,0.1603025569717685,36.0,0.02747005155272393,
Pablo Escud,Hockey,Hockey Men's Hockey,ESP,2012.0,No medal,18.0,0.0555555555555555,1996.0,32.0,0.1388888888888889,4.000006449885999,0.0783587121534884,0.124861862758601,0.0,0.7606336805555556,4.000000924390989,0.0533129419384084,0.1603025569717685,36.0,0.0016053571776673359,
Pau Cadafalch,Hockey,Hockey Men's Hockey,ESP,2012.0,No medal,18.0,0.0555555555555555,2012.0,16.0,0.1388888888888889,4.000001668073965,0.0549296717722095,0.1667574751979225,0.0,0.5010318391092414,4.000001810083501,0.0548390395670437,0.1713378057578527,20.0,0.005605453256252487,0.0
Ramn Biosca,Hockey,Hockey Men's Hockey,ESP,2008.0,Silver,16.0,0.375,2004.0,20.0,1.0,4.0,0.05,0.1184495836452452,0.0417442723167112,0.6399356804220084,4.000001591744077,0.0545545399917707,0.1570430552337514,28.0,0.03450974323704647,
Ramn Biosca,Hockey,Hockey Men's Hockey,ESP,2012.0,No medal,18.0,0.0555555555555555,2004.0,24.0,0.1388888888888889,4.000006449885999,0.0648768696430783,0.1351239475820725,0.0,0.6399356804220084,4.000001591744077,0.0545545399917707,0.1570430552337514,28.0,0.0033066174712611117,
Roc Isern,Hockey,Hockey Men's Hockey,ESP,2008.0,Silver,16.0,0.375,2008.0,16.0,0.46875,4.000001668073965,0.0549296717722095,0.1667574751979225,0.0,0.4981167427142687,4.000001955124699,0.0549321975576072,0.1751219663449914,24.0,0.009649616411018089,0.0
Roc Isern,Hockey,Hockey Men's Hockey,ESP,2012.0,No medal,18.0,0.0555555555555555,2008.0,20.0,0.1388888888888889,4.000006449885999,0.0615048250005388,0.3961664947249003,0.0,0.4981167427142687,4.000001955124699,0.0549321975576072,0.1751219663449914,24.0,2.942607018418338e-05,0.0
Santiago Escude,Hockey,Hockey Men's Hockey,ESP,2008.0,Silver,16.0,0.375,2004.0,20.0,1.0,4.0,0.05,0.1184495836452452,0.0417442723167112,0.6399356804220084,4.000001591744077,0.0545545399917707,0.1570430552337514,28.0,0.03450974323704647,
Santiago Escude,Hockey,Hockey Men's Hockey,ESP,2012.0,No medal,18.0,0.0555555555555555,2004.0,24.0,0.1388888888888889,4.000006449885999,0.0678622372004525,0.0601520879829371,0.0,0.6399356804220084,4.000001591744077,0.0545545399917707,0.1570430552337514,28.0,0.02010682186816539,
Sergi Montserrat,Hockey,Hockey Men's Hockey,ESP,2008.0,Silver,16.0,0.375,2008.0,16.0,0.46875,4.000001668073965,0.0549296717722095,0.1667574751979225,0.0,0.4981167427142687,4.000001955124699,0.0549321975576072,0.1751219663449914,24.0,0.009649616411018089,0.0
Sergi Montserrat,Hockey,Hockey Men's Hockey,ESP,2012.0,No medal,18.0,0.0555555555555555,2008.0,20.0,0.1388888888888889,4.000006449885999,0.0567202735194579,0.0587734569481019,0.0,0.4981167427142687,4.000001955124699,0.0549321975576072,0.1751219663449914,24.0,0.024863766053124552,0.0
Xavier Blanco,Hockey,Hockey Men's Hockey,ESP,2012.0,No medal,18.0,0.0555555555555555,2012.0,16.0,0.1388888888888889,4.000001668073965,0.0549296717722095,0.1667574751979225,0.0,0.5010318391092414,4.000001810083501,0.0548390395670437,0.1713378057578527,20.0,0.005605453256252487,0.0
Xavier Trenchs,Hockey,Hockey Men's Hockey,ESP,2012.0,No medal,18.0,0.0555555555555555,2012.0,16.0,0.1388888888888889,4.000001668073965,0.0549296717722095,0.1667574751979225,0.0,0.5010318391092414,4.000001810083501,0.0548390395670437,0.1713378057578527,20.0,0.005605453256252487,
Asuna Tanaka,Football,Football Women's Football,JPN,2012.0,Silver,18.0,0.3333333333333333,2012.0,16.0,0.4166666666666666,4.0000056436502485,0.0745160686695917,0.2626136052039144,0.0,0.1980407105133207,4.000005634354568,0.0744718043542456,0.2636478111694929,20.0,0.003537016825079599,
Aya Miyama,Football,Football Women's Football,JPN,2008.0,No medal,17.0,0.0588235294117647,2008.0,16.0,0.1470588235294117,4.0000056436502485,0.0745160686695917,0.2626136052039144,0.0,0.1993053876546522,4.000005634797219,0.0743783777128074,0.2649434238490422,24.0,0.00044140686349100026,
Aya Miyama,Football,Football Women's Football,JPN,2012.0,Silver,18.0,0.3333333333333333,2008.0,20.0,0.4166666666666666,4.000006449885999,0.0688176511424542,0.3012636285123957,0.0,0.1993053876546522,4.000005634797219,0.0743783777128074,0.2649434238490422,24.0,0.0005714692713370774,
Aya Sameshima,Football,Football Women's Football,JPN,2012.0,Silver,18.0,0.3333333333333333,2012.0,16.0,0.4166666666666666,4.0000056436502485,0.0745160686695917,0.2626136052039144,0.0,0.1980407105133207,4.000005634354568,0.0744718043542456,0.2636478111694929,20.0,0.003537016825079599,
Ayumi Kaihori,Football,Football Women's Football,JPN,2012.0,Silver,18.0,0.3333333333333333,2012.0,16.0,0.4166666666666666,4.0000056436502485,0.0745160686695917,0.2626136052039144,0.0,0.1980407105133207,4.000005634354568,0.0744718043542456,0.2636478111694929,20.0,0.003537016825079599,
Azusa Iwashimizu,Football,Football Women's Football,JPN,2008.0,No medal,17.0,0.0588235294117647,2008.0,16.0,0.1470588235294117,4.0000056436502485,0.0745160686695917,0.2626136052039144,0.0,0.1993053876546522,4.000005634797219,0.0743783777128074,0.2649434238490422,24.0,0.00044140686349100026,
Azusa Iwashimizu,Football,Football Women's Football,JPN,2012.0,Silver,18.0,0.3333333333333333,2008.0,20.0,0.4166666666666666,4.000006449885999,0.0707964646015929,0.3588931892484875,0.0,0.1993053876546522,4.000005634797219,0.0743783777128074,0.2649434238490422,24.0,0.00018112101968676203,
Homare Sawa,Football,Football Women's Football,JPN,2004.0,No medal,16.0,0.0625,1996.0,24.0,1.0,4.0,0.05,0.1836009075633679,0.0021627842237143,0.1816209591944885,4.000005578279783,0.0747761794147998,0.261842874121044,36.0,0.0015680014729228756,
Homare Sawa,Football,Football Women's Football,JPN,2008.0,No medal,17.0,0.0588235294117647,1996.0,28.0,0.1470588235294117,4.000006449885999,0.0962551428493769,0.0721425336624273,0.0,0.1816209591944885,4.000005578279783,0.0747761794147998,0.261842874121044,36.0,0.009035673464138957,
Homare Sawa,Football,Football Women's Football,JPN,2012.0,Silver,18.0,0.3333333333333333,1996.0,32.0,0.4166666666666666,4.000006449885999,0.0938603625124307,0.4870593331720066,0.0,0.1816209591944885,4.000005578279783,0.0747761794147998,0.261842874121044,36.0,4.362141149038332e-08,
Karina Maruyama,Football,Football Women's Football,JPN,2004.0,No medal,16.0,0.0625,2004.0,16.0,0.15625,4.0000056436502485,0.0745160686695917,0.2626136052039144,0.0,0.1851379504504503,4.000005670234239,0.0747780979938907,0.257749322600994,28.0,0.00016572789299914702,
Karina Maruyama,Football,Football Women's Football,JPN,2008.0,No medal,17.0,0.0588235294117647,2004.0,20.0,0.1470588235294117,4.000006449885999,0.072699528512184,0.3670433263212469,0.0,0.1851379504504503,4.000005670234239,0.0747780979938907,0.257749322600994,28.0,1.2678090741525977e-05,
Karina Maruyama,Football,Football Women's Football,JPN,2012.0,Silver,18.0,0.3333333333333333,2004.0,24.0,0.4166666666666666,4.000006449885999,0.0574220372591127,0.3572071348472854,0.0,0.1851379504504503,4.000005670234239,0.0747780979938907,0.257749322600994,28.0,4.415336631422101e-05,
Kozue Ando,Football,Football Women's Football,JPN,2004.0,No medal,16.0,0.0625,2004.0,16.0,0.15625,4.0000056436502485,0.0745160686695917,0.2626136052039144,0.0,0.1851379504504503,4.000005670234239,0.0747780979938907,0.257749322600994,28.0,0.00016572789299914702,
Kozue Ando,Football,Football Women's Football,JPN,2008.0,No medal,17.0,0.0588235294117647,2004.0,20.0,0.1470588235294117,4.000006449885999,0.0749892356561908,0.1133561413452896,0.0,0.1851379504504503,4.000005670234239,0.0747780979938907,0.257749322600994,28.0,0.005612893994681232,
Kozue Ando,Football,Football Women's Football,JPN,2012.0,Silver,18.0,0.3333333333333333,2004.0,24.0,0.4166666666666666,4.000006449885999,0.0888686707765656,0.0863424875978089,0.0,0.1851379504504503,4.000005670234239,0.0747780979938907,0.257749322600994,28.0,0.031244893409040866,
Kyoko Yano,Football,Football Women's Football,JPN,2004.0,No medal,16.0,0.0625,2004.0,16.0,0.15625,4.0000056436502485,0.0745160686695917,0.2626136052039144,0.0,0.1851379504504503,4.000005670234239,0.0747780979938907,0.257749322600994,28.0,0.00016572789299914702,
Kyoko Yano,Football,Football Women's Football,JPN,2008.0,No medal,17.0,0.0588235294117647,2004.0,20.0,0.1470588235294117,4.000006449885999,0.0960182816418044,0.2242162755892447,0.0,0.1851379504504503,4.000005670234239,0.0747780979938907,0.257749322600994,28.0,0.00040874840594060547,
Kyoko Yano,Football,Football Women's Football,JPN,2012.0,Silver,18.0,0.3333333333333333,2004.0,24.0,0.4166666666666666,4.000006449885999,0.0792547575683027,0.1672677997470273,0.0,0.1851379504504503,4.000005670234239,0.0747780979938907,0.257749322600994,28.0,0.004397082208469404,
Mana Iwabuchi,Football,Football Women's Football,JPN,2012.0,Silver,18.0,0.3333333333333333,2012.0,16.0,0.4166666666666666,4.0000056436502485,0.0745160686695917,0.2626136052039144,0.0,0.1980407105133207,4.000005634354568,0.0744718043542456,0.2636478111694929,20.0,0.003537016825079599,
Megumi Takase,Football,Football Women's Football,JPN,2012.0,Silver,18.0,0.3333333333333333,2012.0,16.0,0.4166666666666666,4.0000056436502485,0.0745160686695917,0.2626136052039144,0.0,0.1980407105133207,4.000005634354568,0.0744718043542456,0.2636478111694929,20.0,0.003537016825079599,
Miho Fukumoto,Football,Football Women's Football,JPN,2008.0,No medal,17.0,0.0588235294117647,2008.0,16.0,0.1470588235294117,4.0000056436502485,0.0745160686695917,0.2626136052039144,0.0,0.1993053876546522,4.000005634797219,0.0743783777128074,0.2649434238490422,24.0,0.00044140686349100026,
Miho Fukumoto,Football,Football Women's Football,JPN,2012.0,Silver,18.0,0.3333333333333333,2008.0,20.0,0.4166666666666666,4.000006449885999,0.096704514624981,0.3016608145052446,0.0,0.1993053876546522,4.000005634797219,0.0743783777128074,0.2649434238490422,24.0,0.0005959957301132709,
Mizuho Sakaguchi,Football,Football Women's Football,JPN,2008.0,No medal,17.0,0.0588235294117647,2008.0,16.0,0.1470588235294117,4.0000056436502485,0.0745160686695917,0.2626136052039144,0.0,0.1993053876546522,4.000005634797219,0.0743783777128074,0.2649434238490422,24.0,0.00044140686349100026,
Mizuho Sakaguchi,Football,Football Women's Football,JPN,2012.0,Silver,18.0,0.3333333333333333,2008.0,20.0,0.4166666666666666,4.000006449885999,0.0562468749518516,0.4257148218049546,0.0,0.1993053876546522,4.000005634797219,0.0743783777128074,0.2649434238490422,24.0,4.6370517714046375e-05,
Nahomi Kawasumi,Football,Football Women's Football,JPN,2012.0,Silver,18.0,0.3333333333333333,2012.0,16.0,0.4166666666666666,4.0000056436502485,0.0745160686695917,0.2626136052039144,0.0,0.1980407105133207,4.000005634354568,0.0744718043542456,0.2636478111694929,20.0,0.003537016825079599,
Saki Kumagai,Football,Football Women's Football,JPN,2012.0,Silver,18.0,0.3333333333333333,2012.0,16.0,0.4166666666666666,4.0000056436502485,0.0745160686695917,0.2626136052039144,0.0,0.1980407105133207,4.000005634354568,0.0744718043542456,0.2636478111694929,20.0,0.003537016825079599,
Shinobu Ohno,Football,Football Women's Football,JPN,2008.0,No medal,17.0,0.0588235294117647,2008.0,16.0,0.1470588235294117,4.0000056436502485,0.0745160686695917,0.2626136052039144,0.0,0.1993053876546522,4.000005634797219,0.0743783777128074,0.2649434238490422,24.0,0.00044140686349100026,
Shinobu Ohno,Football,Football Women's Football,JPN,2012.0,Silver,18.0,0.3333333333333333,2008.0,20.0,0.4166666666666666,4.000006449885999,0.096384585263223,0.1854115433187759,0.0,0.1993053876546522,4.000005634797219,0.0743783777128074,0.2649434238490422,24.0,0.006091471400432221,
Yukari Kinga,Football,Football Women's Football,JPN,2008.0,No medal,17.0,0.0588235294117647,2008.0,16.0,0.1470588235294117,4.0000056436502485,0.0745160686695917,0.2626136052039144,0.0,0.1993053876546522,4.000005634797219,0.0743783777128074,0.2649434238490422,24.0,0.00044140686349100026,
