NOC,Sport,First Year,p_max,a_max,alpha,beta
ALG,Handball,2000.0,2.25,4.122535378685173,0.533421739849625,0.2953061596971723
ALG,Judo,1992.0,0.859165783151582,3.7204747294709613,0.020000000000000004,0.020000000000000004
ALG,Judo,1996.0,2.1831230120910594,9.301186823677403,0.05,0.05
ALG,Judo,2000.0,2.25,9.301186823677403,0.05,0.05
ALG,Rowing,1996.0,0.24999999999999994,1.5999993550113998,0.07995662362478916,0.009856686207815539
ALG,Rowing,2000.0,2.25,15.999993550114002,0.7995662362478917,0.0985668620781554
ALG,Swimming,1992.0,1.0,1.6000025799543995,0.08498255227136156,0.11508882092846968
ALG,Swimming,1996.0,2.5,4.000006449885999,0.2040459752777473,0.28719596278649273
ALG,Swimming,2000.0,2.25,4.000006449885999,0.1283523266718379,0.2824611569743595
ALG,Volleyball,1992.0,1.0,1.6000025799543995,0.12790088303296618,0.11677257149374312
ALG,Volleyball,1996.0,2.475,4.000006449885999,0.3197522075824154,0.2919314287343578
ALG,Volleyball,2000.0,2.025,4.000006449885999,0.3197522075824154,0.2919314287343578
ALG,Weightlifting,1992.0,0.5774973494547458,3.7204747294709613,0.020000000000000004,0.020000000000000004
ALG,Weightlifting,1996.0,1.5493690362731782,9.301186823677403,0.05,0.05
ALG,Weightlifting,2000.0,2.25,9.301186823677403,0.05,0.05
ALG,Wrestling,1992.0,0.7887486747273731,3.7204747294709613,0.020000000000000004,0.020000000000000004
ALG,Wrestling,1996.0,2.0246845181365893,9.301186823677403,0.05,0.05
ALG,Wrestling,2000.0,2.25,9.301186823677403,0.05,0.05
AND,Athletics,1992.0,1.0,1.6000025799543995,0.16508605657299422,0.07375035441187831
AND,Athletics,1996.0,2.5,4.1943691793773406,0.46302266180479273,0.18134621488126212
AND,Athletics,2000.0,2.25,5.943633744799418,0.915790345155558,0.1540791745453591
AND,Cycling,1992.0,1.0,1.6000025799543995,0.19338154627604112,0.1172857385236916
AND,Cycling,1996.0,2.475,4.000006449885999,0.4834538656901028,0.293214346309229
AND,Cycling,2000.0,2.025,4.000006449885999,0.4834538656901028,0.293214346309229
AND,Judo,1992.0,1.0,1.6000025799543995,0.2830540241853966,0.10312865941224361
AND,Judo,1996.0,2.5,4.000006449885999,0.6519226984051614,0.2646020790990777
AND,Judo,2000.0,2.25,4.000006449885999,0.1505114398801911,0.3256259542152955
AND,Sailing,1992.0,0.5774973494547458,3.7204747294709613,0.020000000000000004,0.020000000000000004
AND,Sailing,1996.0,1.5493690362731782,9.301186823677403,0.05,0.05
AND,Sailing,2000.0,2.25,9.301186823677403,0.05,0.05
AND,Shooting,1992.0,1.0,2.3596233629608965,0.3890596198153597,0.06595283564261048
AND,Shooting,1996.0,2.5,5.709153211650617,0.9093194731477515,0.18731484739503476
AND,Shooting,2000.0,2.25,4.000006449885999,0.3393532856319222,0.3892096719916119
AND,Swimming,1996.0,0.24999999999999994,0.4000006449885998,0.04270779120844106,0.019144746360093348
AND,Swimming,2000.0,2.25,4.000006449885999,0.4270779120844107,0.1914474636009335
ANG,Athletics,1992.0,0.9396424784935349,3.7204747294709613,0.020000000000000004,0.020000000000000004
ANG,Athletics,1996.0,2.3641955766104537,9.301186823677403,0.05,0.05
ANG,Athletics,2000.0,2.25,9.301186823677403,0.05,0.05
ANG,Basketball,1992.0,1.0,1.6000025799543995,0.03059905964074108,0.0880331633029934
ANG,Basketball,1996.0,2.5,4.000006449885999,0.0764976491018527,0.2200829082574835
ANG,Basketball,2000.0,2.25,4.000006449885999,0.0764976491018527,0.2200829082574834
ANG,Boxing,1992.0,1.0,1.6000025799543995,0.13949274579280893,0.13296148328697857
ANG,Boxing,1996.0,2.475,4.000006449885999,0.3487318644820223,0.3324037082174464
ANG,Boxing,2000.0,2.025,4.000006449885999,0.3487318644820223,0.3324037082174464
ANG,Handball,1996.0,0.24999999999999994,0.5086623640411291,0.05837459362351761,0.023743555605114024
ANG,Handball,2000.0,2.25,5.0866236404112914,0.5837459362351762,0.2374355560511403
ANG,Judo,1992.0,1.0,1.9899630367405434,0.1073795095613289,0.05002250180146261
ANG,Judo,1996.0,2.475,4.974907591851358,0.2684487739033222,0.1250562545036565
ANG,Judo,2000.0,2.025,4.974907591851358,0.2684487739033222,0.1250562545036565
ANG,Sailing,1992.0,1.0,2.8904879869806983,0.26786440317774807,0.11400204955382293
ANG,Sailing,1996.0,2.475,7.226219967451745,0.6696610079443701,0.2850051238845573
ANG,Sailing,2000.0,2.025,7.226219967451745,0.6696610079443701,0.2850051238845573
ANG,Shooting,1996.0,0.24999999999999994,0.4000006449885998,0.0986136442971421,0.026489152828283437
ANG,Shooting,2000.0,2.25,4.000006449885999,0.9861364429714212,0.2648915282828344
ANG,Swimming,1992.0,0.9295828915757911,3.7204747294709613,0.020000000000000004,0.020000000000000004
ANG,Swimming,1996.0,2.34156150604553,9.301186823677403,0.05,0.05
ANG,Swimming,2000.0,2.25,9.301186823677403,0.05,0.05
ANT,Athletics,1992.0,0.8792849569870702,3.7204747294709613,0.020000000000000004,0.020000000000000004
ANT,Athletics,1996.0,2.2283911532209077,9.301186823677403,0.05,0.05
ANT,Athletics,2000.0,2.25,9.301186823677403,0.05,0.05
ANT,Canoeing,1996.0,0.24999999999999994,0.4537857636610947,0.018495191500001267,0.022390287371892203
ANT,Canoeing,2000.0,2.25,4.537857636610948,0.1849519150000127,0.2239028737189221
ANT,Cycling,1992.0,1.0,1.6000025799543995,0.21385748512142544,0.13984146697399355
ANT,Cycling,1996.0,2.5,4.000006449885999,0.4914447201894571,0.3532805653123026
ANT,Cycling,2000.0,2.25,4.000006449885999,0.1026537866624986,0.3863726462081712
ANT,Sailing,1992.0,1.0,1.6000025799543995,0.14533175775354004,0.07964257180534637
ANT,Sailing,1996.0,2.5,4.000006449885999,0.36276231344498644,0.18968634821398486
ANT,Sailing,2000.0,2.25,4.000006449885999,0.3576585849952133,0.1049056165195555
ARG,Athletics,1992.0,0.8943743373636865,3.7204747294709613,0.020000000000000004,0.020000000000000004
ARG,Athletics,1996.0,2.2623422590682947,9.301186823677403,0.05,0.05
ARG,Athletics,2000.0,2.25,9.301186823677403,0.05,0.05
ARG,Basketball,1996.0,0.24999999999999994,0.407547469438049,0.04555587179503204,0.030382192870360484
ARG,Basketball,2000.0,2.25,4.075474694380491,0.4555587179503205,0.3038219287036049
ARG,Beach Volleyball,1996.0,0.24999999999999994,0.4000006449885998,0.020076831269284515,0.047310636812783156
ARG,Beach Volleyball,2000.0,2.25,4.000006449885999,0.2007683126928452,0.4731063681278317
ARG,Boxing,1992.0,1.0,1.6000025799543995,0.3321172661419809,0.13529167304636835
ARG,Boxing,1996.0,2.56,4.000006449885999,0.79465518589542,0.3303975796044212
ARG,Boxing,2000.0,2.79,4.000006449885999,0.4739133707596302,0.2599131525009234
ARG,Canoeing,1992.0,1.0,2.2857161285388568,0.16241836875066665,0.10592070894966872
ARG,Canoeing,1996.0,2.5,5.580024053642737,0.44161637341509,0.2651504790072984
ARG,Canoeing,2000.0,2.25,4.371627644303093,0.761750437260901,0.2682888387054376
ARG,Cycling,1992.0,1.0,1.7118814824092994,0.20673727426727218,0.08890604141070133
ARG,Cycling,1996.0,2.5,4.251733980409524,0.5126032435189336,0.23405970589288266
ARG,Cycling,2000.0,2.25,4.000006449885999,0.4744437641757118,0.3402111271880472
ARG,Diving,1992.0,1.0,1.611034827284913,0.27660790372179833,0.13592017642609716
ARG,Diving,1996.0,2.475,4.0275870682122825,0.6915197593044958,0.3398004410652429
ARG,Diving,2000.0,2.025,4.0275870682122825,0.6915197593044958,0.3398004410652429
ARG,Equestrian,1996.0,0.24999999999999994,0.4222939147435518,0.05896506127296752,0.028417124245795792
ARG,Equestrian,2000.0,2.25,4.222939147435519,0.5896506127296753,0.284171242457958
ARG,Fencing,1992.0,0.9154994698909493,3.7204747294709613,0.020000000000000004,0.020000000000000004
ARG,Fencing,1996.0,2.3098738072546356,9.301186823677403,0.05,0.05
ARG,Fencing,2000.0,2.25,9.301186823677403,0.05,0.05
ARG,Football,1996.0,0.7499999999999998,0.5392439016955467,0.0529059935577189,0.027209164833061843
ARG,Football,2000.0,6.75,5.392439016955469,0.5290599355771891,0.2720916483306185
ARG,Gymnastics,1992.0,1.0,1.8541030534377516,0.22331280627720212,0.099458581047775
ARG,Gymnastics,1996.0,2.5,4.5765569038217935,0.5586031277572274,0.2526026603083769
ARG,Gymnastics,2000.0,2.25,4.048250335868519,0.5614931363352264,0.2882085295088318
ARG,Hockey,1992.0,0.8415615060455297,3.7204747294709613,0.020000000000000004,0.020000000000000004
ARG,Hockey,1996.0,2.143513388602442,9.301186823677403,0.05,0.05
ARG,Hockey,2000.0,2.25,9.301186823677403,0.05,0.05
ARG,Judo,1992.0,0.8122210442021093,3.7204747294709613,0.020000000000000004,0.020000000000000004
ARG,Judo,1996.0,2.0774973494547457,9.301186823677403,0.05,0.05
ARG,Judo,2000.0,2.25,9.301186823677403,0.05,0.05
ARG,Rowing,1992.0,0.9295828915757911,3.7204747294709613,0.020000000000000004,0.020000000000000004
ARG,Rowing,1996.0,2.34156150604553,9.301186823677403,0.05,0.05
ARG,Rowing,2000.0,2.25,9.301186823677403,0.05,0.05
ARG,Sailing,1992.0,0.9477430744662375,1.6,0.4,0.020000000000000004
ARG,Sailing,1996.0,2.3824219175490344,4.0,1.0,0.05
ARG,Sailing,2000.0,2.25,4.0,1.0,0.05
ARG,Shooting,1992.0,0.9154994698909493,2.6602386547126806,0.02093825037108256,0.02377869816935588
ARG,Shooting,1996.0,2.3098738072546356,6.650596636781701,0.0523456259277064,0.0594467454233897
ARG,Shooting,2000.0,2.25,6.650596636781701,0.0523456259277064,0.0594467454233897
ARG,Swimming,1992.0,1.0,1.7550630191942134,0.154023086724708,0.10155386171004309
ARG,Swimming,1996.0,2.5,4.4151658182897835,0.39788201140451124,0.25667639669288056
ARG,Swimming,2000.0,2.25,4.662740251028034,0.5133006627391823,0.2818020784528361
ARG,Table Tennis,1992.0,1.0,1.6000025799543995,0.17178773632066635,0.17935833249636493
ARG,Table Tennis,1996.0,2.475,4.000006449885999,0.4294693408016659,0.4483958312409123
ARG,Table Tennis,2000.0,2.025,4.000006449885999,0.4294693408016659,0.4483958312409123
ARG,Tennis,1992.0,0.9332492048364239,4.792091929705269,0.020000000000000004,0.0497589129762898
ARG,Tennis,1996.0,2.349810710881954,11.980229824263173,0.05,0.12439728244072448
ARG,Tennis,2000.0,2.25,11.980229824263173,0.05,0.1243972824407245
ARG,Volleyball,1996.0,0.24999999999999994,0.43505787469505525,0.054500026065317474,0.030783046480049852
ARG,Volleyball,2000.0,2.25,4.3505787469505535,0.5450002606531749,0.3078304648004986
ARG,Weightlifting,1992.0,0.7887486747273731,3.7204747294709613,0.020000000000000004,0.020000000000000004
ARG,Weightlifting,1996.0,2.0246845181365893,9.301186823677403,0.05,0.05
ARG,Weightlifting,2000.0,2.25,9.301186823677403,0.05,0.05
ARG,Wrestling,1992.0,1.0,2.0840801206091673,0.24199765316182573,0.04644690056400028
ARG,Wrestling,1996.0,2.5,5.0891809163592265,0.5990314137183922,0.1284812423143234
ARG,Wrestling,2000.0,2.25,4.000006449885999,0.5453669410428434,0.2397571604532276
ARM,Athletics,1996.0,0.24999999999999994,0.4000006449885998,0.0474513371482678,0.03259213991932814
ARM,Athletics,2000.0,2.25,4.000006449885999,0.4745133714826781,0.3259213991932815
ARM,Boxing,1996.0,0.24999999999999994,0.4000006449885998,0.04238606004867331,0.0320720857441762
ARM,Boxing,2000.0,2.25,4.000006449885999,0.4238606004867332,0.3207208574417621
ARM,Cycling,1996.0,0.24999999999999994,0.4000006449885998,0.022420122017650417,0.0057709812241924585
ARM,Cycling,2000.0,2.25,4.000006449885999,0.2242012201765042,0.0577098122419246
ARM,Diving,1996.0,0.24999999999999994,0.47547161696396445,0.03990486189044133,0.024827534038555095
ARM,Diving,2000.0,2.25,4.754716169639646,0.3990486189044134,0.248275340385551
ARM,Gymnastics,1996.0,0.24999999999999994,0.4251702173228666,0.054076605464061386,0.02865146721293996
ARM,Gymnastics,2000.0,2.25,4.251702173228667,0.540766054640614,0.2865146721293997
ARM,Judo,1996.0,0.24999999999999994,0.4563913713056735,0.03910708896119683,0.008568761760859087
ARM,Judo,2000.0,2.25,4.563913713056736,0.3910708896119684,0.0856876176085909
ARM,Shooting,1992.0,0.4,8.010365896172145,0.020000000000000004,0.22986927634422966
ARM,Shooting,1996.0,0.99,20.025914740430363,0.05,0.5746731908605741
ARM,Shooting,2000.0,0.81,20.025914740430363,0.05,0.5746731908605741
ARM,Swimming,1996.0,0.24999999999999994,0.4000006449885998,0.06046029851881308,0.005092665115004099
ARM,Swimming,2000.0,2.25,4.000006449885999,0.6046029851881309,0.050926651150041
ARM,Tennis,1996.0,0.24999999999999994,0.4000006449885998,0.037366942425952177,0.04694968446734339
ARM,Tennis,2000.0,2.25,4.000006449885999,0.3736694242595219,0.469496844673434
ARM,Weightlifting,1992.0,0.4,8.010365896172145,0.020000000000000004,0.22986927634422966
ARM,Weightlifting,1996.0,1.15,20.025914740430363,0.05,0.5746731908605741
ARM,Weightlifting,2000.0,2.25,20.025914740430363,0.05,0.5746731908605741
ARM,Wrestling,1996.0,0.42499999999999993,0.4000006449885998,0.0703294545464513,0.036411009317034615
ARM,Wrestling,2000.0,3.825,4.000006449885999,0.7032945454645132,0.3641100931703462
ARU,Athletics,1992.0,1.0,1.8077364829166371,0.2724497240869721,0.11815067937336572
ARU,Athletics,1996.0,2.5,5.667406441573833,0.6647410782834866,0.27162054698522475
ARU,Athletics,2000.0,2.25,15.999993550114002,0.5172919908779942,0.0578151839515191
ARU,Cycling,1992.0,0.7887486747273731,3.7204747294709613,0.020000000000000004,0.020000000000000004
ARU,Cycling,1996.0,1.9521529699502482,9.301186823677403,0.05,0.05
ARU,Cycling,2000.0,1.5972160663229305,9.301186823677403,0.05,0.05
ARU,Sailing,1992.0,1.0,1.6000025799543995,0.38234840296785827,0.19582966867316945
ARU,Sailing,1996.0,2.475,4.000006449885999,0.9558710074196456,0.4895741716829236
ARU,Sailing,2000.0,2.025,4.000006449885999,0.9558710074196456,0.4895741716829236
ARU,Weightlifting,1996.0,0.24999999999999994,0.4000006449885998,0.07857307429016845,0.03332073382235016
ARU,Weightlifting,2000.0,2.25,4.000006449885999,0.7857307429016847,0.3332073382235016
ASA,Athletics,1996.0,0.24999999999999994,0.4000006449885998,0.0554135630369606,0.0455886698068587
ASA,Athletics,2000.0,2.25,4.000006449885999,0.5541356303696061,0.4558866980685871
ASA,Boxing,1992.0,0.7887486747273731,3.7204747294709613,0.020000000000000004,0.020000000000000004
ASA,Boxing,1996.0,1.9521529699502482,9.301186823677403,0.05,0.05
ASA,Boxing,2000.0,1.5972160663229305,9.301186823677403,0.05,0.05
ASA,Sailing,1996.0,0.24999999999999994,0.4000006449885998,0.08342092087136496,0.039643713723370444
ASA,Sailing,2000.0,2.25,4.000006449885999,0.8342092087136498,0.3964371372337045
ASA,Weightlifting,1992.0,0.5774973494547458,3.7204747294709613,0.020000000000000004,0.020000000000000004
ASA,Weightlifting,1996.0,1.429305939900496,9.301186823677403,0.05,0.05
ASA,Weightlifting,2000.0,1.1694321326458605,9.301186823677403,0.05,0.05
ASA,Wrestling,1996.0,0.24999999999999994,0.4000006449885998,0.06599891685024722,0.044916628325303624
ASA,Wrestling,2000.0,2.25,4.000006449885999,0.6599891685024724,0.4491662832530363
AUS,Archery,1992.0,0.859165783151582,3.7204747294709613,0.020000000000000004,0.020000000000000004
AUS,Archery,1996.0,2.1831230120910594,9.301186823677403,0.05,0.05
AUS,Archery,2000.0,2.25,9.301186823677403,0.05,0.05
AUS,Athletics,1992.0,0.8031157924844884,3.948474105414779,0.06,0.03253006862159568
AUS,Athletics,1996.0,2.0570105330900987,9.87118526353695,0.15,0.0813251715539892
AUS,Athletics,2000.0,2.25,9.87118526353695,0.15,0.0813251715539892
AUS,Badminton,1992.0,0.8943743373636865,3.7204747294709613,0.020000000000000004,0.020000000000000004
AUS,Badminton,1996.0,2.2623422590682947,9.301186823677403,0.05,0.05
AUS,Badminton,2000.0,2.25,9.301186823677403,0.05,0.05
AUS,Baseball,1996.0,0.24999999999999994,0.41520517025611525,0.05429933020327627,0.028364620105647026
AUS,Baseball,2000.0,2.25,4.152051702561153,0.5429933020327629,0.2836462010564703
AUS,Basketball,1992.0,0.7887486747273731,3.7204747294709613,0.020000000000000004,0.020000000000000004
AUS,Basketball,1996.0,2.224684518136589,9.301186823677403,0.05,0.05
AUS,Basketball,2000.0,4.05,9.301186823677403,0.05,0.05
AUS,Beach Volleyball,1996.0,0.3499999999999999,0.6274259773896285,0.057829150422823446,0.023361756129210116
AUS,Beach Volleyball,2000.0,3.15,6.2742597738962855,0.5782915042282346,0.2336175612921012
AUS,Boxing,1992.0,0.859165783151582,3.7204747294709613,0.020000000000000004,0.020000000000000004
AUS,Boxing,1996.0,2.1831230120910594,9.301186823677403,0.05,0.05
AUS,Boxing,2000.0,2.25,9.301186823677403,0.05,0.05
AUS,Canoeing,1992.0,0.9764239921609801,4.9339771741498,0.1625,0.0638985061768554
AUS,Canoeing,1996.0,2.465703982362205,12.3349429353745,0.40625,0.1597462654421385
AUS,Canoeing,2000.0,2.41875,12.3349429353745,0.40625,0.1597462654421385
AUS,Cycling,1992.0,1.3611685049059796,5.5634988005651795,0.02168174599562388,0.15985245544844806
AUS,Cycling,1996.0,3.4221529455622637,13.908747001412948,0.0542043649890597,0.3996311386211201
AUS,Cycling,2000.0,3.235714285714286,13.908747001412948,0.0542043649890597,0.3996311386211201
AUS,Diving,1992.0,0.8943743373636865,3.7204747294709613,0.020000000000000004,0.020000000000000004
AUS,Diving,1996.0,2.2623422590682947,9.301186823677403,0.05,0.05
AUS,Diving,2000.0,2.25,9.301186823677403,0.05,0.05
AUS,Equestrian,1992.0,3.21409042717359,2.66023865471268,0.02367804779775024,0.06269014612900364
AUS,Equestrian,1996.0,7.631703461140578,6.6505966367817,0.05919511949437559,0.1567253653225091
AUS,Equestrian,2000.0,3.6,6.6505966367817,0.0591951194943755,0.1567253653225091
AUS,Fencing,1992.0,1.0,1.8592520407229174,0.38688174258168484,0.10920536765091456
AUS,Fencing,1996.0,2.5,4.583317736615164,0.9417847029460159,0.2774351145300563
AUS,Fencing,2000.0,2.25,4.000006449885999,0.7130078213722512,0.3172303731549855
AUS,Football,1992.0,1.0,1.6000025799543995,0.038397353069556044,0.18762455197905817
AUS,Football,1996.0,2.5,4.000006449885999,0.0959933826738901,0.4690613799476454
AUS,Football,2000.0,2.25,4.000006449885999,0.0959933826738901,0.4690613799476454
AUS,Gymnastics,1992.0,0.9312204987484471,3.7204747294709613,0.019999999999999962,0.019999999999999962
AUS,Gymnastics,1996.0,2.345246122184006,9.301186823677403,0.049999999999999906,0.049999999999999906
AUS,Gymnastics,2000.0,2.25,9.301186823677403,0.05,0.05
AUS,Hockey,1992.0,1.4589377063264497,6.805365751755467,0.19733333333333333,0.03227774338286756
AUS,Hockey,1996.0,4.150256898058041,17.013414379388667,0.4933333333333333,0.0806943584571689
AUS,Hockey,2000.0,7.8088235294117645,17.013414379388667,0.4933333333333333,0.0806943584571689
AUS,Judo,1992.0,0.7887486747273731,3.7204747294709613,0.020000000000000004,0.020000000000000004
AUS,Judo,1996.0,2.0246845181365893,9.301186823677403,0.05,0.05
AUS,Judo,2000.0,2.25,9.301186823677403,0.05,0.05
AUS,Modern Pentathlon,1992.0,1.0,1.6844444472632802,0.2472963579650118,0.09784527780397652
AUS,Modern Pentathlon,1996.0,2.5,5.38999936135378,0.6050274699687102,0.22543941957631344
AUS,Modern Pentathlon,2000.0,2.25,15.999993550114002,0.4861066454743369,0.0528754451736628
AUS,Rowing,1992.0,1.426636514862021,8.175219225852345,0.11784849699180384,0.05497821272403828
AUS,Rowing,1996.0,3.6087126462444257,20.438048064630863,0.2946212424795096,0.1374455318100957
AUS,Rowing,2000.0,3.5890243902439027,20.438048064630863,0.2946212424795096,0.1374455318100957
AUS,Sailing,1992.0,1.01989619050098,2.8389088929937007,0.21000000000000002,0.020000000000000004
AUS,Sailing,1996.0,2.5947664286272047,7.097272232484252,0.525,0.05
AUS,Sailing,2000.0,2.7,7.097272232484251,0.525,0.05
AUS,Shooting,1992.0,0.7887486747273731,3.7204747294709613,0.020000000000000004,0.020000000000000004
AUS,Shooting,1996.0,2.164684518136589,9.301186823677403,0.05,0.05
AUS,Shooting,2000.0,3.51,9.301186823677403,0.05,0.05
AUS,Softball,1996.0,0.5499999999999998,0.4427256565299036,0.05684860108224068,0.024548686619192024
AUS,Softball,2000.0,4.95,4.427256565299037,0.5684860108224069,0.2454868661919203
AUS,Swimming,1992.0,1.0865647494178787,4.351256022989575,0.04877686456759516,0.06632024044902952
AUS,Swimming,1996.0,2.8169929084124496,10.878140057473937,0.1219421614189879,0.1658006011225738
AUS,Swimming,2000.0,3.35,10.878140057473937,0.1219421614189879,0.1658006011225737
AUS,Synchronized Swimming,1992.0,1.0,1.6000025799543995,0.26622395797524956,0.15211014642884615
AUS,Synchronized Swimming,1996.0,2.475,4.000006449885999,0.6655598949381238,0.3802753660721154
AUS,Synchronized Swimming,2000.0,2.025,4.000006449885999,0.6655598949381238,0.3802753660721154
AUS,Table Tennis,1992.0,1.0,1.7716966516246857,0.15389139478498204,0.11156887627893196
AUS,Table Tennis,1996.0,2.5,4.401228918608302,0.4042825079687619,0.2846270598732753
AUS,Table Tennis,2000.0,2.25,4.14911452452759,0.5802686970255234,0.3359708824567843
AUS,Tennis,1992.0,1.128355709579,3.2715815499319114,0.11499999999999999,0.020000000000000004
AUS,Tennis,1996.0,3.01380034655275,8.178953874829778,0.2875,0.05
AUS,Tennis,2000.0,4.275,8.178953874829778,0.2875,0.05
AUS,Water Polo,1992.0,1.0,1.6000025799543995,0.2469120275639159,0.1421292407600843
AUS,Water Polo,1996.0,2.475,4.000006449885999,0.6172800689097897,0.3553231019002107
AUS,Water Polo,2000.0,2.025,4.000006449885999,0.6172800689097897,0.3553231019002107
AUS,Weightlifting,1992.0,0.6831230120910594,3.7204747294709613,0.020000000000000004,0.020000000000000004
AUS,Weightlifting,1996.0,1.8620267772048835,9.301186823677403,0.05,0.05
AUS,Weightlifting,2000.0,2.9250000000000003,9.301186823677403,0.05,0.05
AUS,Wrestling,1992.0,1.0,1.7030640345482781,0.279986911485457,0.13082945096367735
AUS,Wrestling,1996.0,2.5,4.36991472371996,0.6731845867428426,0.31878650005400866
AUS,Wrestling,2000.0,2.25,5.380206459863343,0.4321403590056439,0.2442023538573464
AUT,Athletics,1992.0,0.8679086518160081,4.132736574650549,0.08333333333333331,0.05497821272403828
AUT,Athletics,1996.0,2.2027944665860177,10.331841436626371,0.2083333333333333,0.1374455318100957
AUT,Athletics,2000.0,2.25,10.331841436626371,0.2083333333333333,0.1374455318100957
AUT,Badminton,1992.0,0.8943743373636865,3.7204747294709613,0.020000000000000004,0.020000000000000004
AUT,Badminton,1996.0,2.2135764849751243,9.301186823677403,0.05,0.05
AUT,Badminton,2000.0,1.8111080331614653,9.301186823677403,0.05,0.05
AUT,Canoeing,1992.0,0.7887486747273731,3.7204747294709613,0.020000000000000004,0.020000000000000004
AUT,Canoeing,1996.0,2.0246845181365893,9.301186823677403,0.05,0.05
AUT,Canoeing,2000.0,2.25,9.301186823677403,0.05,0.05
AUT,Cycling,1992.0,0.6619978795637967,3.7204747294709613,0.020000000000000004,0.020000000000000004
AUT,Cycling,1996.0,1.7394952290185426,9.301186823677403,0.05,0.05
AUT,Cycling,2000.0,2.25,9.301186823677403,0.05,0.05
AUT,Diving,1992.0,1.0,1.6000025799543995,0.19394288535417872,0.15517266836428617
AUT,Diving,1996.0,2.5,4.000006449885999,0.48164782054956506,0.3854843834004713
AUT,Diving,2000.0,2.25,4.000006449885999,0.4527632850266294,0.3634587958082746
AUT,Equestrian,1992.0,1.5533160482198172,5.862511667802872,0.020000000000000004,0.09957409490594697
AUT,Equestrian,1996.0,3.744961108494589,14.65627916950718,0.05,0.2489352372648674
