Name,Sport,Event,NOC,Year,Medal,Division,Strength,First Year,Age,p_max,a_max,alpha,beta,fit_loss
Abdollah Rika,Weightlifting,Weightlifting Men's Heavyweight I,IRI,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07560504064403559,0.306645393730892,0.0
Abdou Manzo,Athletics,Athletics Men's Marathon,NIG,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.05490793933811449,0.1599621096111804,0.0
Abdul Al-obaidly,Football,Football Men's Football,QAT,1992.0,No medal,17.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07888285363585074,0.36519730230224073,0.0
Abdul Al-yoha,Athletics,Athletics Men's Triple Jump,KUW,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07105021076460652,0.3002740339517085,0.0
Abdul Dabo,Judo,Judo Men's Half-Middleweight,MLI,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07757385040003012,0.23474488847306085,0.0
Abdul Jalouf,Football,Football Men's Football,QAT,1992.0,No medal,17.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.09478562919007867,0.4643507664162699,0.0
Abdul Karim,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",INA,1992.0,No medal,2.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07503590451452585,0.05450683532815999,0.0
Abdul Karim,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",INA,1992.0,No medal,2.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.06828463372980417,0.2594327096709836,0.0
Abdul Khan,Badminton,Badminton Men's Doubles,SGP,1992.0,No medal,2.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.08685614427872032,0.1716772211489297,0.0
Abdul Khan,Badminton,Badminton Men's Singles,SGP,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.0642608928860946,0.08100360076381752,0.0
Abdul Razak,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",INA,1992.0,No medal,2.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.06784382286332341,0.40063504378176873,0.0
Abdul Razak,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",INA,1992.0,No medal,2.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.06570066444261083,0.11903952025173055,0.0
Abdulieh Janneh,Athletics,Athletics Men's 100 metres,GAM,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.056748692857693565,0.08964675799579458,0.0
Abdulieh Janneh,Athletics,Athletics Men's 4 x 100 metres Relay,GAM,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.08334570584752593,0.16008133126850688,0.0
Abdullah Al-abdullah,Football,Football Men's Football,QAT,1992.0,No medal,17.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.09342059816876579,0.47577676511596656,0.0
Abdullah Al-anbari,Athletics,Athletics Men's 800 metres,OMA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.06536798821048216,0.4435174225217937,0.0
Abdullah Al-dosari,Athletics,"Athletics Men's 10,000 metres",BRN,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.0687527244434871,0.4444484854844216,0.0
Abdullah Al-dosari,Athletics,"Athletics Men's 5,000 metres",BRN,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.08308443068696303,0.3376920525559535,0.0
Abdullah Al-khalidi,Athletics,Athletics Men's 200 metres,OMA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07991801644205476,0.3492746861794565,0.0
Abdullah Al-sheib,Athletics,Athletics Men's High Jump,QAT,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07761515566372212,0.4070686565170259,0.0
Abdullah Al-sheib,Athletics,Athletics Men's Long Jump,QAT,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.055178380675414876,0.25526367775389064,0.0
Abdullah Ghulam,Athletics,Athletics Men's 400 metres Hurdles,UAE,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.06491575955866802,0.3830303394858594,0.0
Abdullah Saihan,Football,Football Men's Football,KUW,1992.0,No medal,19.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07520150800360177,0.23085910910987306,0.0
Abdullah Sultan,Swimming,Swimming Men's 100 metres Backstroke,UAE,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.09395959589517969,0.24290763819823707,0.0
Abdullah Sultan,Swimming,Swimming Men's 200 metres Backstroke,UAE,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.0805848109389712,0.3109548980510933,0.0
Abdullah Sultan,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,UAE,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.06191648043746762,0.12976537959790893,0.0
Abdullah Sultan,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,UAE,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07915585622777481,0.08021133163080475,0.0
Abebe Mekonnen,Athletics,Athletics Men's Marathon,ETH,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.08580224841721826,0.1352745414878913,0.0
Abednego Matilu,Athletics,Athletics Men's 4 x 400 metres Relay,KEN,1992.0,No medal,5.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.09064909433382055,0.46658870639441913,0.0
Abel Bios,Volleyball,Volleyball Men's Volleyball,CUB,1992.0,No medal,12.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.06201585725189747,0.2563560676432273,0.0
Abel Mokibe,Athletics,Athletics Men's Marathon,RSA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.09388303128627376,0.16361306777449214,0.0
Abel Nzimande,Athletics,Athletics Men's 200 metres,RSA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.08145383494207634,0.4540722219994255,0.0
Abel Rodrigo,Athletics,"Athletics Men's 5,000 metres",ESP,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.08160818801073005,0.4707602720362398,0.0
Abelardo Antua,Football,Football Men's Football,ESP,1992.0,Gold,17.0,10.0,1992.0,16.0,11.5,4.000006449885999,0.06357397826906849,0.4856835339976616,0.0
Abha Dhillan,Shooting,"Shooting Women's Air Pistol, 10 metres",IND,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.05184221426608523,0.08019881353868002,0.0
Abimael Marrero,Baseball,Baseball Men's Baseball,PUR,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.09988549661453387,0.13535916552154872,0.0
Abiola Odumosu,Table Tennis,Table Tennis Women's Doubles,NGR,1992.0,No medal,2.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.0736502686475319,0.16142826446592867,0.0
Abiola Odumosu,Table Tennis,Table Tennis Women's Singles,NGR,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.06224959599825619,0.15217617690144175,0.0
Abram Thwala,Boxing,Boxing Men's Light-Flyweight,RSA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07748664939259646,0.20005993306983932,0.0
Abrar Syed,Boxing,Boxing Men's Light-Middleweight,PAK,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.0511968403241979,0.20296845817871173,0.0
Adam Clawson,Canoeing,"Canoeing Men's Canadian Singles, Slalom",USA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.06141482099579605,0.48210514691100076,0.0
Adam Kaczmarek,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",POL,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.09104367791658742,0.3495659642749702,0.0
Adam Krzesiski,Fencing,"Fencing Men's Foil, Individual",POL,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.08334067563403574,0.44629442704087824,0.0
Adam Krzesiski,Fencing,"Fencing Men's Foil, Team",POL,1992.0,Bronze,5.0,4.0,1992.0,16.0,5.5,4.000006449885999,0.06971103665632211,0.2999448174956131,0.0
Adam Ruckwood,Swimming,Swimming Men's 100 metres Backstroke,GBR,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.08874253295004031,0.3902592408201541,0.0
Adam Ruckwood,Swimming,Swimming Men's 200 metres Backstroke,GBR,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.08231942413475077,0.27886364980163475,0.0
Adam Sakak,Athletics,Athletics Men's 100 metres,SUD,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.06516250798326687,0.2688767238687733,0.0
Adam Sakak,Athletics,Athletics Men's 200 metres,SUD,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.08125421750132217,0.23333547094925755,0.0
Addis Abebe,Athletics,"Athletics Men's 10,000 metres",ETH,1992.0,Bronze,1.0,4.0,1992.0,16.0,5.5,4.000006449885999,0.09129858222857833,0.4424521329871351,0.0
Addis Abebe,Athletics,"Athletics Men's 5,000 metres",ETH,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.09621418597635137,0.43665904926316634,0.0
Addis Gezahegn,Athletics,Athletics Women's Marathon,ETH,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.06073079263093137,0.22831470851213065,0.0
Addo Ndala,Athletics,Athletics Women's 400 metres Hurdles,CGO,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.0555654236997065,0.06643770619435427,0.0
Addy Bucek,Sailing,Sailing Women's Two Person Dinghy,AUS,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.06087626991890737,0.09113138654441141,0.0
Adel Al-mulla,Football,Football Men's Football,QAT,1992.0,No medal,17.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07437231240279121,0.29624428058075547,0.0
Adel El-sharkawy,Handball,Handball Men's Handball,EGY,1992.0,No medal,14.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.05670543665541159,0.09458319573744425,0.0
Adel Sennoun,Volleyball,Volleyball Men's Volleyball,ALG,1992.0,No medal,10.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.051506035508481346,0.2667028304256341,0.0
Ademar Kammler,Athletics,Athletics Men's 20 kilometres Walk,BRA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.08199363151312111,0.4475840290726279,0.0
Adilson Silva,Boxing,Boxing Men's Lightweight,BRA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07309636938520278,0.10265753412707246,0.0
Adler Capelli,Cycling,"Cycling Men's 1,000 metres Time Trial",ITA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.05861333327102744,0.08871248926875143,0.0
Adolfo Plaza,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",ESP,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.08127950705063228,0.08536821332536881,0.0
Adolfo Plaza,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",ESP,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.06396958914426658,0.0501204650009883,0.0
Adrian Breton,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",GBR,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.06123120506557608,0.3602945801394727,0.0
Adrian Carew-dodson,Boxing,Boxing Men's Welterweight,GBR,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.0959586635703284,0.42574894524107476,0.0
Adrian Croitoru,Judo,Judo Men's Middleweight,ROU,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.0936457777860178,0.3491648712050419,0.0
Adrian Ellison,Rowing,Rowing Men's Coxed Eights,GBR,1992.0,No medal,9.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.09741139789020378,0.4695020250723336,0.0
Adrian Moorhouse,Swimming,Swimming Men's 100 metres Breaststroke,GBR,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.06376012557237075,0.11954098612250534,0.0
Adrian Pop,Fencing,"Fencing Men's epee, Individual",ROU,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.06184822582840978,0.46412465887715704,0.0
Adrian Pop,Fencing,"Fencing Men's epee, Team",ROU,1992.0,No medal,5.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07312480175792144,0.252544339435681,0.0
Adrian Popovici,Handball,Handball Men's Handball,ROU,1992.0,No medal,15.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.060055656254302064,0.3015342166494098,0.0
Adrian Romero,Swimming,Swimming Men's 100 metres Freestyle,GUM,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07869893453001027,0.08469571813359367,0.0
Adrian Romero,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,GUM,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07702301311364085,0.22174038212698,0.0
Adrian Romero,Swimming,Swimming Men's 4 x 100 metres Medley Relay,GUM,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.05650322370596497,0.47173284782797853,0.0
Adrian Romero,Swimming,Swimming Men's 50 metres Freestyle,GUM,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.09660034057999219,0.35618657490534544,0.0
Adrian Sandu,Gymnastics,Gymnastics Men's Floor Exercise,ROU,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.09563161893922671,0.3757997855932734,0.0
Adrian Sandu,Gymnastics,Gymnastics Men's Horizontal Bar,ROU,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07001052368315971,0.2282795424155667,0.0
Adrian Sandu,Gymnastics,Gymnastics Men's Horse Vault,ROU,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.05914572738640875,0.08880631805848299,0.0
Adrian Sandu,Gymnastics,Gymnastics Men's Individual All-Around,ROU,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07023118201150925,0.09388263315269543,0.0
Adrian Sandu,Gymnastics,Gymnastics Men's Parallel Bars,ROU,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.05127496709067515,0.17171692224758953,0.0
Adrian Sandu,Gymnastics,Gymnastics Men's Pommelled Horse,ROU,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07656232528957042,0.27432762766836993,0.0
Adrian Sandu,Gymnastics,Gymnastics Men's Rings,ROU,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.06845470853001234,0.46932580068705876,0.0
Adrian Sandu,Gymnastics,Gymnastics Men's Team All-Around,ROU,1992.0,No medal,6.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.09546851089158442,0.07715673688266783,0.0
Adrian Stead,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,GBR,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.062095242650691725,0.4334315697405162,0.0
Adrian-Francisc Gal,Gymnastics,Gymnastics Men's Floor Exercise,ROU,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.0787406190789052,0.47741401471180067,0.0
Adrian-Francisc Gal,Gymnastics,Gymnastics Men's Horizontal Bar,ROU,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.08888680688144177,0.21531872133827623,0.0
Adrian-Francisc Gal,Gymnastics,Gymnastics Men's Horse Vault,ROU,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.05792501962376124,0.10847868783425171,0.0
Adrian-Francisc Gal,Gymnastics,Gymnastics Men's Individual All-Around,ROU,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.05795659830005711,0.12538704071072487,0.0
Adrian-Francisc Gal,Gymnastics,Gymnastics Men's Parallel Bars,ROU,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.09287023054531031,0.36907475502491965,0.0
Adrian-Francisc Gal,Gymnastics,Gymnastics Men's Pommelled Horse,ROU,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.06285814956030264,0.36960644118335084,0.0
Adrian-Francisc Gal,Gymnastics,Gymnastics Men's Rings,ROU,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.0769576947277811,0.29516725942781596,0.0
Adrian-Francisc Gal,Gymnastics,Gymnastics Men's Team All-Around,ROU,1992.0,No medal,6.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07123215248095452,0.4494165845611894,0.0
Adriana (-huybrehts),Archery,Archery Women's Individual,NED,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.06870482935173082,0.26084135842947187,0.0
Adriana (-huybrehts),Archery,Archery Women's Team,NED,1992.0,No medal,3.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.09588341188651599,0.27741562901022304,0.0
Adriana Chamajov,Basketball,Basketball Women's Basketball,TCH,1992.0,No medal,12.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.09120531961976328,0.18748520291862147,0.0
Adriana Chelariu-bazon,Rowing,Rowing Women's Coxed Eights,ROU,1992.0,Silver,9.0,6.0,1992.0,16.0,7.5,4.000006449885999,0.08646537616425384,0.05455154189068581,0.0
Adriana Chelariu-bazon,Rowing,Rowing Women's Coxless Fours,ROU,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.09131876785940407,0.4595760238766015,0.0
Adriana Nstase-simion-zamfir,Table Tennis,Table Tennis Women's Doubles,ROU,1992.0,No medal,2.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.076273963289535,0.2834241360567353,0.0
Adriana Plaats,Swimming,Swimming Women's 200 metres Freestyle,NED,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.08461841123870298,0.3613816991456026,0.0
Adriana Plaats,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NED,1992.0,No medal,5.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.0891881094010705,0.08862098877244559,0.0
Adriana Santos,Basketball,Basketball Women's Basketball,BRA,1992.0,No medal,12.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.08023993500609815,0.32274659665162675,0.0
Adrin Carusilo,Hockey,Hockey Men's Hockey,ARG,1992.0,No medal,16.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.09074562655176992,0.4198534775086184,0.0
Afanasijs Kuzmins,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",LAT,1992.0,Silver,1.0,6.0,1992.0,16.0,7.5,4.000006449885999,0.07681191597106928,0.05691674756178802,0.0
Afonso Ferraz,Athletics,Athletics Men's 100 metres,ANG,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.08894946685855713,0.16829771759836493,0.0
Agata Jaroszek-karczmarek,Athletics,Athletics Women's Long Jump,POL,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.09537685315954575,0.44855201364899244,0.0
Agatha Knaap,Badminton,Badminton Women's Singles,NED,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.08253333391931482,0.33770357846126053,0.0
Agathi Kasoumi,Shooting,"Shooting Women's Air Pistol, 10 metres",GRE,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.08461168529762847,0.25750163823927263,0.0
Agathi Kasoumi,Shooting,"Shooting Women's Sporting Pistol, 25 metres",GRE,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.09157171798322819,0.38078778589628903,0.0
Agnese (-andrei),Athletics,Athletics Women's Discus Throw,ITA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07987380321553994,0.31696580316608,0.0
Agnese (rubene-),Tennis,Tennis Women's Doubles,LAT,1992.0,No medal,2.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.09497793934829708,0.12339196102076726,0.0
Agnese (rubene-),Tennis,Tennis Women's Singles,LAT,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07015118636721537,0.4164679411342811,0.0
Agneta Andersson,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",SWE,1992.0,Silver,2.0,6.0,1992.0,16.0,7.5,4.000006449885999,0.07652634973102884,0.15258872025564404,0.0
Agneta Andersson,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",SWE,1992.0,Bronze,4.0,4.0,1992.0,16.0,5.5,4.000006449885999,0.07411784370962064,0.174151318583928,0.0
Agnieszka Szuchnicka,Fencing,"Fencing Women's Foil, Team",POL,1992.0,No medal,5.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07767289891016613,0.2651580313480869,0.0
Agustin Castillo,Boxing,Boxing Men's Bantamweight,DOM,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07216644869529296,0.13962209354274996,0.0
Agustina Abi,Handball,Handball Women's Handball,NGR,1992.0,No medal,16.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.065441104007157,0.38966710553657913,0.0
Ahad Pazach,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",IRI,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.09878820679065492,0.17396201327933808,0.0
Ahad Saleh,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",IRI,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07595234715022178,0.0689366338479314,0.0
Ahmad Al-aosta,Wrestling,"Wrestling Men's Lightweight, Freestyle",SYR,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.07828993325901056,0.31721661137561824,0.0
Ahmad Faraj,Swimming,Swimming Men's 100 metres Freestyle,UAE,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.06617314247669706,0.20260609945454394,0.0
Ahmad Faraj,Swimming,Swimming Men's 200 metres Freestyle,UAE,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.05796446481969845,0.20796127292860284,0.0
Ahmad Faraj,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,UAE,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.08985207935143914,0.12759138930909658,0.0
Ahmad Faraj,Swimming,Swimming Men's 4 x 100 metres Medley Relay,UAE,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.06536084455977363,0.4501656472425341,0.0
