Name,Sport,Event,NOC,Year,Medal,Division,Strength,First Year,Age,p_max,a_max,alpha,beta,fit_loss,p_max_c,a_max_c,alpha_c,beta_c,t,result,real_medal
Luiza Gega,Athletics,Women's 3000m Steeplechase,ALB,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.600258931814777,0.05,0.05,0.0,2.3221995745939967,9.576320751671298,0.05,0.05,20.0,1.8719341320632867,0.0
Manuela Delilaj,Shooting,10m Air Pistol Women,ALB,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.183511042496744,9.301186823677403,0.05,0.05,20.0,1.7697029349539055,
Manuela Delilaj,Shooting,25m Pistol Women,ALB,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.183511042496744,9.301186823677403,0.05,0.05,20.0,1.7697029349539055,
Matvei Petrov,Gymnastics,Men's Pommel Horse,ALB,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,15.999993550114002,0.751009949195933,0.0924800786471939,0.0,0.2499999999999999,1.5999993550113998,0.0751009949195932,0.0092480078647193,20.0,1.280845870646046,
Nikol Merizaj,Swimming,Women's 50m Freestyle,ALB,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.600258931814777,0.05,0.05,0.0,2.2745393274398102,9.625977637754048,0.05,0.05,20.0,1.8517388686002068,
Abdelhafid Benchabla,Boxing,Men's Heavy (81-91kg),ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,8.549566173022042,0.24,0.05,0.0,2.548701298884772,8.590662061801325,0.2324777954999999,0.05,20.0,2.378079135804902,
Abdelhak Kherbache,Wrestling,Men's Freestyle 57kg,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.397498691651637,9.301186823677403,0.05,0.05,20.0,1.868586973560983,
Abdelkarim Fergat,Wrestling,Men's Greco-Roman 60kg,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.397498691651637,9.301186823677403,0.05,0.05,20.0,1.868586973560983,0.0
Abdelmalek Merabet,Wrestling,Men's Greco-Roman 67kg,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.397498691651637,9.301186823677403,0.05,0.05,20.0,1.868586973560983,
Abdelmalik Lahoulou,Athletics,Men's 400m Hurdles,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,12.267214419870577,0.1525687695328635,0.1351824192430618,0.0,2.3664170512413096,12.324630790147303,0.1744698210606921,0.1315645003271964,20.0,0.9168542165239252,
Adem Boudjemline,Wrestling,Men's Greco-Roman 97kg,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.397498691651637,9.301186823677403,0.05,0.05,20.0,1.868586973560983,
Akram Bounabi,Fencing,Men's Sabre Individual,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.577355064088822,0.05,0.05,0.0,1.992640475314062,9.553929696918043,0.05,0.05,20.0,1.7129797490435754,
Ali Boudina,Rowing,Lightweight Men's Double Sculls Team,ALG,2020.0,No medal,2.0,1.0,2020.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.1405949515438,9.301186823677403,0.05,0.05,20.0,1.7498713399463637,
Amel Melih,Swimming,Women's 50m Freestyle,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.680811964792928,0.05,0.05,0.0,2.2266965722363112,9.629610574341427,0.05,0.05,20.0,1.8357925377470523,
Amel Melih,Swimming,Women's 100m Freestyle,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.680811964792928,0.05,0.05,0.0,2.2266965722363112,9.629610574341427,0.05,0.05,20.0,1.8357925377470523,
Amira Kheris,Canoeing,Women's Kayak Single 200m,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,4.000006449885999,0.3983692295859684,0.2639810968345313,0.0,0.2499999999999999,0.4000006449885998,0.0441551531660173,0.0318838327402901,20.0,0.04027437691471162,
Amira Kheris,Canoeing,Women's Kayak Single 500m,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,4.000006449885999,0.4847338337343791,0.3736955579712724,0.0,0.2499999999999999,0.4000006449885998,0.0441551531660173,0.0318838327402901,20.0,0.007998732699582681,
Azzedine Lagab,Cycling Road,Men's Road Race,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,4.000006449885999,0.5291011954741668,0.4778429522735195,0.0,0.2499999999999999,0.4000006449885998,0.062494382072758,0.030355275332843,20.0,0.0016468986649142612,
Azzedine Lagab,Cycling Road,Men's Individual Time Trial,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,4.000006449885999,0.5554234832488891,0.2046919914269958,0.0,0.2499999999999999,0.4000006449885998,0.062494382072758,0.030355275332843,20.0,0.1358663360689385,
Bachir Sid,Wrestling,Men's Greco-Roman 87kg,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.397498691651637,9.301186823677403,0.05,0.05,20.0,1.868586973560983,0.0
Chouaib Bouloudinats,Boxing,Men's Super Heavy (+91kg),ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,8.549566173022042,0.24,0.05,0.0,2.548701298884772,8.590662061801325,0.2324777954999999,0.05,20.0,2.378079135804902,
Djahid Berrahal,Wrestling,Men's Freestyle 125kg,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.397498691651637,9.301186823677403,0.05,0.05,20.0,1.868586973560983,
Fateh Benferdjallah,Wrestling,Men's Freestyle 86kg,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.397498691651637,9.301186823677403,0.05,0.05,20.0,1.868586973560983,0.0
Fethi Nourine,Judo,Men -73 kg,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,10.259425906021187,0.05,0.0747990941469082,0.0,2.212340070968998,10.1296804217929,0.05,0.0716365475073636,20.0,1.326381567587765,
Hamza Bouras,Sailing,Men's Windsurfer - RS:X,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,7.729373469037815,0.4853884849173626,0.0627979019141423,0.0,2.5,4.21285690827126,0.4086779219954712,0.1793888882213568,20.0,1.172509233786365,
Hamza Mansouri,Cycling Road,Men's Road Race,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,4.000006449885999,0.7903067834596857,0.2281233162847757,0.0,0.2499999999999999,0.4000006449885998,0.062494382072758,0.030355275332843,20.0,0.13629208171022478,
Hichem Bouchicha,Athletics,Men's 3000m Steeplechase,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,12.267214419870577,0.1525687695328635,0.1351824192430618,0.0,2.3664170512413096,12.324630790147303,0.1744698210606921,0.1315645003271964,20.0,0.9168542165239252,
Houda Chaabi,Shooting,10m Air Rifle Women,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,4.000006449885999,0.2474054507349082,0.3528505288532406,0.0,2.5,4.000006449885999,0.1924901313348705,0.2918740870926524,20.0,0.006785996819790489,0.0
Ichrak Chaib,Boxing,Women's Middle (69-75kg),ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,8.549566173022042,0.24,0.05,0.0,2.548701298884772,8.590662061801325,0.2324777954999999,0.05,20.0,2.378079135804902,
Imane Khelif,Boxing,Women's Light (57-60kg),ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,8.549566173022042,0.24,0.05,0.0,2.548701298884772,8.590662061801325,0.2324777954999999,0.05,20.0,2.378079135804902,
Kamel Ait,Rowing,Lightweight Men's Double Sculls Team,ALG,2020.0,No medal,2.0,1.0,2020.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.1405949515438,9.301186823677403,0.05,0.05,20.0,1.7498713399463637,
Kaouther Mohamed,Fencing,Women's Sabre Individual,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.577355064088822,0.05,0.05,0.0,1.992640475314062,9.553929696918043,0.05,0.05,20.0,1.7129797490435754,
Lamya Matoub,Karate,Women's Kumite +61kg,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,4.000006449885999,0.069434555860521,0.2268370973081647,0.0,0.2499999999999999,0.4000006449885998,0.006943455586052,0.0226837097308164,20.0,0.043183269264090204,
Larbi Bouriah,Table Tennis,Men's Singles,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,4.000006449885999,0.4787273308838342,0.2651579556077424,0.0,2.3245,4.030830474872767,0.252607309494493,0.150134882922043,20.0,0.051092951058618725,
Loubna Benhadja,Athletics,Women's 400m Hurdles,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,12.267214419870577,0.1525687695328635,0.1351824192430618,0.0,2.3664170512413096,12.324630790147303,0.1744698210606921,0.1315645003271964,20.0,0.9168542165239252,
Meriem Mebarki,Fencing,Women's Foil Individual,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.577355064088822,0.05,0.05,0.0,1.992640475314062,9.553929696918043,0.05,0.05,20.0,1.7129797490435754,
Mohamed Flissi,Boxing,Men's Fly (48-52kg),ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,8.549566173022042,0.24,0.05,0.0,2.548701298884772,8.590662061801325,0.2324777954999999,0.05,20.0,2.378079135804902,
Mohamed Triki,Athletics,Men's Triple Jump,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,12.267214419870577,0.1525687695328635,0.1351824192430618,0.0,2.3664170512413096,12.324630790147303,0.1744698210606921,0.1315645003271964,20.0,0.9168542165239252,
Mohammed Fardj,Wrestling,Men's Freestyle 97kg,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.397498691651637,9.301186823677403,0.05,0.05,20.0,1.868586973560983,
Mohammed Houmri,Boxing,Men's Light Heavy (75-81kg),ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,8.549566173022042,0.24,0.05,0.0,2.548701298884772,8.590662061801325,0.2324777954999999,0.05,20.0,2.378079135804902,
Nadjet Berrichi,Sailing,Women's Windsurfer - RS:X,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,4.527648598439394,0.8195452752140483,0.181009029038637,0.0,2.5,4.21285690827126,0.4086779219954712,0.1793888882213568,20.0,0.32794089359884715,
Nefissa Cherouati,Marathon Swimming,Women's 10km,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,4.000006449885999,0.3789852261055478,0.3462645394185257,0.0,0.2499999999999999,0.4000006449885998,0.0378985226105547,0.0346264539418525,20.0,0.010356552788216926,
Oussama Sahnoune,Swimming,Men's 50m Freestyle,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.680811964792928,0.05,0.05,0.0,2.2266965722363112,9.629610574341427,0.05,0.05,20.0,1.8357925377470523,
Oussama Sahnoune,Swimming,Men's 100m Freestyle,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.680811964792928,0.05,0.05,0.0,2.2266965722363112,9.629610574341427,0.05,0.05,20.0,1.8357925377470523,
Roumaysa Boualam,Boxing,Women's Fly (48-51kg),ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,8.549566173022042,0.24,0.05,0.0,2.548701298884772,8.590662061801325,0.2324777954999999,0.05,20.0,2.378079135804902,
Salim Heroui,Fencing,Men's Foil Individual,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.577355064088822,0.05,0.05,0.0,1.992640475314062,9.553929696918043,0.05,0.05,20.0,1.7129797490435754,0.0
Sonia Asselah,Judo,Women +78 kg,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,10.259425906021187,0.05,0.0747990941469082,0.0,2.212340070968998,10.1296804217929,0.05,0.0716365475073636,20.0,1.326381567587765,
Walid Bidani,Weightlifting,Men's +109kg,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.243290016414228,9.301186823677403,0.05,0.05,20.0,1.797326895439911,
Yassine Hethat,Athletics,Men's 800m,ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,12.267214419870577,0.1525687695328635,0.1351824192430618,0.0,2.3664170512413096,12.324630790147303,0.1744698210606921,0.1315645003271964,20.0,0.9168542165239252,
Younes Nemouchi,Boxing,Men's Middle (69-75kg),ALG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,8.549566173022042,0.24,0.05,0.0,2.548701298884772,8.590662061801325,0.2324777954999999,0.05,20.0,2.378079135804902,
Monica Doria,Canoeing,Women's Kayak,AND,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,4.000006449885999,0.32801098723729,0.2728317309717341,0.0,2.3245,4.000006449885999,0.6591982689153889,0.2952260852978653,20.0,0.028541196482265687,
Monica Doria,Canoeing,Women's Canoe,AND,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,4.000006449885999,0.1208753762626047,0.4294050836104661,0.0,2.3245,4.000006449885999,0.6591982689153889,0.2952260852978653,20.0,0.0016699677761221217,
Pol Moya,Athletics,Men's 800m,AND,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,10.366522142083817,0.05,0.05,0.0,2.278718038732356,10.247142690440295,0.05,0.05,20.0,1.950489291379597,
Albertina Kassoma,Handball,Women Team,ANG,2020.0,No medal,14.0,1.0,2020.0,16.0,2.5,6.409470567279124,0.0645812086348215,0.1921927081562416,0.0,2.384313934648727,6.342011734948954,0.0644423950913186,0.1906861899293375,20.0,0.11744138979064257,
Aveni Miguel,Athletics,Men's 100m,ANG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.692535316568575,0.05,0.05,0.0,2.269886124469011,9.74330973100296,0.05,0.05,20.0,1.8629051961855816,
Azenaide Carlos,Handball,Women Team,ANG,2020.0,No medal,14.0,1.0,2020.0,16.0,2.5,6.409470567279124,0.0645812086348215,0.1921927081562416,0.0,2.384313934648727,6.342011734948954,0.0644423950913186,0.1906861899293375,20.0,0.11744138979064257,
Catarina Sousa,Swimming,Women's 100m Freestyle,ANG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.562085818938186,0.05,0.05,0.0,2.284651212863552,9.52247735970297,0.05,0.05,20.0,1.8483617990059598,
Diassonema Mucungui,Judo,Women -57 kg,ANG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,10.917595110803644,0.05,0.05,0.0,1.6187790782501312,10.917595110803644,0.05,0.05,20.0,1.683449045144314,
Helena Paulo,Handball,Women Team,ANG,2020.0,No medal,14.0,1.0,2020.0,16.0,2.5,6.409470567279124,0.0645812086348215,0.1921927081562416,0.0,2.384313934648727,6.342011734948954,0.0644423950913186,0.1906861899293375,20.0,0.11744138979064257,
Helena Sousa,Handball,Women Team,ANG,2020.0,No medal,14.0,1.0,2020.0,16.0,2.5,6.409470567279124,0.0645812086348215,0.1921927081562416,0.0,2.384313934648727,6.342011734948954,0.0644423950913186,0.1906861899293375,20.0,0.11744138979064257,
Isabel Guialo,Handball,Women Team,ANG,2020.0,No medal,14.0,1.0,2020.0,16.0,2.5,6.409470567279124,0.0645812086348215,0.1921927081562416,0.0,2.384313934648727,6.342011734948954,0.0644423950913186,0.1906861899293375,20.0,0.11744138979064257,
Juliana Machado,Handball,Women Team,ANG,2020.0,No medal,14.0,1.0,2020.0,16.0,2.5,6.409470567279124,0.0645812086348215,0.1921927081562416,0.0,2.384313934648727,6.342011734948954,0.0644423950913186,0.1906861899293375,20.0,0.11744138979064257,
Liliana Venancio,Handball,Women Team,ANG,2020.0,No medal,14.0,1.0,2020.0,16.0,2.5,6.409470567279124,0.0645812086348215,0.1921927081562416,0.0,2.384313934648727,6.342011734948954,0.0644423950913186,0.1906861899293375,20.0,0.11744138979064257,
Magda Cazanga,Handball,Women Team,ANG,2020.0,No medal,14.0,1.0,2020.0,16.0,2.5,6.409470567279124,0.0645812086348215,0.1921927081562416,0.0,2.384313934648727,6.342011734948954,0.0644423950913186,0.1906861899293375,20.0,0.11744138979064257,
Marilia Quizelete,Handball,Women Team,ANG,2020.0,No medal,14.0,1.0,2020.0,16.0,2.5,6.409470567279124,0.0645812086348215,0.1921927081562416,0.0,2.384313934648727,6.342011734948954,0.0644423950913186,0.1906861899293375,20.0,0.11744138979064257,
Matias Montinho,Sailing,Men's Two Person Dinghy - 470 Team,ANG,2020.0,No medal,2.0,1.0,2020.0,16.0,2.5,4.000006449885999,0.7329792779117674,0.2380752351931275,0.0,2.0878807749999995,4.138798056884308,0.4400722825421012,0.2278437561273987,20.0,0.10026758164684099,
Natalia Fonseca,Handball,Women Team,ANG,2020.0,No medal,14.0,1.0,2020.0,16.0,2.5,6.409470567279124,0.0645812086348215,0.1921927081562416,0.0,2.384313934648727,6.342011734948954,0.0644423950913186,0.1906861899293375,20.0,0.11744138979064257,
Natalia Santos,Handball,Women Team,ANG,2020.0,No medal,14.0,1.0,2020.0,16.0,2.5,6.409470567279124,0.0645812086348215,0.1921927081562416,0.0,2.384313934648727,6.342011734948954,0.0644423950913186,0.1906861899293375,20.0,0.11744138979064257,
Paixao Afonso,Sailing,Men's Two Person Dinghy - 470 Team,ANG,2020.0,No medal,2.0,1.0,2020.0,16.0,2.5,4.000006449885999,0.4307131152052044,0.1511216607564157,0.0,2.0878807749999995,4.138798056884308,0.4400722825421012,0.2278437561273987,20.0,0.24779974111704975,
Salvador Gordo,Swimming,Men's 100m Butterfly,ANG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.562085818938186,0.05,0.05,0.0,2.284651212863552,9.52247735970297,0.05,0.05,20.0,1.8483617990059598,
Stelvia Pascoal,Handball,Women Team,ANG,2020.0,No medal,14.0,1.0,2020.0,16.0,2.5,6.409470567279124,0.0645812086348215,0.1921927081562416,0.0,2.384313934648727,6.342011734948954,0.0644423950913186,0.1906861899293375,20.0,0.11744138979064257,
Teresa Almeida,Handball,Women Team,ANG,2020.0,No medal,14.0,1.0,2020.0,16.0,2.5,6.409470567279124,0.0645812086348215,0.1921927081562416,0.0,2.384313934648727,6.342011734948954,0.0644423950913186,0.1906861899293375,20.0,0.11744138979064257,
Wuta Dombaxi,Handball,Women Team,ANG,2020.0,No medal,14.0,1.0,2020.0,16.0,2.5,6.409470567279124,0.0645812086348215,0.1921927081562416,0.0,2.384313934648727,6.342011734948954,0.0644423950913186,0.1906861899293375,20.0,0.11744138979064257,
Alston Ryan,Boxing,Men's Light (57-63kg),ANT,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,4.000006449885999,0.6408843903518234,0.3840675542397,0.0,0.2499999999999999,0.4000006449885998,0.0640884390351823,0.0384067554239699,20.0,0.00865344731334642,
Cejhae Greene,Athletics,Men's 100m,ANT,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,10.440062247023974,0.05,0.05,0.0,2.379523964175306,10.440062247023974,0.05,0.05,20.0,2.0187045237244186,0.0
Jalese Gordon,Sailing,Women's One Person Dinghy - Laser Radial,ANT,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,1.3212130183863262,9.301186823677403,0.05,0.05,20.0,1.3712336240208183,
Joella Lloyd,Athletics,Women's 100m,ANT,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,10.440062247023974,0.05,0.05,0.0,2.379523964175306,10.440062247023974,0.05,0.05,20.0,2.0187045237244186,0.0
Samantha Roberts,Swimming,Women's 50m Freestyle,ANT,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,4.000006449885999,0.2398435880666514,0.2705526018394281,0.0,2.5,4.000006449885999,0.4007049669160798,0.3059732294571882,20.0,0.025103996402170193,
Stefano Mitchell,Swimming,Men's 100m Freestyle,ANT,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,4.000006449885999,0.0601841257601156,0.2757121510752574,0.0,2.5,4.000006449885999,0.4007049669160798,0.3059732294571882,20.0,0.01731068321707194,
Abigail Magistrati,Gymnastics,Women's All-Around,ARG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,4.000006449885999,0.3408764944005893,0.3123739032193339,0.0,2.466925,4.601432210801198,0.5586944696667382,0.2762947530838383,20.0,0.015768323314833268,
Abigail Magistrati,Gymnastics,Women's Vault,ARG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,5.324815816920111,0.9565173853342056,0.1796338925642182,0.0,2.466925,4.601432210801198,0.5586944696667382,0.2762947530838383,20.0,0.3427547923449254,
Abigail Magistrati,Gymnastics,Women's Uneven Bars,ARG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,4.000006449885999,0.6551643572758854,0.4611340384158439,0.0,2.466925,4.601432210801198,0.5586944696667382,0.2762947530838383,20.0,0.002419759525550199,
Abigail Magistrati,Gymnastics,Women's Balance Beam,ARG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,15.999993550114002,0.8364960741246702,0.0964218563581986,0.0,2.466925,4.601432210801198,0.5586944696667382,0.2762947530838383,20.0,1.105812349171734,
Abigail Magistrati,Gymnastics,Women's Floor Exercise,ARG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,4.000006449885999,0.6281712042982682,0.3152576897076486,0.0,2.466925,4.601432210801198,0.5586944696667382,0.2762947530838383,20.0,0.023908762984697306,
Adolfo Gaich,Football,Men Team,ARG,2020.0,No medal,22.0,1.0,2020.0,16.0,2.5,4.000006449885999,0.0773151914454127,0.3995862598352108,0.0,5.808047602631579,4.000006449885999,0.0773831975062255,0.3990967852117154,20.0,0.002393996000335221,
Agostina Alonso,Hockey,Women Team,ARG,2020.0,Silver,18.0,6.0,2020.0,16.0,7.5,10.485762716865077,0.1847597727418288,0.1146473812243227,0.0,5.06371551661503,10.702635957126676,0.1565162694577486,0.1240701980672908,20.0,3.916031336729199,
Agustin Arregui,Boxing,Men's Welter (63-69kg),ARG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.3084221320885394,9.301186823677403,0.05,0.05,20.0,1.8274245513856398,
Agustin Loser,Volleyball,Men Team,ARG,2020.0,Bronze,12.0,4.0,2020.0,16.0,5.5,9.382412776739583,0.05,0.05,0.0,2.38262876985272,9.381711289102448,0.05,0.05,20.0,4.119410554787017,
Agustin Urzi,Football,Men Team,ARG,2020.0,No medal,22.0,1.0,2020.0,16.0,2.5,4.000006449885999,0.0773151914454127,0.3995862598352108,0.0,5.808047602631579,4.000006449885999,0.0773831975062255,0.3990967852117154,20.0,0.002393996000335221,
Agustin Vernice,Canoeing,Men's Kayak Single 1000m,ARG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.496861070122993,0.05,0.05,0.0,2.3836391126006897,9.481150932763764,0.05,0.05,20.0,1.8875041286275267,0.0
Agustina Albertarrio,Hockey,Women Team,ARG,2020.0,Silver,18.0,6.0,2020.0,16.0,7.5,10.485762716865077,0.1847597727418288,0.1146473812243227,0.0,5.06371551661503,10.702635957126676,0.1565162694577486,0.1240701980672908,20.0,3.916031336729199,
Agustina Gorzelany,Hockey,Women Team,ARG,2020.0,Silver,18.0,6.0,2020.0,16.0,7.5,10.485762716865077,0.1847597727418288,0.1146473812243227,0.0,5.06371551661503,10.702635957126676,0.1565162694577486,0.1240701980672908,20.0,3.916031336729199,
Alberto Mourino,Handball,Men Team,ARG,2020.0,No medal,16.0,1.0,2020.0,16.0,2.5,4.000006449885999,0.0791219727107517,0.295220497960543,0.0,2.5,4.000006449885999,0.0791219727107517,0.295220497960543,20.0,0.012930427301406738,
Alejandro Destribats,Wrestling,Men's Freestyle 65kg,ARG,2020.0,No medal,1.0,1.0,2020.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,1.8263673874111253,9.301186823677403,0.05,0.05,20.0,1.604666274580128,
Alejandro Mazzilli,Hockey,Men Team,ARG,2020.0,No medal,18.0,1.0,2020.0,16.0,2.5,10.485762716865077,0.1847597727418288,0.1146473812243227,0.0,5.06371551661503,10.702635957126676,0.1565162694577486,0.1240701980672908,20.0,1.3053437789097329,
Alejandro Rey,Hockey,Men Team,ARG,2020.0,No medal,18.0,1.0,2020.0,16.0,2.5,10.485762716865077,0.1847597727418288,0.1146473812243227,0.0,5.06371551661503,10.702635957126676,0.1565162694577486,0.1240701980672908,20.0,1.3053437789097329,
Alejandro Simonet,Handball,Men Team,ARG,2020.0,No medal,16.0,1.0,2020.0,16.0,2.5,4.000006449885999,0.0791219727107517,0.295220497960543,0.0,2.5,4.000006449885999,0.0791219727107517,0.295220497960543,20.0,0.012930427301406738,
Amado Azaad,Beach Volleyball,Men Team,ARG,2020.0,No medal,2.0,1.0,2020.0,16.0,2.5,9.87062453535069,0.05,0.05,0.0,2.033747271885721,9.87464553224947,0.05,0.05,20.0,1.7694980583678084,
