Sport,NOC,First Year,p_max,a_max,alpha,beta
Judo,ALG,1996.0,2.5,9.301186823677403,0.05,0.05
Rowing,ALG,1996.0,2.5,15.999993550114002,0.7995662362478917,0.0985668620781554
Swimming,ALG,1992.0,2.5,4.000006449885999,0.21245638067840392,0.28772205232117426
Swimming,ALG,1996.0,2.5,4.000006449885999,0.12835232667183794,0.28246115697435953
Volleyball,ALG,1992.0,2.5,4.000006449885999,0.3197522075824154,0.29193142873435785
Weightlifting,ALG,1992.0,1.4437433736368646,9.301186823677403,0.05,0.05
Weightlifting,ALG,1996.0,2.5,9.301186823677403,0.05,0.05
Wrestling,ALG,1992.0,1.9718716868184323,9.301186823677403,0.05,0.05
Wrestling,ALG,1996.0,2.5,9.301186823677403,0.05,0.05
Athletics,AND,1992.0,2.5,4.000006449885999,0.4127151414324855,0.1843758860296958
Athletics,AND,1996.0,2.5,5.943633744799418,0.915790345155558,0.1540791745453591
Cycling,AND,1992.0,2.5,4.000006449885999,0.4834538656901028,0.29321434630922905
Judo,AND,1992.0,2.5,4.000006449885999,0.7076350604634914,0.257821648530609
Judo,AND,1996.0,2.5,4.000006449885999,0.1505114398801911,0.3256259542152955
Sailing,AND,1992.0,1.4437433736368646,9.301186823677403,0.05,0.05
Sailing,AND,1996.0,2.5,9.301186823677403,0.05,0.05
Shooting,AND,1992.0,2.5,5.899058407402241,0.9726490495383991,0.1648820891065262
Shooting,AND,1996.0,2.5,4.000006449885999,0.3393532856319222,0.3892096719916119
Swimming,AND,1996.0,2.5,4.000006449885999,0.42707791208441076,0.1914474636009335
Athletics,ANG,1992.0,2.3491061962338375,9.301186823677403,0.05,0.05
Athletics,ANG,1996.0,2.5,9.301186823677403,0.05,0.05
Basketball,ANG,1992.0,2.5,4.000006449885999,0.07649764910185271,0.2200829082574835
Basketball,ANG,1996.0,2.5,4.000006449885999,0.0764976491018527,0.22008290825748347
Boxing,ANG,1992.0,2.5,4.000006449885999,0.3487318644820223,0.3324037082174464
Handball,ANG,1996.0,2.5,5.0866236404112914,0.5837459362351762,0.2374355560511403
Judo,ANG,1992.0,2.5,4.974907591851358,0.2684487739033222,0.12505625450365657
Sailing,ANG,1992.0,2.5,7.226219967451745,0.6696610079443701,0.28500512388455734
Shooting,ANG,1996.0,2.5,4.000006449885999,0.9861364429714212,0.2648915282828344
Swimming,ANG,1992.0,2.3239572289394776,9.301186823677403,0.05000000000000001,0.05000000000000001
Swimming,ANG,1996.0,2.5,9.301186823677403,0.05,0.05
Athletics,ANT,1992.0,2.1982123924676755,9.301186823677403,0.05,0.05
Athletics,ANT,1996.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001
Canoeing,ANT,1996.0,2.5,4.537857636610948,0.1849519150000127,0.22390287371892212
Cycling,ANT,1992.0,2.5,4.000006449885999,0.5346437128035636,0.3496036674349839
Cycling,ANT,1996.0,2.5,4.000006449885999,0.1026537866624986,0.3863726462081712
Sailing,ANT,1992.0,2.5,4.000006449885999,0.3633293943838501,0.19910642951336596
Sailing,ANT,1996.0,2.5,4.000006449885999,0.3576585849952133,0.1049056165195555
Athletics,ARG,1992.0,2.2359358434092163,9.301186823677403,0.05,0.05
Athletics,ARG,1996.0,2.5,9.301186823677403,0.05,0.05
Basketball,ARG,1996.0,2.5,4.075474694380491,0.4555587179503205,0.3038219287036049
Beach Volleyball,ARG,1996.0,2.5,4.000006449885999,0.20076831269284523,0.47310636812783174
Boxing,ARG,1992.0,2.5,4.000006449885999,0.8302931653549521,0.3382291826159209
Boxing,ARG,1996.0,3.1,4.000006449885999,0.47391337075963025,0.2599131525009234
Canoeing,ARG,1992.0,2.5,5.714290321347142,0.4060459218766666,0.2648017723741718
Canoeing,ARG,1996.0,2.5,4.371627644303093,0.761750437260901,0.2682888387054376
Cycling,ARG,1992.0,2.5,4.279703706023248,0.5168431856681804,0.22226510352675333
Cycling,ARG,1996.0,2.5,4.000006449885999,0.4744437641757118,0.34021112718804725
Diving,ARG,1992.0,2.5,4.0275870682122825,0.6915197593044958,0.3398004410652429
Equestrian,ARG,1996.0,2.5,4.222939147435519,0.5896506127296753,0.28417124245795805
Fencing,ARG,1992.0,2.288748674727373,9.301186823677403,0.05,0.05
Fencing,ARG,1996.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001
Football,ARG,1996.0,7.5,5.392439016955469,0.5290599355771891,0.2720916483306185
Gymnastics,ARG,1992.0,2.5,4.635257633594379,0.5582820156930053,0.2486464526194375
Gymnastics,ARG,1996.0,2.5,4.048250335868519,0.5614931363352264,0.28820852950883186
Hockey,ARG,1992.0,2.103903765113824,9.301186823677403,0.05,0.05
Hockey,ARG,1996.0,2.5,9.301186823677403,0.05,0.05
Judo,ARG,1992.0,2.030552610505273,9.301186823677403,0.05,0.05
Judo,ARG,1996.0,2.5,9.301186823677403,0.05,0.05
Rowing,ARG,1992.0,2.3239572289394776,9.301186823677403,0.05000000000000001,0.05000000000000001
Rowing,ARG,1996.0,2.5,9.301186823677403,0.05,0.05
Sailing,ARG,1992.0,2.3693576861655936,4.0,1.0,0.05
Sailing,ARG,1996.0,2.5,4.0,1.0,0.05
Shooting,ARG,1992.0,2.288748674727373,6.650596636781701,0.05234562592770642,0.0594467454233897
Shooting,ARG,1996.0,2.5,6.650596636781701,0.0523456259277064,0.0594467454233897
Swimming,ARG,1992.0,2.5,4.387657547985533,0.38505771681177,0.25388465427510776
Swimming,ARG,1996.0,2.5,4.662740251028034,0.5133006627391823,0.28180207845283617
Table Tennis,ARG,1992.0,2.5,4.000006449885999,0.4294693408016659,0.44839583124091237
Tennis,ARG,1992.0,2.3331230120910593,11.980229824263173,0.05,0.12439728244072452
Tennis,ARG,1996.0,2.5,11.980229824263171,0.05000000000000001,0.1243972824407245
Volleyball,ARG,1996.0,2.5,4.3505787469505535,0.5450002606531749,0.30783046480049864
Weightlifting,ARG,1992.0,1.9718716868184323,9.301186823677403,0.05,0.05
Weightlifting,ARG,1996.0,2.5,9.301186823677403,0.05,0.05
Wrestling,ARG,1992.0,2.5,5.210200301522918,0.6049941329045643,0.1161172514100007
Wrestling,ARG,1996.0,2.5,4.000006449885999,0.5453669410428434,0.2397571604532276
Athletics,ARM,1996.0,2.5,4.000006449885999,0.4745133714826781,0.32592139919328156
Boxing,ARM,1996.0,2.5,4.000006449885999,0.42386060048673324,0.32072085744176215
Cycling,ARM,1996.0,2.5,4.000006449885999,0.2242012201765042,0.0577098122419246
Diving,ARM,1996.0,2.5,4.754716169639646,0.39904861890441345,0.24827534038555105
Gymnastics,ARM,1996.0,2.5,4.251702173228667,0.540766054640614,0.2865146721293997
Judo,ARM,1996.0,2.5,4.563913713056736,0.3910708896119684,0.0856876176085909
Shooting,ARM,1992.0,1.0,20.025914740430363,0.05,0.5746731908605741
Swimming,ARM,1996.0,2.5,4.000006449885999,0.6046029851881309,0.050926651150041
Tennis,ARM,1996.0,2.5,4.000006449885999,0.3736694242595219,0.469496844673434
Weightlifting,ARM,1992.0,1.0,20.025914740430363,0.05,0.5746731908605741
Weightlifting,ARM,1996.0,2.5,20.025914740430363,0.05,0.5746731908605741
Wrestling,ARM,1996.0,4.25,4.000006449885999,0.7032945454645132,0.36411009317034626
Athletics,ARU,1992.0,2.5,4.519341207291593,0.6811243102174303,0.29537669843341435
Athletics,ARU,1996.0,2.5,15.999993550114002,0.5172919908779942,0.0578151839515191
Cycling,ARU,1992.0,1.9718716868184323,9.301186823677403,0.05,0.05
Sailing,ARU,1992.0,2.5,4.000006449885999,0.9558710074196456,0.4895741716829236
Weightlifting,ARU,1996.0,2.5,4.000006449885999,0.7857307429016847,0.3332073382235016
Athletics,ASA,1996.0,2.5,4.000006449885999,0.5541356303696061,0.45588669806858717
Boxing,ASA,1992.0,1.9718716868184323,9.301186823677403,0.05,0.05
Sailing,ASA,1996.0,2.5,4.000006449885999,0.8342092087136498,0.3964371372337045
Weightlifting,ASA,1992.0,1.4437433736368646,9.301186823677403,0.05,0.05
Wrestling,ASA,1996.0,2.5,4.000006449885999,0.6599891685024724,0.4491662832530363
Archery,AUS,1992.0,2.147914457878955,9.301186823677403,0.05000000000000001,0.05000000000000001
Archery,AUS,1996.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001
Athletics,AUS,1992.0,2.007789481211221,9.871185263536947,0.15,0.08132517155398925
Athletics,AUS,1996.0,2.5,9.87118526353695,0.15,0.08132517155398922
Badminton,AUS,1992.0,2.2359358434092163,9.301186823677403,0.05,0.05
Badminton,AUS,1996.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001
Baseball,AUS,1996.0,2.5,4.152051702561153,0.5429933020327629,0.28364620105647037
Basketball,AUS,1992.0,1.9718716868184323,9.301186823677403,0.05000000000000001,0.05000000000000001
Basketball,AUS,1996.0,4.5,9.301186823677403,0.05,0.05
Beach Volleyball,AUS,1996.0,3.5,6.2742597738962855,0.5782915042282346,0.23361756129210123
Boxing,AUS,1992.0,2.147914457878955,9.301186823677403,0.05000000000000001,0.05000000000000001
Boxing,AUS,1996.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001
Canoeing,AUS,1992.0,2.44105998040245,12.3349429353745,0.40625,0.1597462654421385
Canoeing,AUS,1996.0,2.6875,12.3349429353745,0.40625,0.1597462654421385
Cycling,AUS,1992.0,3.402921262264949,13.908747001412948,0.05420436498905972,0.3996311386211201
Cycling,AUS,1996.0,3.5952380952380953,13.908747001412948,0.0542043649890597,0.3996311386211201
Diving,AUS,1992.0,2.2359358434092163,9.301186823677403,0.05,0.05
Diving,AUS,1996.0,2.5,9.301186823677403,0.05,0.05
Equestrian,AUS,1992.0,8.035226067933975,6.6505966367817,0.05919511949437561,0.1567253653225091
Equestrian,AUS,1996.0,4.0,6.6505966367817,0.05919511949437559,0.1567253653225091
Fencing,AUS,1992.0,2.5,4.648130101807293,0.9672043564542121,0.27301341912728644
Fencing,AUS,1996.0,2.5,4.000006449885999,0.7130078213722512,0.3172303731549855
Football,AUS,1992.0,2.5,4.000006449885999,0.0959933826738901,0.4690613799476454
Football,AUS,1996.0,2.5,4.000006449885999,0.0959933826738901,0.4690613799476454
Gymnastics,AUS,1992.0,2.3280512468711176,9.301186823677403,0.049999999999999996,0.049999999999999996
Gymnastics,AUS,1996.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001
Hockey,AUS,1992.0,3.6473442658161237,17.013414379388667,0.4933333333333333,0.08069435845716892
Hockey,AUS,1996.0,8.676470588235293,17.013414379388667,0.49333333333333335,0.0806943584571689
Judo,AUS,1992.0,1.9718716868184323,9.301186823677403,0.05,0.05
Judo,AUS,1996.0,2.5,9.301186823677403,0.05,0.05
Modern Pentathlon,AUS,1992.0,2.5,4.2111111181581995,0.6182408949125294,0.24461319450994135
Modern Pentathlon,AUS,1996.0,2.5,15.999993550114002,0.4861066454743369,0.0528754451736628
Rowing,AUS,1992.0,3.5665912871550525,20.438048064630863,0.2946212424795096,0.1374455318100957
Rowing,AUS,1996.0,3.9878048780487805,20.438048064630863,0.2946212424795096,0.1374455318100957
Sailing,AUS,1992.0,2.54974047625245,7.097272232484252,0.525,0.05
Sailing,AUS,1996.0,3.0,7.097272232484251,0.525,0.05
Shooting,AUS,1992.0,1.9718716868184323,9.301186823677403,0.05,0.05
Shooting,AUS,1996.0,3.9,9.301186823677403,0.05,0.05
Softball,AUS,1996.0,5.5,4.427256565299037,0.5684860108224069,0.2454868661919203
Swimming,AUS,1992.0,2.716411873544697,10.878140057473937,0.12194216141898792,0.16580060112257383
Swimming,AUS,1996.0,3.7222222222222223,10.878140057473937,0.1219421614189879,0.16580060112257378
Synchronized Swimming,AUS,1992.0,2.5,4.000006449885999,0.6655598949381238,0.3802753660721154
Table Tennis,AUS,1992.0,2.5,4.429241629061714,0.38472848696245515,0.27892219069732993
Table Tennis,AUS,1996.0,2.5,4.14911452452759,0.5802686970255234,0.3359708824567843
Tennis,AUS,1992.0,2.8208892739474996,8.178953874829778,0.2875,0.05
Tennis,AUS,1996.0,4.75,8.178953874829778,0.2875,0.05
Water Polo,AUS,1992.0,2.5,4.000006449885999,0.6172800689097897,0.3553231019002107
Weightlifting,AUS,1992.0,1.7078075302276483,9.301186823677403,0.05,0.05
Weightlifting,AUS,1996.0,3.25,9.301186823677403,0.05,0.05
Wrestling,AUS,1992.0,2.5,4.257660086370695,0.6999672787136425,0.32707362740919343
Wrestling,AUS,1996.0,2.5,5.380206459863343,0.4321403590056439,0.24420235385734645
Athletics,AUT,1992.0,2.1697716295400196,10.331841436626371,0.2083333333333333,0.1374455318100957
Athletics,AUT,1996.0,2.5,10.331841436626371,0.2083333333333333,0.1374455318100957
Badminton,AUT,1992.0,2.2359358434092163,9.301186823677403,0.05,0.05
Canoeing,AUT,1992.0,1.9718716868184323,9.301186823677403,0.05,0.05
Canoeing,AUT,1996.0,2.5,9.301186823677403,0.05,0.05
Cycling,AUT,1992.0,1.6549946989094917,9.301186823677403,0.05,0.05
Cycling,AUT,1996.0,2.5,9.301186823677403,0.05,0.05
Diving,AUT,1992.0,2.5,4.000006449885999,0.48485721338544685,0.38793167091071545
Diving,AUT,1996.0,2.5,4.000006449885999,0.4527632850266294,0.3634587958082746
Equestrian,AUT,1992.0,3.883290120549543,14.65627916950718,0.05,0.2489352372648674
Equestrian,AUT,1996.0,2.5,14.656279169507181,0.05,0.2489352372648674
Fencing,AUT,1992.0,2.288748674727373,6.650596636781701,0.05892601696676013,0.11813416457058253
Fencing,AUT,1996.0,2.5,6.6505966367817,0.0589260169667601,0.1181341645705825
Gymnastics,AUT,1996.0,2.5,4.000006449885999,0.5330727375920137,0.23253772902137348
Handball,AUT,1992.0,2.5,4.545672033351155,0.5720214720727335,0.25878101950488985
Judo,AUT,1992.0,2.5,4.226199473035001,0.5562495957334921,0.2876397918019428
Judo,AUT,1996.0,2.5,4.347534927961776,0.6611288002869977,0.29146143112455064
Rowing,AUT,1992.0,2.1629565663545756,16.44130995145044,0.05000000000000001,0.3152469830198233
Rowing,AUT,1996.0,2.5,16.44130995145044,0.05,0.3152469830198233
Sailing,AUT,1992.0,2.2562484708392763,9.301186823677403,0.05,0.05
Sailing,AUT,1996.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001
Shooting,AUT,1992.0,2.5935679251632746,5.32529993086235,0.3026563425851955,0.20253879566097613
Shooting,AUT,1996.0,2.5,5.32529993086235,0.3026563425851955,0.2025387956609761
Swimming,AUT,1992.0,2.288748674727373,9.301186823677403,0.05,0.05
Swimming,AUT,1996.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001
Synchronized Swimming,AUT,1992.0,2.5,4.000006449885999,0.5665198373349023,0.18854889853115167
Table Tennis,AUT,1992.0,1.7958289157579097,9.301186823677403,0.05000000000000001,0.05000000000000001
Table Tennis,AUT,1996.0,2.5,9.301186823677403,0.05,0.05
Tennis,AUT,1992.0,2.3491061962338375,9.301186823677403,0.05,0.05
Wrestling,AUT,1992.0,2.5,4.000006449885999,0.49704921468353686,0.0712489965184242
Athletics,AZE,1996.0,2.5,4.000006449885999,0.6800763156596261,0.4547039502362298
Boxing,AZE,1996.0,2.5,4.531733791507591,0.6011252161484979,0.30356757842208937
Diving,AZE,1996.0,2.5,4.000006449885999,0.6786407180660298,0.3594643857635842
Fencing,AZE,1996.0,2.5,4.000006449885999,0.2020464517608953,0.2044717240378342
Judo,AZE,1992.0,1.0,20.025914740430363,0.05,0.5746731908605741
Judo,AZE,1996.0,2.5,20.025914740430363,0.05,0.5746731908605741
Shooting,AZE,1996.0,2.5,4.000006449885999,0.6518938317669883,0.3374960223296936
Swimming,AZE,1996.0,2.5,4.000006449885999,0.1568629361234131,0.4279067402976327
Weightlifting,AZE,1996.0,2.5,4.535494236041776,0.8221093419914443,0.2702550931998348
Wrestling,AZE,1992.0,1.4437433736368646,9.301186823677403,0.05,0.05
Wrestling,AZE,1996.0,3.2142857142857144,9.301186823677403,0.05,0.05
Athletics,BAH,1992.0,1.9812477912122881,11.980229824263173,0.05,0.12439728244072452
Athletics,BAH,1996.0,3.5,11.980229824263171,0.05,0.1243972824407245
Sailing,BAH,1992.0,2.5,4.61032123246928,0.6379890612496244,0.30783865166861873
Sailing,BAH,1996.0,2.5,4.000006449885999,0.6632666600068312,0.3670591294750986
Swimming,BAH,1992.0,2.2359358434092163,9.301186823677403,0.05,0.05
Tennis,BAH,1992.0,1.7958289157579097,9.301186823677403,0.05000000000000001,0.05000000000000001
Tennis,BAH,1996.0,2.5,9.301186823677403,0.05,0.05
Athletics,BAN,1992.0,2.5,4.243154505841613,0.4173952140678588,0.3129066533227433
Athletics,BAN,1996.0,2.5,4.3773985261189905,0.4517581275076962,0.17225777818106847
Shooting,BAN,1992.0,2.5,4.000006449885999,0.6386560412154476,0.3063725091497756
Shooting,BAN,1996.0,2.5,4.000006449885999,0.8701561849487498,0.4742033986755356
Swimming,BAN,1992.0,2.5,4.000006449885999,0.1638840638579147,0.111596667968423
Swimming,BAN,1996.0,2.5,4.000006449885999,0.2956095475393674,0.2963161418171736
Athletics,BAR,1992.0,2.5,4.019124620603494,0.5692861346075702,0.32434647769335206
Athletics,BAR,1996.0,2.5,4.000006449885999,0.4311851341509877,0.29702891481108723
Boxing,BAR,1992.0,2.5,4.000006449885999,0.511280562988175,0.31737371567852607
Boxing,BAR,1996.0,2.5,4.000006449885999,0.4134266602194443,0.3631740440698667
Cycling,BAR,1992.0,2.5,4.000006449885999,0.7114166302886533,0.3264415098103244
Gymnastics,BAR,1996.0,2.5,4.452011341065594,0.6444277212354338,0.20401132136336012
Judo,BAR,1996.0,2.5,4.000006449885999,0.9667156681369312,0.4682029410643078
Sailing,BAR,1992.0,2.5,4.000006449885999,0.32166860673866743,0.24737933106274604
Sailing,BAR,1996.0,2.5,4.000006449885999,0.13183905220931325,0.3101234698636512
Shooting,BAR,1992.0,2.5,4.000006449885999,0.3131791904467829,0.2695199605853746
Shooting,BAR,1996.0,2.5,4.000006449885999,0.4819817606040616,0.1454203548371177
Swimming,BAR,1996.0,2.5,4.000006449885999,0.4880100634023904,0.40186636698995015
Athletics,BDI,1996.0,3.7857142857142856,4.2848005768923185,0.4518779530644527,0.31666099078998894
Archery,BEL,1992.0,1.4437433736368646,9.301186823677403,0.05,0.05
Athletics,BEL,1992.0,2.2359358434092163,9.301186823677403,0.05,0.05
Athletics,BEL,1996.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001
Badminton,BEL,1992.0,2.5,13.05839308262139,0.999533803491082,0.1522189729779821
Boxing,BEL,1992.0,2.5,4.000006449885999,0.5233606553953389,0.215511805252244
Canoeing,BEL,1992.0,2.5,4.000006449885999,0.6512853268803416,0.4186728048479278
Canoeing,BEL,1996.0,2.5,4.000006449885999,0.1814860977434413,0.26856140551600766
Cycling,BEL,1992.0,2.8333333333333335,4.150487712299464,0.4300959827019694,0.3097544358483002
Cycling,BEL,1996.0,2.5,4.521885084631796,0.59193985018268,0.27793894114381984
Diving,BEL,1992.0,2.5,4.000006449885999,0.9956602237267694,0.2765568646087226
Equestrian,BEL,1992.0,2.4378672572727567,6.650596636781701,0.0590779622333796,0.1363848157355465
Equestrian,BEL,1996.0,2.5,6.650596636781701,0.0590779622333796,0.1363848157355465
Gymnastics,BEL,1992.0,2.3239572289394776,9.301186823677403,0.05000000000000001,0.05000000000000001
Judo,BEL,1992.0,2.2871808076030113,6.912700347322894,0.5249999999999999,0.05
Judo,BEL,1996.0,5.5,6.912700347322894,0.525,0.05
Rowing,BEL,1992.0,2.0992616065091942,12.871248387563922,0.05,0.1826234915099116
Rowing,BEL,1996.0,2.5,12.871248387563922,0.05,0.1826234915099116
Sailing,BEL,1992.0,2.5,5.840142383393038,0.4289818433856058,0.2659752115305908
Sailing,BEL,1996.0,4.166666666666667,4.7049340780567706,0.9047049370780739,0.23009014558642912
Shooting,BEL,1992.0,2.5,4.049231051064685,0.5281926684230513,0.29996121956707367
Shooting,BEL,1996.0,2.5,4.732422556764876,0.50313187764768,0.21623963857511572
Swimming,BEL,1992.0,2.194950705827063,8.74007034925359,0.16875,0.05
Swimming,BEL,1996.0,2.5,8.74007034925359,0.16875000000000004,0.05000000000000001
Table Tennis,BEL,1992.0,2.147914457878955,9.301186823677403,0.05000000000000001,0.05000000000000001
Table Tennis,BEL,1996.0,2.5,9.301186823677403,0.05,0.05
Tennis,BEL,1992.0,1.4437433736368646,9.301186823677403,0.05,0.05
Tennis,BEL,1996.0,2.5,9.301186823677403,0.05,0.05
Wrestling,BEL,1992.0,1.4437433736368646,9.301186823677403,0.05,0.05
Athletics,BEN,1992.0,2.5,4.000006449885999,0.39273797228702134,0.32796210905350615
Athletics,BEN,1996.0,2.5,4.000006449885999,0.5296769061176775,0.2682216681999873
Cycling,BEN,1992.0,2.5,4.632649180858319,0.5878377509377948,0.12617568022901374
Athletics,BER,1992.0,2.077497349454746,9.301186823677403,0.05,0.05
Athletics,BER,1996.0,2.5,9.301186823677403,0.05,0.05
Cycling,BER,1996.0,2.5,4.827692156550282,0.6976658337423023,0.1445133428328025
Equestrian,BER,1992.0,2.147914457878955,9.301186823677403,0.05000000000000001,0.05000000000000001
Sailing,BER,1992.0,2.1982123924676755,9.301186823677403,0.05,0.05
Sailing,BER,1996.0,2.5,9.301186823677403,0.05,0.05
Swimming,BER,1992.0,2.5,5.731348539550003,0.635829860715319,0.19848110903578528
Archery,BHU,1992.0,2.4119786144697386,9.301186823677403,0.05000000000000001,0.05000000000000001
Archery,BHU,1996.0,2.5,9.301186823677403,0.05,0.05
Athletics,BIH,1992.0,2.147914457878955,9.301186823677403,0.05000000000000001,0.05000000000000001
Athletics,BIH,1996.0,2.5,9.301186823677403,0.05,0.05
Canoeing,BIH,1992.0,2.5,4.000006449885999,0.2171702825441743,0.1591477359532005
Canoeing,BIH,1996.0,2.5,4.000006449885999,0.7683044831279322,0.3195855937534078
Judo,BIH,1992.0,2.5,4.000006449885999,0.6372838509199718,0.4617770724584438
Judo,BIH,1996.0,2.5,4.000006449885999,0.9138617668049482,0.4007866716050451
Shooting,BIH,1992.0,2.5,7.350777916033122,0.8072157253082984,0.22251186163941056
Shooting,BIH,1996.0,2.5,4.840934881336974,0.6193912361935804,0.2067542091210154
Swimming,BIH,1992.0,2.2359358434092163,9.301186823677403,0.05,0.05
Swimming,BIH,1996.0,2.5,9.301186823677403,0.05,0.05
Table Tennis,BIH,1996.0,2.5,4.000006449885999,0.6548649944101049,0.44614728807511
Weightlifting,BIH,1992.0,2.5,4.000006449885999,0.6151452572366966,0.1873741805848849
Wrestling,BIH,1996.0,2.5,7.479639438916141,0.5065946878596083,0.0677298377802965
Athletics,BIZ,1992.0,2.5,4.479925551970967,0.5899510925492245,0.2417218597571035
Athletics,BIZ,1996.0,2.5,4.000006449885999,0.5623986127288602,0.3600453710423049
Cycling,BIZ,1992.0,2.367967921704608,9.301186823677403,0.05,0.05
Archery,BLR,1996.0,2.5,4.000006449885999,0.39127753450292174,0.2898974902705027
Athletics,BLR,1992.0,1.3186360415431948,12.361239592722992,0.05,0.1636772784370671
Athletics,BLR,1996.0,3.0161290322580645,12.36123959272299,0.05,0.1636772784370671
Badminton,BLR,1996.0,2.5,4.173879770807696,0.49545062526981365,0.29774632885180247
Boxing,BLR,1996.0,2.5,4.458590596607278,0.5280692411690764,0.26185190598422003
Canoeing,BLR,1992.0,1.1479144578789549,16.451005434846042,0.05000000000000001,0.39978212724038276
Canoeing,BLR,1996.0,2.5,16.451005434846042,0.05,0.3997821272403827
Cycling,BLR,1992.0,1.4437433736368646,9.301186823677403,0.05,0.05
Cycling,BLR,1996.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001
Diving,BLR,1996.0,2.5,4.466812374337671,0.5427264851310409,0.30111910697033084
Fencing,BLR,1996.0,2.5,9.592329731172311,0.6953220633094401,0.1009540535210249
Gymnastics,BLR,1992.0,1.437439277419735,13.280084937757314,0.11925298119125463,0.18821960769773996
Gymnastics,BLR,1996.0,2.5,13.280084937757314,0.11925298119125462,0.1882196076977399
Judo,BLR,1996.0,2.5,4.033446154911799,0.6725301245704918,0.2546916409471346
Rowing,BLR,1992.0,1.6934871505286366,4.5069265397075,0.6841781170369662,0.09993503539020467
Rowing,BLR,1996.0,4.642857142857143,4.5069265397075,0.6841781170369662,0.09993503539020458
Sailing,BLR,1992.0,1.4437433736368646,9.301186823677403,0.05,0.05
Sailing,BLR,1996.0,2.5,9.301186823677403,0.05,0.05
Shooting,BLR,1992.0,1.2218716868184323,14.663550782053882,0.05,0.3123365954302871
Shooting,BLR,1996.0,2.8125,14.663550782053882,0.05,0.3123365954302871
Swimming,BLR,1992.0,1.0,20.025914740430363,0.05,0.5746731908605741
Swimming,BLR,1996.0,2.5,20.025914740430363,0.05,0.5746731908605741
Table Tennis,BLR,1996.0,2.5,8.000002149961999,0.525836895481703,0.20461046263163507
Tennis,BLR,1992.0,1.2218716868184323,14.65927282484894,0.05,0.19879456488144914
Tennis,BLR,1996.0,2.5,14.65927282484894,0.05,0.1987945648814491
Weightlifting,BLR,1992.0,1.0,20.025914740430363,0.05,0.5746731908605741
Weightlifting,BLR,1996.0,2.5,20.025914740430363,0.05,0.5746731908605741
Wrestling,BLR,1996.0,3.7,4.700740662414094,0.4814702869552745,0.27017997944545713
Athletics,BOL,1992.0,2.5,4.134811357226105,0.43491432681128467,0.20884728310866055
Athletics,BOL,1996.0,2.5,4.951962466005307,0.28364891192755376,0.2704769991244607
Cycling,BOL,1992.0,2.5,4.786609534420837,0.5059495447010555,0.18282783859010465
