Name,Sport,Event,NOC,Year,Medal,Division,Strength,First Year,Age,p_max,a_max,alpha,beta,fit_loss,p_max_c,a_max_c,alpha_c,beta_c,t,result,real_medal,mapped_result,difference
Mohamed Allalou,Boxing,Boxing Men's Light-Welterweight,ALG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.248125425948208,0.065353913108756,0.0,3.0375,4.14749956214803,0.5095304209449267,0.3119191704306707,20.0,0.7067409335622037,1.0,0.0,-1.0
Samia Hireche,Rowing,Rowing Women's Single Sculls,ALG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,15.999993550114002,0.7995662362478917,0.0985668620781554,0.0,0.2499999999999999,1.5999993550113998,0.0799566236247891,0.0098566862078155,20.0,1.428805191641519,0.0,0.0,0.0
Salim Iles,Swimming,Swimming Men's 100 metres Freestyle,ALG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.0914580973013098,0.3679131512477918,0.0,2.5,4.000006449885999,0.2040459752777473,0.2871959627864927,20.0,0.0042520139312836,0.0,0.0,0.0
Salim Iles,Swimming,Swimming Men's 50 metres Freestyle,ALG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.0998764983557949,0.2622128388517492,0.0,2.5,4.000006449885999,0.2040459752777473,0.2871959627864927,20.0,0.0233861959986514,0.0,0.0,0.0
Antonio Planas,Athletics,Athletics Men's Marathon,AND,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,5.943633744799418,0.915790345155558,0.1540791745453591,0.0,2.5,4.1943691793773406,0.4630226618047927,0.1813462148812621,20.0,0.6447824708037482,0.0,0.0,0.0
Meritxell Gonzlez,Swimming,Swimming Women's 200 metres Individual Medley,AND,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.6117071938574591,0.2496228561336378,0.0,0.2499999999999999,0.4000006449885998,0.042707791208441,0.0191447463600933,20.0,0.0821683488278005,0.0,0.0,0.0
Anbal Moreira,Basketball,Basketball Men's Basketball,ANG,1996.0,No medal,11.0,1.0,1992.0,20.0,2.5,4.000006449885999,0.084778726589011,0.4045035466058184,0.0,1.0,1.6000025799543995,0.030599059640741,0.0880331633029934,24.0,0.0006461020979266,0.0,0.0,0.0
Anbal Moreira,Basketball,Basketball Men's Basketball,ANG,1992.0,No medal,12.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.0764976491018527,0.2200829082574835,0.0,1.0,1.6000025799543995,0.030599059640741,0.0880331633029934,24.0,0.0254515374164586,0.0,0.0,0.0
David Dias,Basketball,Basketball Men's Basketball,ANG,1996.0,No medal,11.0,1.0,1992.0,20.0,2.5,4.000006449885999,0.0745927531661099,0.3749836342805845,0.0,1.0,1.6000025799543995,0.030599059640741,0.0880331633029934,24.0,0.001144936889142,0.0,0.0,0.0
David Dias,Basketball,Basketball Men's Basketball,ANG,1992.0,No medal,12.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.0764976491018527,0.2200829082574835,0.0,1.0,1.6000025799543995,0.030599059640741,0.0880331633029934,24.0,0.0254515374164586,0.0,0.0,0.0
Edmar Victoriano,Basketball,Basketball Men's Basketball,ANG,1996.0,No medal,11.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.0764976491018527,0.2200829082574835,0.0,2.5,4.000006449885999,0.0764976491018527,0.2200829082574835,20.0,0.0475186041965233,0.0,0.0,0.0
Herlander Coimbra,Basketball,Basketball Men's Basketball,ANG,1996.0,No medal,11.0,1.0,1992.0,20.0,2.5,4.000006449885999,0.0864120157635711,0.2003224009252495,0.0,1.0,1.6000025799543995,0.030599059640741,0.0880331633029934,24.0,0.0384650606633818,0.0,0.0,0.0
Herlander Coimbra,Basketball,Basketball Men's Basketball,ANG,1992.0,No medal,12.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.0764976491018527,0.2200829082574835,0.0,1.0,1.6000025799543995,0.030599059640741,0.0880331633029934,24.0,0.0254515374164586,0.0,0.0,0.0
Victor Carvalho,Basketball,Basketball Men's Basketball,ANG,1996.0,No medal,11.0,1.0,1992.0,20.0,2.5,4.000006449885999,0.0850400381805182,0.1506657722097057,0.0,1.0,1.6000025799543995,0.030599059640741,0.0880331633029934,24.0,0.1035882924741352,0.0,0.0,0.0
Victor Carvalho,Basketball,Basketball Men's Basketball,ANG,1992.0,No medal,12.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.0764976491018527,0.2200829082574835,0.0,1.0,1.6000025799543995,0.030599059640741,0.0880331633029934,24.0,0.0254515374164586,0.0,0.0,0.0
ngelo Victoriano,Basketball,Basketball Men's Basketball,ANG,1996.0,No medal,11.0,1.0,1992.0,20.0,2.5,4.000006449885999,0.0639197233529745,0.0651676344288469,0.0,1.0,1.6000025799543995,0.030599059640741,0.0880331633029934,24.0,0.5514460614564337,0.0,0.0,0.0
ngelo Victoriano,Basketball,Basketball Men's Basketball,ANG,1992.0,No medal,12.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.0764976491018527,0.2200829082574835,0.0,1.0,1.6000025799543995,0.030599059640741,0.0880331633029934,24.0,0.0254515374164586,0.0,0.0,0.0
Anica Neto,Handball,Handball Women's Handball,ANG,1996.0,No medal,13.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.637225486625129,0.0580831069091839,0.0,0.2499999999999999,0.5086623640411291,0.0583745936235176,0.023743555605114,20.0,1.816310674890336,0.0,0.0,0.0
Domingas Cordeiro,Handball,Handball Women's Handball,ANG,1996.0,No medal,13.0,1.0,1996.0,16.0,2.5,5.763238372379412,0.7389020600881571,0.1282095293499634,0.0,0.2499999999999999,0.5086623640411291,0.0583745936235176,0.023743555605114,20.0,0.66673705921457,0.0,0.0,0.0
Elisa Webba-torres,Handball,Handball Women's Handball,ANG,1996.0,No medal,13.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.8133537928798378,0.2122318605817397,0.0,0.2499999999999999,0.5086623640411291,0.0583745936235176,0.023743555605114,20.0,0.2047215669692633,0.0,0.0,0.0
Filomena Trindade,Handball,Handball Women's Handball,ANG,1996.0,No medal,13.0,1.0,1996.0,16.0,2.5,4.076937702907354,0.6172622359243275,0.1514033787494585,0.0,0.2499999999999999,0.5086623640411291,0.0583745936235176,0.023743555605114,20.0,0.3951233498439855,0.0,0.0,0.0
Justina Praa,Handball,Handball Women's Handball,ANG,1996.0,No medal,13.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.4273190163638009,0.1909860377772534,0.0,0.2499999999999999,0.5086623640411291,0.0583745936235176,0.023743555605114,20.0,0.1545141211970133,0.0,0.0,0.0
Maura Faial,Handball,Handball Women's Handball,ANG,1996.0,No medal,13.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.8390312782521605,0.2372319255250033,0.0,0.2499999999999999,0.5086623640411291,0.0583745936235176,0.023743555605114,20.0,0.1430188221799986,0.0,0.0,0.0
Ndia Cruz,Swimming,Swimming Women's 100 metres Breaststroke,ANG,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569,0.9295828915757912,3.720474729470961,0.02,0.02,24.0,1.055261132738457,0.0,0.0,0.0
Heather Samuel,Athletics,Athletics Women's 100 metres,ANT,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569,0.8792849569870702,3.720474729470961,0.02,0.02,24.0,1.0178022462826186,0.0,0.0,0.0
Heather Samuel,Athletics,Athletics Women's 200 metres,ANT,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569,0.8792849569870702,3.720474729470961,0.02,0.02,24.0,1.0178022462826186,0.0,0.0,0.0
Karl James,Sailing,Sailing Mixed One Person Dinghy,ANT,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.3576585849952133,0.1049056165195555,0.0,2.5,4.000006449885999,0.3627623134449864,0.1896863482139848,20.0,0.5614896027442473,0.0,0.0,0.0
Carlos Gats,Athletics,Athletics Men's 200 metres,ARG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.2623422590682947,9.301186823677403,0.05,0.05,20.0,2.4778471538061675,0.0,0.0,0.0
Marcelo Pugliese,Athletics,Athletics Men's Discus Throw,ARG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.2623422590682947,9.301186823677403,0.05,0.05,20.0,2.4778471538061675,0.0,0.0,0.0
Andrea Vila,Athletics,Athletics Women's Long Jump,ARG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.2623422590682947,9.301186823677403,0.05,0.05,20.0,2.4778471538061675,0.0,0.0,0.0
Griselda Santillo,Athletics,Athletics Women's Marathon,ARG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.2623422590682947,9.301186823677403,0.05,0.05,20.0,2.4778471538061675,0.0,0.0,0.0
Eduardo Martnez,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,ARG,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.0781477844486025,0.4880358345490094,0.0,0.2499999999999999,0.4000006449885998,0.0200768312692845,0.0473106368127831,20.0,0.0006768700698854,0.0,0.0,0.0
Martn Conde,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,ARG,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.323388840937088,0.4581769017066541,0.0,0.2499999999999999,0.4000006449885998,0.0200768312692845,0.0473106368127831,20.0,0.0016195796601781,0.0,0.0,0.0
Omar Narvez,Boxing,Boxing Men's Flyweight,ARG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.5441117149463104,0.1559922879538809,0.0,2.56,4.000006449885999,0.79465518589542,0.3303975796044212,20.0,0.2662069829405081,0.0,0.0,0.0
Guillermo Saputo,Boxing,Boxing Men's Welterweight,ARG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.590169924267429,0.2190638890825213,0.0,2.56,4.000006449885999,0.79465518589542,0.3303975796044212,20.0,0.1045072743815576,0.0,0.0,0.0
Abelardo Sztrum,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",ARG,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,5.242339078447071,0.7884589530867279,0.1504021025282123,0.0,2.5,5.580024053642737,0.44161637341509,0.2651504790072984,20.0,0.4517852438804396,0.0,0.0,0.0
Javier Correa,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",ARG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.812399060017672,0.316315516312018,0.0,2.5,5.580024053642737,0.44161637341509,0.2651504790072984,20.0,0.0339038966606722,0.0,0.0,0.0
Walter Prez,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",ARG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.1260640799006893,0.4504651104623556,0.0,2.5,4.251733980409524,0.5126032435189336,0.2340597058928826,20.0,0.0013925692727415,0.0,0.0,0.0
Juan Curuchet,Cycling,Cycling Men's Points Race,ARG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.8384525651875651,0.4762656298180721,0.0,2.5,4.251733980409524,0.5126032435189336,0.2340597058928826,20.0,0.0029005088387232,0.0,0.0,0.0
Edgardo Simn,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",ARG,1996.0,No medal,4.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.863161857194966,0.3887714520356953,0.0,2.5,4.251733980409524,0.5126032435189336,0.2340597058928826,20.0,0.012238179041816,0.0,0.0,0.0
Gonzalo Martn,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",ARG,1996.0,No medal,4.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.2710712497958649,0.2599479387567205,0.0,2.5,4.251733980409524,0.5126032435189336,0.2340597058928826,20.0,0.0370698421900614,0.0,0.0,0.0
Walter Prez,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",ARG,1996.0,No medal,4.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.5633050509140594,0.3893151111812318,0.0,2.5,4.251733980409524,0.5126032435189336,0.2340597058928826,20.0,0.0074876988694418,0.0,0.0,0.0
Leandro Marchetti,Fencing,"Fencing Men's Foil, Individual",ARG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.309873807254636,9.301186823677403,0.05,0.05,20.0,2.5139242381436158,0.0,0.0,0.0
Alejandra Carbone,Fencing,"Fencing Women's Foil, Individual",ARG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.309873807254636,9.301186823677403,0.05,0.05,20.0,2.5139242381436158,0.0,0.0,0.0
Carlos Retegui,Hockey,Hockey Men's Hockey,ARG,1996.0,No medal,16.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.143513388602442,9.301186823677403,0.05,0.05,20.0,2.3876544429625475,0.0,0.0,0.0
Jorge Etulain,Hockey,Hockey Men's Hockey,ARG,1996.0,No medal,16.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.143513388602442,9.301186823677403,0.05,0.05,20.0,2.3876544429625475,0.0,0.0,0.0
Pablo Vergini,Hockey,Hockey Men's Hockey,ARG,1996.0,No medal,16.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569,0.8415615060455297,3.720474729470961,0.02,0.02,24.0,0.98970808144074,0.0,0.0,0.0
Santiago Lpez,Hockey,Hockey Men's Hockey,ARG,1996.0,No medal,16.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.143513388602442,9.301186823677403,0.05,0.05,20.0,2.3876544429625475,0.0,0.0,0.0
Anabel Erdozain,Hockey,Hockey Women's Hockey,ARG,1996.0,No medal,16.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.143513388602442,9.301186823677403,0.05,0.05,20.0,2.3876544429625475,0.125,0.0,-0.125
Ayeln Puche,Hockey,Hockey Women's Hockey,ARG,1996.0,No medal,16.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.143513388602442,9.301186823677403,0.05,0.05,20.0,2.3876544429625475,0.125,0.0,-0.125
Jorgelina Puig,Hockey,Hockey Women's Hockey,ARG,1996.0,No medal,16.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.143513388602442,9.301186823677403,0.05,0.05,20.0,2.3876544429625475,0.125,0.0,-0.125
Mara Amicarelli,Hockey,Hockey Women's Hockey,ARG,1996.0,No medal,16.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.143513388602442,9.301186823677403,0.05,0.05,20.0,2.3876544429625475,0.125,0.0,-0.125
Mara Potocki,Hockey,Hockey Women's Hockey,ARG,1996.0,No medal,16.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.143513388602442,9.301186823677403,0.05,0.05,20.0,2.3876544429625475,0.125,0.0,-0.125
Paula Biagetti,Hockey,Hockey Women's Hockey,ARG,1996.0,No medal,16.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.143513388602442,9.301186823677403,0.05,0.05,20.0,2.3876544429625475,0.125,0.0,-0.125
Vanina Oneto,Hockey,Hockey Women's Hockey,ARG,1996.0,No medal,16.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.143513388602442,9.301186823677403,0.05,0.05,20.0,2.3876544429625475,0.125,0.0,-0.125
Jorge Lencina,Judo,Judo Men's Extra-Lightweight,ARG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.0774973494547457,9.301186823677403,0.05,0.05,20.0,2.337547381382758,0.0,0.0,0.0
Alejandro Bender,Judo,Judo Men's Half-Heavyweight,ARG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.0774973494547457,9.301186823677403,0.05,0.05,20.0,2.337547381382758,0.0,0.0,0.0
Daro Aguilar,Judo,Judo Men's Half-Middleweight,ARG,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569,0.8122210442021093,3.720474729470961,0.02,0.02,24.0,0.9678570643415012,0.0,0.0,0.0
Orlando Granja,Judo,Judo Men's Heavyweight,ARG,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569,0.8122210442021093,3.720474729470961,0.02,0.02,24.0,0.9678570643415012,0.0,0.0,0.0
Sebastin Alquati,Judo,Judo Men's Lightweight,ARG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.0774973494547457,9.301186823677403,0.05,0.05,20.0,2.337547381382758,0.0,0.0,0.0
Claudia Ambrueso,Judo,Judo Women's Half-Lightweight,ARG,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569,0.8122210442021093,3.720474729470961,0.02,0.02,24.0,0.9678570643415012,0.0,0.0,0.0
Sergio Gonzlez,Rowing,Rowing Men's Single Sculls,ARG,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569,0.9295828915757912,3.720474729470961,0.02,0.02,24.0,1.055261132738457,0.0,0.0,0.0
Carlos Lorenzo,Sailing,Sailing Men's Windsurfer,ARG,1996.0,Silver,1.0,6.0,1992.0,20.0,1.585503803159155,4.0,1.0,0.05,6.048384286829674,0.9477430744662376,1.6,0.4,0.02,24.0,11.032055396435036,2.0,3.0,1.0
Serena Amato,Sailing,Sailing Women's One Person Dinghy,ARG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.0,1.0,0.05,0.0,2.3824219175490344,4.0,1.0,0.05,20.0,27.453450849535216,1.0,3.0,2.0
Paula Reinoso,Sailing,Sailing Women's Two Person Dinghy,ARG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.0,1.0,0.05,0.0,2.3824219175490344,4.0,1.0,0.05,20.0,27.453450849535216,0.0,3.0,3.0
Amelia Fournel,Shooting,"Shooting Women's Air Rifle, 10 metres",ARG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,6.650596636781701,0.0523456259277064,0.0594467454233897,0.0,2.309873807254636,6.650596636781701,0.0523456259277064,0.0594467454233897,20.0,1.6852381437691244,0.0,0.0,0.0
Agustn Fiorilli,Swimming,"Swimming Men's 1,500 metres Freestyle",ARG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.4353302201555554,0.3918285953134595,0.0,2.5,4.415165818289784,0.3978820114045112,0.2566763966928805,20.0,0.0054226893859542,0.0,0.0,0.0
Jos Meolans,Swimming,Swimming Men's 100 metres Freestyle,ARG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.985341910937225,0.4265980945759654,0.0,2.5,4.415165818289784,0.3978820114045112,0.2566763966928805,20.0,0.0075344731228958,0.0,0.0,0.0
Agustn Fiorilli,Swimming,Swimming Men's 400 metres Freestyle,ARG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.2747590069918976,0.3687837217809023,0.0,2.5,4.415165818289784,0.3978820114045112,0.2566763966928805,20.0,0.0060549769955331,0.0,0.0,0.0
Jos Meolans,Swimming,Swimming Men's 50 metres Freestyle,ARG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.867025499756417,0.5290426271960084,0.1086993818172606,0.0,2.5,4.415165818289784,0.3978820114045112,0.2566763966928805,20.0,0.5793662183832063,0.0,0.0,0.0
Mara Pereyra,Swimming,Swimming Women's 100 metres Butterfly,ARG,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.398206818646011,0.4835153064832719,0.1099346697411914,0.0,2.5,4.415165818289784,0.3978820114045112,0.2566763966928805,20.0,0.5318352040595894,0.0,0.0,0.0
Mara Labat,Tennis,Tennis Women's Singles,ARG,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569,0.933249204836424,4.792091929705269,0.02,0.0497589129762898,24.0,0.7618655262401743,0.0,0.0,0.0
Carlos Weber,Volleyball,Volleyball Men's Volleyball,ARG,1996.0,No medal,12.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.0859340850685443,0.4219335514677919,0.0,0.2499999999999999,0.4350578746950552,0.0545000260653174,0.0307830464800498,20.0,0.0021434210828623,0.0,0.0,0.0
Leandro Maly,Volleyball,Volleyball Men's Volleyball,ARG,1996.0,No medal,12.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.489999624120455,0.160280339603701,0.0,0.2499999999999999,0.4350578746950552,0.0545000260653174,0.0307830464800498,20.0,0.2702022189472377,0.0,0.0,0.0
Marcos Milinkovic,Volleyball,Volleyball Men's Volleyball,ARG,1996.0,No medal,12.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.215626738519342,0.4887970090598899,0.0,0.2499999999999999,0.4350578746950552,0.0545000260653174,0.0307830464800498,20.0,0.0009060329214265,0.0,0.0,0.0
Pablo Pereira,Volleyball,Volleyball Men's Volleyball,ARG,1996.0,No medal,12.0,1.0,1996.0,16.0,2.5,5.341745969102333,0.5884870900846646,0.1101675542099538,0.0,0.2499999999999999,0.4350578746950552,0.0545000260653174,0.0307830464800498,20.0,0.6902656876189257,0.0,0.0,0.0
Sebastin Firpo,Volleyball,Volleyball Men's Volleyball,ARG,1996.0,No medal,12.0,1.0,1996.0,16.0,2.5,6.865134495444319,0.5235943759089691,0.0762686263541887,0.0,0.2499999999999999,0.4350578746950552,0.0545000260653174,0.0307830464800498,20.0,1.0256901097101825,0.0,0.0,0.0
Armen Martirosyan,Athletics,Athletics Men's Triple Jump,ARM,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.8159390895903027,0.3157990746369574,0.0,0.2499999999999999,0.4000006449885998,0.0474513371482678,0.0325921399193281,20.0,0.0374442109405264,0.0,0.0,0.0
Hovhannes Avtandilyan,Diving,Diving Men's Platform,ARM,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,5.509425889393293,0.377444384210106,0.0685088304343277,0.0,0.2499999999999999,0.4754716169639644,0.0399048618904413,0.024827534038555,20.0,0.9743832194862962,0.0,0.0,0.0
Hrachya Petikyan,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",ARM,1996.0,No medal,1.0,1.0,1992.0,20.0,1.0,20.025914740430363,0.05,0.5746731908605741,0.0001140334887945,0.4,8.010365896172145,0.02,0.2298692763442296,24.0,0.0529907346909256,0.0,0.0,0.0
Sargis Sargsyan,Tennis,Tennis Men's Singles,ARM,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.3736694242595219,0.469496844673434,0.0,0.2499999999999999,0.4000006449885998,0.0373669424259521,0.0469496844673433,20.0,0.0014821321692557,0.0,0.0,0.0
Sergo Chakhoyan,Weightlifting,Weightlifting Men's Light-Heavyweight,ARM,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,20.025914740430363,0.05,0.5746731908605741,0.0,1.15,20.025914740430363,0.05,0.5746731908605741,20.0,3.696517657211128,0.0,1.0,1.0
Aleksandr Karapetyan,Weightlifting,Weightlifting Men's Middle-Heavyweight,ARM,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,20.025914740430363,0.05,0.5746731908605741,0.0,1.15,20.025914740430363,0.05,0.5746731908605741,20.0,3.696517657211128,0.0,1.0,1.0
Ashot Danielyan,Weightlifting,Weightlifting Men's Super-Heavyweight,ARM,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,20.025914740430363,0.05,0.5746731908605741,0.0,1.15,20.025914740430363,0.05,0.5746731908605741,20.0,3.696517657211128,0.0,1.0,1.0
Levon Geghamyan,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",ARM,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.8056808847393667,0.2383925350891659,0.0,0.4249999999999999,0.4000006449885998,0.0703294545464513,0.0364110093170346,20.0,0.1461291014726517,0.0,0.0,0.0
