Name,Sport,Event,NOC,Year,Medal,Division,Strength,First Year,Age,p_max,a_max,alpha,beta,fit_loss,p_max_c,a_max_c,alpha_c,beta_c,t,result,real_medal
Tom Mul,Football,Football Men's Football,BEL,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.000006449885999,0.9046398972388188,0.4300614000275663,0.0,0.2499999999999999,0.4033846594000541,0.0583503089419443,0.0283177971393211,20.0,0.006531467585516702,
Vadis Odjidja-ofoe,Football,Football Men's Football,BEL,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.000006449885999,0.4908661178807735,0.396651913516147,0.0,0.2499999999999999,0.4033846594000541,0.0583503089419443,0.0283177971393211,20.0,0.005727279816318422,
Vincent Kompany,Football,Football Men's Football,BEL,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.642969188062311,0.809873386391615,0.1744300589465421,0.0,0.2499999999999999,0.4033846594000541,0.0583503089419443,0.0283177971393211,20.0,0.3321692571852947,
Yves Makabu-makalambay,Football,Football Men's Football,BEL,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.000006449885999,0.6038297901632723,0.2021842399655026,0.0,0.2499999999999999,0.4033846594000541,0.0583503089419443,0.0283177971393211,20.0,0.1542431184195523,
Chen Tao,Football,Football Men's Football,CHN,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,6.202847520545573,0.071808776546454,0.2311756450051132,0.0,3.640232999553981,6.149153269448245,0.0721272736187822,0.2339954450499976,20.0,0.06497365170090294,
Cui Peng,Football,Football Men's Football,CHN,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,6.202847520545573,0.071808776546454,0.2311756450051132,0.0,3.640232999553981,6.149153269448245,0.0721272736187822,0.2339954450499976,20.0,0.06497365170090294,
Dong Fangzhuo,Football,Football Men's Football,CHN,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,6.202847520545573,0.071808776546454,0.2311756450051132,0.0,3.640232999553981,6.149153269448245,0.0721272736187822,0.2339954450499976,20.0,0.06497365170090294,
Feng Xiaoting,Football,Football Men's Football,CHN,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,6.202847520545573,0.071808776546454,0.2311756450051132,0.0,3.640232999553981,6.149153269448245,0.0721272736187822,0.2339954450499976,20.0,0.06497365170090294,
Gao Lin,Football,Football Men's Football,CHN,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,6.202847520545573,0.071808776546454,0.2311756450051132,0.0,3.640232999553981,6.149153269448245,0.0721272736187822,0.2339954450499976,20.0,0.06497365170090294,
Han Peng,Football,Football Men's Football,CHN,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,6.202847520545573,0.071808776546454,0.2311756450051132,0.0,3.640232999553981,6.149153269448245,0.0721272736187822,0.2339954450499976,20.0,0.06497365170090294,
Hao Junmin,Football,Football Men's Football,CHN,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,6.202847520545573,0.071808776546454,0.2311756450051132,0.0,3.640232999553981,6.149153269448245,0.0721272736187822,0.2339954450499976,20.0,0.06497365170090294,
Jiang Ning,Football,Football Men's Football,CHN,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,6.202847520545573,0.071808776546454,0.2311756450051132,0.0,3.640232999553981,6.149153269448245,0.0721272736187822,0.2339954450499976,20.0,0.06497365170090294,
Li Weifeng,Football,Football Men's Football,CHN,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,6.202847520545573,0.071808776546454,0.2311756450051132,0.0,3.640232999553981,6.149153269448245,0.0721272736187822,0.2339954450499976,20.0,0.06497365170090294,
Liu Zhenli,Football,Football Men's Football,CHN,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,6.202847520545573,0.071808776546454,0.2311756450051132,0.0,3.640232999553981,6.149153269448245,0.0721272736187822,0.2339954450499976,20.0,0.06497365170090294,
Qiu Shengjiong,Football,Football Men's Football,CHN,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,6.202847520545573,0.071808776546454,0.2311756450051132,0.0,3.640232999553981,6.149153269448245,0.0721272736187822,0.2339954450499976,20.0,0.06497365170090294,
Shen Longyuan,Football,Football Men's Football,CHN,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,6.202847520545573,0.071808776546454,0.2311756450051132,0.0,3.640232999553981,6.149153269448245,0.0721272736187822,0.2339954450499976,20.0,0.06497365170090294,
Tan Wangsong,Football,Football Men's Football,CHN,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,6.202847520545573,0.071808776546454,0.2311756450051132,0.0,3.640232999553981,6.149153269448245,0.0721272736187822,0.2339954450499976,20.0,0.06497365170090294,
Wan Houliang,Football,Football Men's Football,CHN,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,6.202847520545573,0.071808776546454,0.2311756450051132,0.0,3.640232999553981,6.149153269448245,0.0721272736187822,0.2339954450499976,20.0,0.06497365170090294,
Yuan Wenwei,Football,Football Men's Football,CHN,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,6.202847520545573,0.071808776546454,0.2311756450051132,0.0,3.640232999553981,6.149153269448245,0.0721272736187822,0.2339954450499976,20.0,0.06497365170090294,
Zhao Xuri,Football,Football Men's Football,CHN,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,6.202847520545573,0.071808776546454,0.2311756450051132,0.0,3.640232999553981,6.149153269448245,0.0721272736187822,0.2339954450499976,20.0,0.06497365170090294,
Zheng Zhi,Football,Football Men's Football,CHN,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,6.202847520545573,0.071808776546454,0.2311756450051132,0.0,3.640232999553981,6.149153269448245,0.0721272736187822,0.2339954450499976,20.0,0.06497365170090294,
Zhou Haibin,Football,Football Men's Football,CHN,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,6.202847520545573,0.071808776546454,0.2311756450051132,0.0,3.640232999553981,6.149153269448245,0.0721272736187822,0.2339954450499976,20.0,0.06497365170090294,
Zhu Ting,Football,Football Men's Football,CHN,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,6.202847520545573,0.071808776546454,0.2311756450051132,0.0,3.640232999553981,6.149153269448245,0.0721272736187822,0.2339954450499976,20.0,0.06497365170090294,
Carlos Plummer,Football,Football Men's Football,HON,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.000006449885999,0.9798832472694092,0.2642048945816816,0.0,2.4325,4.167007275912545,0.4495238253101385,0.2900779340613479,20.0,0.09284151947454829,
David Guerra,Football,Football Men's Football,HON,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.000006449885999,0.4411305679551194,0.2426045727025989,0.0,2.4325,4.167007275912545,0.4495238253101385,0.2900779340613479,20.0,0.055114389792424584,
David Martnez,Football,Football Men's Football,HON,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.000006449885999,0.9715664066765288,0.4280152873448952,0.0,2.4325,4.167007275912545,0.4495238253101385,0.2900779340613479,20.0,0.006662823176195794,
Emil Cruz,Football,Football Men's Football,HON,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.000006449885999,0.8516616390194609,0.4387684258208232,0.0,2.4325,4.167007275912545,0.4495238253101385,0.2900779340613479,20.0,0.00462517432986255,
Erick Casildo,Football,Football Men's Football,HON,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.000006449885999,0.370650739726746,0.4887949301800611,0.0,2.4325,4.167007275912545,0.4495238253101385,0.2900779340613479,20.0,0.000957848087736545,
Hendry Suazo,Football,Football Men's Football,HON,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.000006449885999,0.8439021605437161,0.4102586724934866,0.0,2.4325,4.167007275912545,0.4495238253101385,0.2900779340613479,20.0,0.0072079281071633665,
Jefferson Bennett,Football,Football Men's Football,HON,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.000006449885999,0.2941271957842741,0.3777975664523954,0.0,2.4325,4.167007275912545,0.4495238253101385,0.2900779340613479,20.0,0.005001466895036335,
Jorge Jurez,Football,Football Men's Football,HON,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.000006449885999,0.5769313737371373,0.3703848452305576,0.0,2.4325,4.167007275912545,0.4495238253101385,0.2900779340613479,20.0,0.008877234247990402,
Jorge Lvarez,Football,Football Men's Football,HON,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.000006449885999,0.6588270451488218,0.2341681757961828,0.0,2.4325,4.167007275912545,0.4495238253101385,0.2900779340613479,20.0,0.08954683179247656,
Jos Vuelto,Football,Football Men's Football,HON,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.821169564584684,0.2426900687590112,0.0503384276568159,0.0,2.4325,4.167007275912545,0.4495238253101385,0.2900779340613479,20.0,0.8646384208315344,
Kevin Kirkconnell,Football,Football Men's Football,HON,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.000006449885999,0.8047104187455743,0.365131878032336,0.0,2.4325,4.167007275912545,0.4495238253101385,0.2900779340613479,20.0,0.01393123379068385,
Luis Flores,Football,Football Men's Football,HON,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.000006449885999,0.3078148060471464,0.2048168153690396,0.0,2.4325,4.167007275912545,0.4495238253101385,0.2900779340613479,20.0,0.08140620404380897,
Luis Medina,Football,Football Men's Football,HON,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.000006449885999,0.5381474562140974,0.4469716515648227,0.0,2.4325,4.167007275912545,0.4495238253101385,0.2900779340613479,20.0,0.002449003967071354,
Marvin Vallecillo,Football,Football Men's Football,HON,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.886624417532002,0.9324404813309068,0.1908148460189476,0.0,2.4325,4.167007275912545,0.4495238253101385,0.2900779340613479,20.0,0.2734935480153178,
Obed Palacios,Football,Football Men's Football,HON,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.000006449885999,0.8806451637838774,0.2542484776681362,0.0,2.4325,4.167007275912545,0.4495238253101385,0.2900779340613479,20.0,0.09280301981423718,
Quiarol Flores,Football,Football Men's Football,HON,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.000006449885999,0.645731229266044,0.1957879911077652,0.0,2.4325,4.167007275912545,0.4495238253101385,0.2900779340613479,20.0,0.16202774316686394,
Ramn Reyes,Football,Football Men's Football,HON,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.982095526483516,0.2688458009156643,0.0539623877363047,0.0,2.4325,4.167007275912545,0.4495238253101385,0.2900779340613479,20.0,0.8492662650780202,
Rigoberto Reyes,Football,Football Men's Football,HON,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.000006449885999,0.2710071741142837,0.1084283840842863,0.0,2.4325,4.167007275912545,0.4495238253101385,0.2900779340613479,20.0,0.35867842205820977,
scar Guifarro,Football,Football Men's Football,HON,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.223172678276585,0.3777069125698601,0.0894367725160382,0.0,2.4325,4.167007275912545,0.4495238253101385,0.2900779340613479,20.0,0.5767861762353738,
Andrea Coda,Football,Football Men's Football,ITA,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.76038658461825,1.0,0.05,0.0,3.283100424373514,4.76038658461825,1.0,0.05,20.0,18.752996604322867,
Andrea Consigli,Football,Football Men's Football,ITA,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.76038658461825,1.0,0.05,0.0,3.283100424373514,4.76038658461825,1.0,0.05,20.0,18.752996604322867,
Antonio Candreva,Football,Football Men's Football,ITA,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.76038658461825,1.0,0.05,0.0,3.283100424373514,4.76038658461825,1.0,0.05,20.0,18.752996604322867,
Antonio Nocerino,Football,Football Men's Football,ITA,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.76038658461825,1.0,0.05,0.0,3.283100424373514,4.76038658461825,1.0,0.05,20.0,18.752996604322867,
Claudio Marchisio,Football,Football Men's Football,ITA,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.76038658461825,1.0,0.05,0.0,3.283100424373514,4.76038658461825,1.0,0.05,20.0,18.752996604322867,
Daniele Dessena,Football,Football Men's Football,ITA,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.76038658461825,1.0,0.05,0.0,3.283100424373514,4.76038658461825,1.0,0.05,20.0,18.752996604322867,
Domenico Criscito,Football,Football Men's Football,ITA,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.76038658461825,1.0,0.05,0.0,3.283100424373514,4.76038658461825,1.0,0.05,20.0,18.752996604322867,
Emiliano Viviano,Football,Football Men's Football,ITA,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.76038658461825,1.0,0.05,0.0,3.283100424373514,4.76038658461825,1.0,0.05,20.0,18.752996604322867,
Giuseppe Rossi,Football,Football Men's Football,ITA,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.76038658461825,1.0,0.05,0.0,3.283100424373514,4.76038658461825,1.0,0.05,20.0,18.752996604322867,
Ignazio Abate,Football,Football Men's Football,ITA,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.76038658461825,1.0,0.05,0.0,3.283100424373514,4.76038658461825,1.0,0.05,20.0,18.752996604322867,
Lorenzo Silvestri,Football,Football Men's Football,ITA,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.76038658461825,1.0,0.05,0.0,3.283100424373514,4.76038658461825,1.0,0.05,20.0,18.752996604322867,
Luca Cigarini,Football,Football Men's Football,ITA,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.76038658461825,1.0,0.05,0.0,3.283100424373514,4.76038658461825,1.0,0.05,20.0,18.752996604322867,
Marco Motta,Football,Football Men's Football,ITA,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.76038658461825,1.0,0.05,0.0,3.283100424373514,4.76038658461825,1.0,0.05,20.0,18.752996604322867,
Paolo Ceglie,Football,Football Men's Football,ITA,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.76038658461825,1.0,0.05,0.0,3.283100424373514,4.76038658461825,1.0,0.05,20.0,18.752996604322867,
Riccardo Montolivo,Football,Football Men's Football,ITA,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.76038658461825,1.0,0.05,0.0,3.283100424373514,4.76038658461825,1.0,0.05,20.0,18.752996604322867,
Robert Acquafresca,Football,Football Men's Football,ITA,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.76038658461825,1.0,0.05,0.0,3.283100424373514,4.76038658461825,1.0,0.05,20.0,18.752996604322867,
Salvatore Bocchetti,Football,Football Men's Football,ITA,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.76038658461825,1.0,0.05,0.0,3.283100424373514,4.76038658461825,1.0,0.05,20.0,18.752996604322867,
Sebastian Giovinco,Football,Football Men's Football,ITA,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.76038658461825,1.0,0.05,0.0,3.283100424373514,4.76038658461825,1.0,0.05,20.0,18.752996604322867,
Tommaso Rocchi,Football,Football Men's Football,ITA,2008.0,No medal,19.0,1.0,2008.0,16.0,2.5,4.76038658461825,1.0,0.05,0.0,3.283100424373514,4.76038658461825,1.0,0.05,20.0,18.752996604322867,
Diego Rende,Football,Football Men's Football,ARG,2008.0,Gold,18.0,10.0,2008.0,16.0,11.5,4.000006449885999,0.0780540889597395,0.3171496391509363,0.0,8.545027631578947,4.000006449885999,0.0781957146371104,0.3183651766189099,20.0,0.043284157567017735,
Ezequiel Gonzlez,Football,Football Men's Football,ARG,2008.0,Gold,18.0,10.0,2008.0,16.0,11.5,4.000006449885999,0.0780540889597395,0.3171496391509363,0.0,8.545027631578947,4.000006449885999,0.0781957146371104,0.3183651766189099,20.0,0.043284157567017735,
Ezequiel Lavezzi,Football,Football Men's Football,ARG,2008.0,Gold,18.0,10.0,2008.0,16.0,11.5,4.000006449885999,0.0780540889597395,0.3171496391509363,0.0,8.545027631578947,4.000006449885999,0.0781957146371104,0.3183651766189099,20.0,0.043284157567017735,
Fabin Monzn,Football,Football Men's Football,ARG,2008.0,Gold,18.0,10.0,2008.0,16.0,11.5,4.000006449885999,0.0780540889597395,0.3171496391509363,0.0,8.545027631578947,4.000006449885999,0.0781957146371104,0.3183651766189099,20.0,0.043284157567017735,
Federico Fazio,Football,Football Men's Football,ARG,2008.0,Gold,18.0,10.0,2008.0,16.0,11.5,4.000006449885999,0.0780540889597395,0.3171496391509363,0.0,8.545027631578947,4.000006449885999,0.0781957146371104,0.3183651766189099,20.0,0.043284157567017735,
Fernando Gago,Football,Football Men's Football,ARG,2008.0,Gold,18.0,10.0,2008.0,16.0,11.5,4.000006449885999,0.0780540889597395,0.3171496391509363,0.0,8.545027631578947,4.000006449885999,0.0781957146371104,0.3183651766189099,20.0,0.043284157567017735,
Javier Mascherano,Football,Football Men's Football,ARG,2004.0,Gold,16.0,10.0,2004.0,16.0,11.5,4.000006449885999,0.0780540889597395,0.3171496391509363,0.0,9.087526315789477,4.000006449885999,0.0781113114556469,0.3176407654006226,24.0,0.011973603045570722,
Javier Mascherano,Football,Football Men's Football,ARG,2008.0,Gold,18.0,10.0,2004.0,20.0,11.5,4.000006449885999,0.0693562695818032,0.2424984491986179,0.0,9.087526315789477,4.000006449885999,0.0781113114556469,0.3176407654006226,24.0,0.05246484949532182,
Jos Sosa,Football,Football Men's Football,ARG,2008.0,Gold,18.0,10.0,2008.0,16.0,11.5,4.000006449885999,0.0780540889597395,0.3171496391509363,0.0,8.545027631578947,4.000006449885999,0.0781957146371104,0.3183651766189099,20.0,0.043284157567017735,
Juan Riquelme,Football,Football Men's Football,ARG,2008.0,Gold,18.0,10.0,2008.0,16.0,11.5,4.000006449885999,0.0780540889597395,0.3171496391509363,0.0,8.545027631578947,4.000006449885999,0.0781957146371104,0.3183651766189099,20.0,0.043284157567017735,
Lautaro Acosta,Football,Football Men's Football,ARG,2008.0,Gold,18.0,10.0,2008.0,16.0,11.5,4.000006449885999,0.0780540889597395,0.3171496391509363,0.0,8.545027631578947,4.000006449885999,0.0781957146371104,0.3183651766189099,20.0,0.043284157567017735,
Lionel Cuccittini,Football,Football Men's Football,ARG,2008.0,Gold,18.0,10.0,2008.0,16.0,11.5,4.000006449885999,0.0780540889597395,0.3171496391509363,0.0,8.545027631578947,4.000006449885999,0.0781957146371104,0.3183651766189099,20.0,0.043284157567017735,
Nicols Pareja,Football,Football Men's Football,ARG,2008.0,Gold,18.0,10.0,2008.0,16.0,11.5,4.000006449885999,0.0780540889597395,0.3171496391509363,0.0,8.545027631578947,4.000006449885999,0.0781957146371104,0.3183651766189099,20.0,0.043284157567017735,
Pablo Girod,Football,Football Men's Football,ARG,2008.0,Gold,18.0,10.0,2008.0,16.0,11.5,4.000006449885999,0.0780540889597395,0.3171496391509363,0.0,8.545027631578947,4.000006449885999,0.0781957146371104,0.3183651766189099,20.0,0.043284157567017735,
Sergio Castillo,Football,Football Men's Football,ARG,2008.0,Gold,18.0,10.0,2008.0,16.0,11.5,4.000006449885999,0.0780540889597395,0.3171496391509363,0.0,8.545027631578947,4.000006449885999,0.0781957146371104,0.3183651766189099,20.0,0.043284157567017735,
Sergio Romero,Football,Football Men's Football,ARG,2008.0,Gold,18.0,10.0,2008.0,16.0,11.5,4.000006449885999,0.0780540889597395,0.3171496391509363,0.0,8.545027631578947,4.000006449885999,0.0781957146371104,0.3183651766189099,20.0,0.043284157567017735,
ngel Hernndez,Football,Football Men's Football,ARG,2008.0,Gold,18.0,10.0,2008.0,16.0,11.5,4.000006449885999,0.0780540889597395,0.3171496391509363,0.0,8.545027631578947,4.000006449885999,0.0781957146371104,0.3183651766189099,20.0,0.043284157567017735,
scar Ustari,Football,Football Men's Football,ARG,2008.0,Gold,18.0,10.0,2008.0,16.0,11.5,4.000006449885999,0.0780540889597395,0.3171496391509363,0.0,8.545027631578947,4.000006449885999,0.0781957146371104,0.3183651766189099,20.0,0.043284157567017735,
ver Banega,Football,Football Men's Football,ARG,2008.0,Gold,18.0,10.0,2008.0,16.0,11.5,4.000006449885999,0.0780540889597395,0.3171496391509363,0.0,8.545027631578947,4.000006449885999,0.0781957146371104,0.3183651766189099,20.0,0.043284157567017735,
Andria Andrade,Football,Football Women's Football,BRA,2008.0,Silver,18.0,6.0,2008.0,16.0,7.5,4.000003869931599,0.4452839294734783,0.1890395565682713,0.0,4.982095864539974,4.0000040331943385,0.4221046862587601,0.1926942994995255,20.0,0.546475447841723,
Andria Santos,Football,Football Women's Football,BRA,2004.0,Silver,17.0,6.0,2000.0,20.0,1.585503803159155,4.0,1.0,0.05,6.048384286829674,3.4266620056599653,4.000003700622091,0.4691360196395103,0.1863789669881422,28.0,2.0821680146454855,
Andria Santos,Football,Football Women's Football,BRA,2008.0,Silver,18.0,6.0,2000.0,24.0,7.5,4.000006449885999,0.0585848183965241,0.4302365676860715,0.0,3.4266620056599653,4.000003700622091,0.4691360196395103,0.1863789669881422,28.0,0.00017162926768269195,
Andria Suntaque,Football,Football Women's Football,BRA,2004.0,Silver,17.0,6.0,2000.0,20.0,1.585503803159155,4.0,1.0,0.05,6.048384286829674,3.4266620056599653,4.000003700622091,0.4691360196395103,0.1863789669881422,28.0,2.0821680146454855,0.0
Andria Suntaque,Football,Football Women's Football,BRA,2008.0,Silver,18.0,6.0,2000.0,24.0,7.5,4.000006449885999,0.0964244580398086,0.2150856260489633,0.0,3.4266620056599653,4.000003700622091,0.4691360196395103,0.1863789669881422,28.0,0.03229250437210013,0.0
Brbara Barbosa,Football,Football Women's Football,BRA,2008.0,Silver,18.0,6.0,2008.0,16.0,7.5,4.000003869931599,0.4452839294734783,0.1890395565682713,0.0,4.982095864539974,4.0000040331943385,0.4221046862587601,0.1926942994995255,20.0,0.546475447841723,
Cristiane Silva,Football,Football Women's Football,BRA,2004.0,Silver,17.0,6.0,2004.0,16.0,7.5,4.000003869931599,0.4452839294734783,0.1890395565682713,0.0,5.234501237450078,4.000004135989396,0.40745770275593,0.1953157439348598,24.0,0.25670672513742476,0.0
Cristiane Silva,Football,Football Women's Football,BRA,2008.0,Silver,18.0,6.0,2004.0,20.0,7.5,4.000006449885999,0.087867097707797,0.2035261636023451,0.0,5.234501237450078,4.000004135989396,0.40745770275593,0.1953157439348598,24.0,0.10127079045938935,0.0
Daniela Lima,Football,Football Women's Football,BRA,2004.0,Silver,17.0,6.0,2000.0,20.0,1.585503803159155,4.0,1.0,0.05,6.048384286829674,3.4266620056599653,4.000003700622091,0.4691360196395103,0.1863789669881422,28.0,2.0821680146454855,
Daniela Lima,Football,Football Women's Football,BRA,2008.0,Silver,18.0,6.0,2000.0,24.0,7.5,4.000006449885999,0.0570153313463908,0.3347619286101523,0.0,3.4266620056599653,4.000003700622091,0.4691360196395103,0.1863789669881422,28.0,0.0016920115626742104,
Delma Gonalves,Football,Football Women's Football,BRA,1996.0,No medal,16.0,1.0,1996.0,16.0,2.5,4.000003869931599,0.4452839294734783,0.1890395565682713,0.0,3.552568894485979,3.6000034829384395,0.401129594401447,0.1678597140896803,32.0,0.02042694620938661,
Delma Gonalves,Football,Football Women's Football,BRA,2004.0,Silver,17.0,6.0,1996.0,24.0,1.558461795249204,4.0,1.0,0.05,6.405187965700099,3.552568894485979,3.6000034829384395,0.401129594401447,0.1678597140896803,32.0,1.9800362273187637,
Delma Gonalves,Football,Football Women's Football,BRA,2008.0,Silver,18.0,6.0,1996.0,28.0,7.5,4.000006449885999,0.0725120003477506,0.2708826747763371,0.0,3.552568894485979,3.6000034829384395,0.401129594401447,0.1678597140896803,32.0,0.002853949416496378,
